Kernel,C,gamma,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
RBF,1,0.1,-1.0,-0.5,-0.6,0.459,0.953,0.331,0.421,0.261,0.642,0.449,1.0,0.305,0.43,0.289,0.652,0.453,1.0,0.31,0.431,0.292,0.655
RBF,1,0.01,-2.0,0.9,-0.2,0.771,0.692,0.789,0.558,0.435,0.74,0.706,1.0,0.629,0.586,0.51,0.814,0.66,1.0,0.571,0.55,0.466,0.786
RBF,1,0.001,-1.2,1.2,-0.0,0.814,0.417,0.916,0.482,0.4,0.666,0.883,0.927,0.871,0.768,0.713,0.899,0.868,1.0,0.833,0.759,0.714,0.917
RBF,1,0.0001,-1.0,0.7,-0.8,0.677,0.586,0.703,0.46,0.3,0.645,0.698,0.945,0.633,0.62,0.495,0.789,0.208,1.0,0.0,0.344,0.0,0.5
RBF,1,1e-05,-1.0,-1.0,-1.0,0.21,1.0,0.006,0.342,0.016,0.503,0.208,1.0,0.0,0.344,0.0,0.5,0.208,1.0,0.0,0.344,0.0,0.5
RBF,5,0.1,-1.0,-0.5,-0.6,0.459,0.953,0.331,0.421,0.261,0.642,0.449,1.0,0.305,0.43,0.289,0.652,0.453,1.0,0.31,0.431,0.292,0.655
RBF,5,0.01,-2.2,0.9,-0.8,0.636,0.931,0.559,0.519,0.404,0.745,0.566,1.0,0.452,0.49,0.383,0.726,0.585,1.0,0.476,0.5,0.398,0.738
RBF,5,0.001,-2.3,2.1,-0.2,0.756,0.628,0.789,0.51,0.367,0.708,0.74,0.964,0.681,0.607,0.527,0.822,0.698,1.0,0.619,0.579,0.502,0.81
RBF,5,0.0001,-1.2,0.7,-0.3,0.766,0.647,0.795,0.534,0.4,0.721,0.74,0.945,0.686,0.601,0.516,0.816,0.774,1.0,0.714,0.647,0.584,0.857
RBF,5,1e-05,-1.0,0.9,0.8,0.656,0.444,0.703,0.26,0.149,0.574,0.668,0.582,0.69,0.328,0.257,0.636,0.811,0.909,0.786,0.667,0.588,0.847
RBF,10,0.1,-1.0,-0.5,-0.6,0.459,0.953,0.331,0.421,0.261,0.642,0.449,1.0,0.305,0.43,0.289,0.652,0.453,1.0,0.31,0.431,0.292,0.655
RBF,10,0.01,-2.3,0.9,-0.3,0.761,0.6,0.801,0.508,0.368,0.701,0.758,0.964,0.705,0.623,0.547,0.834,0.717,1.0,0.643,0.595,0.522,0.821
RBF,10,0.001,-3.0,2.4,-0.5,0.675,0.764,0.65,0.488,0.34,0.707,0.611,0.927,0.529,0.503,0.377,0.728,0.623,0.909,0.548,0.5,0.372,0.728
RBF,10,0.0001,-1.4,1.4,-0.1,0.79,0.489,0.867,0.494,0.366,0.678,0.83,0.945,0.8,0.7,0.635,0.873,0.83,0.909,0.81,0.69,0.615,0.859
RBF,10,1e-05,-1.0,0.8,0.7,0.804,0.156,0.97,0.216,0.188,0.563,0.838,0.455,0.938,0.432,0.431,0.696,0.906,0.545,1.0,0.706,0.698,0.773
