Kernel,C,gamma,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
RBF,1,0.1,-0.8,-0.6,-0.6,0.363,1.0,0.199,0.394,0.219,0.599,0.4,1.0,0.243,0.409,0.25,0.621,0.415,1.0,0.262,0.415,0.262,0.631
RBF,1,0.01,-2.0,0.7,-0.3,0.761,0.789,0.753,0.584,0.468,0.771,0.698,1.0,0.619,0.579,0.502,0.81,0.66,1.0,0.571,0.55,0.466,0.786
RBF,1,0.001,-1.3,1.3,-0.1,0.809,0.603,0.861,0.568,0.45,0.732,0.838,0.964,0.805,0.714,0.655,0.884,0.811,1.0,0.762,0.688,0.632,0.881
RBF,1,0.0001,-1.0,0.8,-0.7,0.706,0.428,0.782,0.4,0.325,0.605,0.781,0.909,0.748,0.736,0.633,0.828,0.208,1.0,0.0,0.344,0.0,0.5
RBF,1,1e-05,-1.0,0.0,-0.0,0.799,0.025,1.0,0.044,0.064,0.512,0.811,0.145,0.986,0.145,0.131,0.566,0.208,1.0,0.0,0.344,0.0,0.5
RBF,5,0.1,-0.8,-0.6,-0.6,0.363,1.0,0.199,0.394,0.219,0.599,0.4,1.0,0.243,0.409,0.25,0.621,0.415,1.0,0.262,0.415,0.262,0.631
RBF,5,0.01,-2.0,0.5,-0.5,0.713,0.719,0.71,0.514,0.37,0.715,0.683,1.0,0.6,0.568,0.488,0.8,0.679,1.0,0.595,0.564,0.484,0.798
RBF,5,0.001,-2.2,1.7,-0.1,0.78,0.531,0.843,0.495,0.358,0.687,0.777,0.909,0.743,0.63,0.543,0.826,0.717,0.909,0.667,0.571,0.469,0.788
RBF,5,0.0001,-1.3,0.8,-0.3,0.79,0.697,0.813,0.577,0.457,0.755,0.743,0.964,0.686,0.61,0.531,0.825,0.755,1.0,0.69,0.629,0.563,0.845
RBF,5,1e-05,0.7,0.9,0.8,0.78,0.583,0.831,0.51,0.434,0.707,0.796,0.945,0.757,0.684,0.616,0.851,0.849,0.909,0.833,0.714,0.645,0.871
RBF,10,0.1,-0.8,-0.6,-0.6,0.363,1.0,0.199,0.394,0.219,0.599,0.4,1.0,0.243,0.409,0.25,0.621,0.415,1.0,0.262,0.415,0.262,0.631
RBF,10,0.01,-2.0,0.5,-0.8,0.584,0.956,0.487,0.493,0.367,0.721,0.57,1.0,0.457,0.492,0.386,0.729,0.585,1.0,0.476,0.5,0.398,0.738
RBF,10,0.001,-2.8,2.0,-0.2,0.756,0.603,0.795,0.5,0.356,0.699,0.728,0.873,0.69,0.572,0.463,0.782,0.717,0.909,0.667,0.571,0.469,0.788
RBF,10,0.0001,-1.6,1.4,-0.2,0.766,0.672,0.789,0.543,0.408,0.731,0.758,0.945,0.71,0.62,0.539,0.827,0.792,0.909,0.762,0.645,0.561,0.835
RBF,10,1e-05,-0.9,0.8,0.6,0.794,0.333,0.909,0.31,0.27,0.621,0.808,0.582,0.867,0.459,0.441,0.724,0.849,0.909,0.833,0.714,0.645,0.871
