Kernel,C,gamma,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
RBF,1,0.1,-0.7,-0.6,-0.6,0.292,1.0,0.108,0.368,0.15,0.554,0.294,1.0,0.11,0.371,0.155,0.555,0.302,1.0,0.119,0.373,0.165,0.56
RBF,1,0.01,-1.8,0.5,-0.5,0.694,0.883,0.645,0.547,0.431,0.764,0.675,1.0,0.59,0.561,0.48,0.795,0.642,1.0,0.548,0.537,0.448,0.774
RBF,1,0.001,-1.3,1.4,-0.2,0.78,0.647,0.813,0.549,0.418,0.73,0.804,0.964,0.762,0.671,0.604,0.863,0.792,1.0,0.738,0.667,0.607,0.869
RBF,1,0.0001,-1.0,0.7,-0.7,0.715,0.564,0.758,0.505,0.383,0.661,0.755,0.927,0.71,0.697,0.585,0.818,0.208,1.0,0.0,0.344,0.0,0.5
RBF,1,1e-05,-1.0,0.0,-0.0,0.799,0.025,1.0,0.044,0.064,0.512,0.819,0.145,0.995,0.16,0.152,0.57,0.208,1.0,0.0,0.344,0.0,0.5
RBF,5,0.1,-0.7,-0.6,-0.6,0.292,1.0,0.108,0.368,0.15,0.554,0.294,1.0,0.11,0.371,0.155,0.555,0.302,1.0,0.119,0.373,0.165,0.56
RBF,5,0.01,-1.7,0.4,-0.7,0.646,0.908,0.578,0.515,0.396,0.743,0.642,1.0,0.548,0.537,0.448,0.774,0.66,1.0,0.571,0.55,0.466,0.786
RBF,5,0.001,-2.1,2.2,0.3,0.813,0.367,0.928,0.443,0.354,0.647,0.906,0.8,0.933,0.78,0.722,0.867,0.925,0.909,0.929,0.833,0.79,0.919
RBF,5,0.0001,-1.3,0.9,-0.0,0.847,0.414,0.958,0.519,0.475,0.686,0.917,0.909,0.919,0.822,0.777,0.914,0.887,0.909,0.881,0.769,0.711,0.895
RBF,5,1e-05,-1.0,0.9,0.8,0.813,0.222,0.964,0.274,0.243,0.593,0.838,0.436,0.943,0.407,0.387,0.69,0.981,0.909,1.0,0.952,0.942,0.955
RBF,10,0.1,-0.7,-0.6,-0.6,0.292,1.0,0.108,0.368,0.15,0.554,0.294,1.0,0.11,0.371,0.155,0.555,0.302,1.0,0.119,0.373,0.165,0.56
RBF,10,0.01,-1.7,0.4,-0.7,0.646,0.908,0.578,0.515,0.396,0.743,0.642,1.0,0.548,0.537,0.448,0.774,0.66,1.0,0.571,0.55,0.466,0.786
RBF,10,0.001,-2.5,2.3,-0.6,0.685,0.772,0.662,0.501,0.354,0.717,0.698,0.945,0.633,0.567,0.471,0.789,0.679,0.909,0.619,0.541,0.428,0.764
RBF,10,0.0001,-1.4,1.3,-0.3,0.752,0.719,0.759,0.546,0.413,0.739,0.736,0.945,0.681,0.598,0.511,0.813,0.792,0.909,0.762,0.645,0.561,0.835
RBF,10,1e-05,-0.9,0.8,0.6,0.813,0.222,0.964,0.274,0.243,0.593,0.842,0.455,0.943,0.44,0.441,0.699,0.981,0.909,1.0,0.952,0.942,0.955
