Kernel,C,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
linear,1,-3.6,14.3,0.3,0.872,0.798,0.946,0.861,0.754,0.872,0.8,0.6,0.889,0.648,0.513,0.744,0.808,0.625,0.889,0.667,0.535,0.757
linear,5,-5.1,22.9,0.3,0.872,0.799,0.946,0.862,0.754,0.872,0.808,0.625,0.889,0.658,0.536,0.757,0.846,0.75,0.889,0.75,0.639,0.819
linear,10,-6.9,29.2,0.9,0.851,0.731,0.973,0.829,0.728,0.852,0.762,0.425,0.911,0.522,0.406,0.668,0.731,0.25,0.944,0.364,0.281,0.597
linear,15,-8.7,38.2,0.8,0.851,0.731,0.973,0.829,0.728,0.852,0.746,0.4,0.9,0.491,0.356,0.65,0.808,0.5,0.944,0.615,0.52,0.722
