Kernel,C,degree,gamma,coef0,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
poly,1,2,0.1,0,-27.7,17.5,-0.4,0.758,0.792,0.725,0.764,0.521,0.758,0.673,0.537,0.717,0.441,0.228,0.627,0.696,0.579,0.733,0.478,0.281,0.656
poly,1,2,0.1,1,-22.8,13.2,-0.4,0.767,0.858,0.675,0.786,0.545,0.767,0.673,0.558,0.71,0.451,0.24,0.634,0.684,0.579,0.717,0.468,0.264,0.648
poly,1,2,0.1,2,-20.8,12.8,-0.3,0.767,0.817,0.717,0.776,0.54,0.767,0.676,0.516,0.727,0.434,0.221,0.621,0.671,0.526,0.717,0.435,0.219,0.621
poly,1,2,0.1,3,-20.5,13.0,-0.3,0.762,0.821,0.704,0.773,0.533,0.762,0.668,0.526,0.713,0.433,0.216,0.62,0.684,0.526,0.733,0.444,0.236,0.63
poly,1,2,0.1,4,-20.5,13.1,-0.4,0.758,0.867,0.65,0.781,0.533,0.758,0.666,0.558,0.7,0.446,0.23,0.629,0.671,0.579,0.7,0.458,0.247,0.639
poly,1,2,0.01,0,-1.2,2.2,-0.9,0.677,0.638,0.717,0.664,0.356,0.677,0.686,0.495,0.747,0.431,0.223,0.621,0.671,0.526,0.717,0.435,0.219,0.621
poly,1,2,0.01,1,-2.1,3.7,-0.3,0.735,0.788,0.683,0.747,0.48,0.735,0.678,0.621,0.697,0.482,0.281,0.659,0.671,0.632,0.683,0.48,0.276,0.657
poly,1,2,0.01,2,-2.8,4.6,-0.1,0.737,0.712,0.762,0.729,0.481,0.737,0.732,0.558,0.787,0.499,0.323,0.672,0.722,0.579,0.767,0.5,0.318,0.673
poly,1,2,0.01,3,-3.5,5.1,-0.4,0.733,0.842,0.625,0.759,0.48,0.733,0.646,0.621,0.653,0.457,0.238,0.637,0.696,0.632,0.717,0.5,0.309,0.674
poly,1,2,0.01,4,-4.1,5.3,-0.4,0.744,0.846,0.642,0.768,0.5,0.744,0.648,0.611,0.66,0.455,0.236,0.635,0.671,0.632,0.683,0.48,0.276,0.657
poly,1,2,0.001,0,-0.3,0.1,-0.1,0.521,0.242,0.8,0.211,0.113,0.521,0.661,0.221,0.8,0.118,0.08,0.511,0.772,0.053,1.0,0.1,0.201,0.526
poly,1,2,0.001,1,-1.5,1.8,-0.7,0.656,0.917,0.396,0.728,0.369,0.656,0.456,0.747,0.363,0.398,0.1,0.555,0.481,0.737,0.4,0.406,0.121,0.568
poly,1,2,0.001,2,-1.8,2.4,-0.5,0.704,0.792,0.617,0.728,0.416,0.704,0.597,0.621,0.59,0.427,0.182,0.606,0.582,0.684,0.55,0.441,0.2,0.617
poly,1,2,0.001,3,-1.9,2.8,-0.6,0.696,0.912,0.479,0.75,0.435,0.696,0.519,0.716,0.457,0.417,0.15,0.586,0.519,0.684,0.467,0.406,0.13,0.575
poly,1,2,0.001,4,-2.0,3.2,-0.6,0.696,0.912,0.479,0.75,0.435,0.696,0.519,0.716,0.457,0.418,0.15,0.586,0.506,0.737,0.433,0.418,0.149,0.585
poly,1,3,0.1,0,-9.5,68.0,-0.6,0.773,0.783,0.762,0.773,0.553,0.773,0.641,0.442,0.703,0.374,0.135,0.573,0.646,0.421,0.717,0.364,0.127,0.569
poly,1,3,0.1,1,-54.3,19.7,-0.2,0.81,0.854,0.767,0.816,0.627,0.81,0.663,0.463,0.727,0.398,0.175,0.595,0.646,0.474,0.7,0.391,0.157,0.587
poly,1,3,0.1,2,-72.5,24.3,-0.1,0.808,0.838,0.779,0.812,0.622,0.808,0.668,0.453,0.737,0.396,0.175,0.595,0.684,0.474,0.75,0.419,0.208,0.612
poly,1,3,0.1,3,-84.8,27.7,0.2,0.812,0.804,0.821,0.809,0.629,0.812,0.689,0.432,0.77,0.399,0.192,0.601,0.709,0.474,0.783,0.439,0.245,0.629
poly,1,3,0.1,4,-96.9,29.1,0.2,0.825,0.833,0.817,0.825,0.652,0.825,0.676,0.421,0.757,0.384,0.168,0.589,0.696,0.421,0.783,0.4,0.198,0.602
poly,1,3,0.01,0,-1.1,3.6,-0.9,0.615,0.271,0.958,0.405,0.309,0.615,0.823,0.316,0.983,0.462,0.45,0.65,0.823,0.316,0.983,0.462,0.45,0.65
poly,1,3,0.01,1,-2.4,5.4,-0.2,0.748,0.75,0.746,0.747,0.501,0.748,0.722,0.579,0.767,0.5,0.319,0.673,0.709,0.632,0.733,0.511,0.326,0.682
poly,1,3,0.01,2,-6.4,6.6,-0.4,0.74,0.817,0.662,0.757,0.489,0.74,0.656,0.611,0.67,0.46,0.245,0.64,0.696,0.632,0.717,0.5,0.309,0.674
poly,1,3,0.01,3,-9.7,9.6,-0.0,0.744,0.692,0.796,0.727,0.493,0.744,0.716,0.389,0.82,0.396,0.213,0.605,0.722,0.368,0.833,0.389,0.21,0.601
poly,1,3,0.01,4,-15.3,13.8,-0.1,0.746,0.721,0.771,0.737,0.496,0.746,0.711,0.463,0.79,0.432,0.242,0.627,0.734,0.526,0.8,0.488,0.311,0.663
poly,1,3,0.001,0,-0.2,0.1,-0.1,0.504,0.208,0.8,0.15,0.041,0.504,0.656,0.2,0.8,0.078,0.0,0.5,0.759,0.0,1.0,0.0,0.0,0.5
poly,1,3,0.001,1,-1.7,2.3,-0.4,0.7,0.654,0.746,0.682,0.404,0.7,0.676,0.537,0.72,0.445,0.233,0.628,0.684,0.526,0.733,0.444,0.236,0.63
poly,1,3,0.001,2,-2.1,3.4,-0.3,0.725,0.767,0.683,0.735,0.455,0.725,0.678,0.611,0.7,0.478,0.276,0.655,0.696,0.632,0.717,0.5,0.309,0.674
poly,1,3,0.001,3,-2.7,4.6,-0.2,0.738,0.746,0.729,0.737,0.48,0.738,0.719,0.589,0.76,0.502,0.32,0.675,0.734,0.632,0.767,0.533,0.362,0.699
poly,1,3,0.001,4,-3.1,5.1,-0.5,0.729,0.888,0.571,0.767,0.485,0.729,0.605,0.642,0.593,0.439,0.202,0.618,0.608,0.632,0.6,0.436,0.199,0.616
poly,5,2,0.1,0,-83.6,24.7,0.2,0.771,0.7,0.842,0.752,0.55,0.771,0.722,0.411,0.82,0.414,0.233,0.615,0.734,0.474,0.817,0.462,0.285,0.645
poly,5,2,0.1,1,-116.1,25.7,-0.5,0.773,0.896,0.65,0.797,0.566,0.773,0.633,0.558,0.657,0.421,0.188,0.607,0.671,0.526,0.717,0.435,0.219,0.621
poly,5,2,0.1,2,-129.1,27.3,-0.4,0.773,0.875,0.671,0.793,0.562,0.773,0.651,0.526,0.69,0.42,0.193,0.608,0.684,0.526,0.733,0.444,0.236,0.63
poly,5,2,0.1,3,-130.8,26.9,-0.4,0.775,0.879,0.671,0.795,0.567,0.775,0.661,0.526,0.703,0.428,0.206,0.615,0.696,0.526,0.75,0.455,0.254,0.638
poly,5,2,0.1,4,-132.6,27.5,-0.4,0.777,0.883,0.671,0.797,0.571,0.777,0.656,0.526,0.697,0.425,0.2,0.611,0.696,0.526,0.75,0.455,0.254,0.638
poly,5,2,0.01,0,-2.0,5.0,-0.7,0.708,0.588,0.829,0.667,0.429,0.708,0.734,0.505,0.807,0.477,0.301,0.656,0.722,0.526,0.783,0.476,0.291,0.655
poly,5,2,0.01,1,-5.2,6.5,0.1,0.735,0.646,0.825,0.708,0.48,0.735,0.742,0.368,0.86,0.405,0.246,0.614,0.759,0.368,0.883,0.424,0.282,0.626
