Kernel,C,degree,gamma,coef0,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
poly,1,2,0.1,0,-4.4,3.4,0.2,0.935,0.954,0.917,0.937,0.873,0.935,0.676,0.2,0.827,0.228,0.03,0.513,0.684,0.158,0.85,0.194,0.009,0.504
poly,1,2,0.1,1,-4.0,3.7,0.4,0.956,0.954,0.958,0.956,0.913,0.956,0.696,0.179,0.86,0.22,0.046,0.519,0.684,0.158,0.85,0.194,0.009,0.504
poly,1,2,0.1,2,-4.2,4.3,0.4,0.956,0.971,0.942,0.957,0.913,0.956,0.709,0.232,0.86,0.275,0.105,0.546,0.722,0.263,0.867,0.312,0.15,0.565
poly,1,2,0.1,3,-4.3,4.7,0.3,0.948,0.983,0.912,0.95,0.899,0.948,0.714,0.305,0.843,0.338,0.161,0.574,0.722,0.316,0.85,0.353,0.181,0.583
poly,1,2,0.1,4,-4.3,5.0,0.3,0.942,0.983,0.9,0.944,0.887,0.942,0.714,0.337,0.833,0.361,0.18,0.585,0.722,0.316,0.85,0.353,0.181,0.583
poly,1,2,0.01,0,-1.9,3.4,-0.3,0.89,0.883,0.896,0.889,0.781,0.89,0.699,0.389,0.797,0.381,0.183,0.593,0.709,0.421,0.8,0.41,0.217,0.611
poly,1,2,0.01,1,-3.4,3.8,0.1,0.908,0.908,0.908,0.908,0.819,0.908,0.706,0.347,0.82,0.363,0.174,0.584,0.722,0.368,0.833,0.389,0.21,0.601
poly,1,2,0.01,2,-4.3,4.4,0.2,0.904,0.912,0.896,0.904,0.812,0.904,0.727,0.411,0.827,0.418,0.241,0.619,0.722,0.368,0.833,0.389,0.21,0.601
poly,1,2,0.01,3,-4.9,4.9,0.1,0.9,0.929,0.871,0.903,0.804,0.9,0.689,0.421,0.773,0.394,0.187,0.597,0.709,0.421,0.8,0.41,0.217,0.611
poly,1,2,0.01,4,-5.8,5.5,0.4,0.898,0.888,0.908,0.897,0.798,0.898,0.724,0.411,0.823,0.416,0.237,0.617,0.722,0.368,0.833,0.389,0.21,0.601
poly,1,2,0.001,0,-0.6,0.6,-0.3,0.61,0.433,0.788,0.483,0.307,0.61,0.625,0.295,0.73,0.224,0.023,0.512,0.722,0.158,0.9,0.214,0.078,0.529
poly,1,2,0.001,1,-2.0,2.3,-0.2,0.821,0.829,0.812,0.822,0.645,0.821,0.661,0.547,0.697,0.437,0.217,0.622,0.646,0.579,0.667,0.44,0.215,0.623
poly,1,2,0.001,2,-2.7,2.5,0.0,0.838,0.817,0.858,0.834,0.678,0.838,0.701,0.516,0.76,0.454,0.256,0.638,0.684,0.526,0.733,0.444,0.236,0.63
poly,1,2,0.001,3,-2.8,2.8,0.0,0.854,0.854,0.854,0.853,0.712,0.854,0.686,0.516,0.74,0.44,0.234,0.628,0.671,0.474,0.733,0.409,0.19,0.604
poly,1,2,0.001,4,-3.1,3.1,-0.2,0.848,0.912,0.783,0.857,0.705,0.848,0.633,0.568,0.653,0.427,0.194,0.611,0.608,0.474,0.65,0.367,0.109,0.562
poly,1,3,0.1,0,-4.9,12.9,-0.0,0.95,0.967,0.933,0.951,0.901,0.95,0.737,0.389,0.847,0.416,0.248,0.618,0.747,0.368,0.867,0.412,0.256,0.618
poly,1,3,0.1,1,-4.6,5.0,0.2,0.948,0.95,0.946,0.948,0.897,0.948,0.716,0.221,0.873,0.27,0.111,0.547,0.734,0.211,0.9,0.276,0.142,0.555
poly,1,3,0.1,2,-4.4,4.0,0.3,0.952,0.95,0.954,0.952,0.905,0.952,0.716,0.211,0.877,0.261,0.105,0.544,0.709,0.158,0.883,0.207,0.053,0.521
poly,1,3,0.1,3,-4.4,3.7,0.3,0.954,0.967,0.942,0.955,0.909,0.954,0.722,0.242,0.873,0.295,0.137,0.558,0.734,0.211,0.9,0.276,0.142,0.555
poly,1,3,0.1,4,-4.4,4.0,0.3,0.95,0.975,0.925,0.952,0.902,0.95,0.722,0.263,0.867,0.311,0.149,0.565,0.747,0.263,0.9,0.333,0.201,0.582
