Index,position,attribute,meanImp,medianImp,minImp,maxImp,normHits,decision
1836,1,C9,12.7377045300938,13.6488209898966,1.00100150250438,17.8058589968222,0.927884615384615,Confirmed
5661,2,GLIPR1L2,8.09141519614556,8.72200790854571,-1.64702358608686,13.5082560853512,0.908653846153846,Confirmed
15915,3,UBR5,7.22397723772382,7.71733001502973,-1.35530633896402,10.5306930934738,0.899038461538462,Confirmed
2435,4,CDIPT,6.55235971366406,6.95811896191079,-1.00100150250438,10.334314088204,0.884615384615385,Confirmed
16926,5,ZNF48,6.53561229968405,7.00090954233402,0,9.41347224486353,0.875,Confirmed
342,6,AFF2,6.08240280088177,6.47398161219606,-1.00100150250438,9.28169764275282,0.870192307692308,Confirmed
5582,7,GGT6,5.73714137340442,6.03950057290681,-1.00100150250438,9.98946403168373,0.865384615384615,Confirmed
1499,8,BSDC1,5.00776894063591,5.2629924137438,-1.00100150250438,8.70919860678372,0.831730769230769,Confirmed
12218,9,REP15,4.58604694041994,4.76206129733836,-1.00100150250438,8.66418189805482,0.807692307692308,Confirmed
12726,10,RTN4RL2,4.19291040544028,4.47956267017715,-1.00100150250438,7.57589067138502,0.769230769230769,Confirmed
11851,11,PYROXD1,3.83676310129879,3.92818205527409,-1.00100150250438,7.06471206215661,0.735576923076923,Confirmed
8486,12,METTL1,3.27032719335065,3.47690491300772,-1.00100150250438,6.81350213005525,0.658653846153846,Confirmed
1928,13,CALM2,1.23212491830431,1.41611564113622,0,1.99510751860542,0,Rejected
601,14,ANKK1,1.22510483231956,1.33297791993682,0,2.06601709920824,0,Rejected
14356,15,SUFU,1.21024437614387,1.31225712769935,0,1.81343505065417,0,Rejected
3645,16,DCT,1.141224511534,1.33994757868895,0,1.83068743919467,0,Rejected
13350,17,SLC14A1,0.965623094779402,1.00100150250438,0,1.78282579057181,0,Rejected
13508,18,SLC2A9,0.955762587684977,1.00100150250438,0,1.73000003734364,0,Rejected
1707,19,C1orf35,0.795135320815524,1.00100150250438,0,1.81556269797069,0,Rejected
9107,20,NAA60,0.771332069895016,1.00100150250438,-1.00100150250438,1.69147658782459,0,Rejected
363,21,AGER,0.734335781759618,1.00100150250438,-1.00100150250438,1.67122952478099,0,Rejected
5295,22,FSCN3,0.730388478667406,1.00100150250438,-0.314271592741797,1.62852953722287,0,Rejected
4080,23,DPY30,0.716408958789556,1.00100150250438,-1.00100150250438,1.41697332080435,0,Rejected
11019,24,PLD6,0.715226809661153,1.00100150250438,-1.37393741610181,1.64284988528169,0,Rejected
12698,25,RSPH10B,0.701947743695394,1.00100150250438,-1.00100150250438,1.87508003427165,0,Rejected
2937,26,CNFN,0.691565384218484,0.969569635360892,-1.00100150250438,1.82582427019765,0,Rejected
114,27,ACADS,0.643915999523224,1.00100150250438,-1.00100150250438,1.41677164393059,0,Rejected
8671,28,MOB2,0.639414310137802,1.00100150250438,-1.00100150250438,1.84026366546838,0,Rejected
12516,29,ROPN1L,0.630057867010181,1.00100150250438,-1.60417787611241,1.67051888888528,0,Rejected
