Index,position,attribute,meanImp,medianImp,minImp,maxImp,normHits,decision
1836,1,C9,13.4016856831946,13.9762754077156,1.00100150250438,17.4110109356752,0.96031746031746,Confirmed
5661,2,GLIPR1L2,8.70629628035275,9.00353626176737,-0.831079791785505,12.1292272610729,0.944444444444444,Confirmed
15915,3,UBR5,7.30411150125414,7.54409144612913,-1.35530633896402,10.5795063295152,0.923280423280423,Confirmed
2435,4,CDIPT,6.9657448429314,7.1877142731607,-1.00100150250438,10.2503184104975,0.923280423280423,Confirmed
16926,5,ZNF48,6.8926776745109,7.17262366784869,0,9.71214074777544,0.925925925925926,Confirmed
342,6,AFF2,6.30476404295172,6.54580399960295,-1.00100150250438,9.4520058952182,0.923280423280423,Confirmed
5582,7,GGT6,5.93246528164515,6.09033094767645,-1.00100150250438,9.15703239916846,0.888888888888889,Confirmed
1499,8,BSDC1,5.12698665387353,5.21553402346081,-1.00100150250438,8.21451627864976,0.880952380952381,Confirmed
12218,9,REP15,4.84645764902806,5.00384519162143,-1.00100150250438,9.10001871423308,0.835978835978836,Confirmed
12726,10,RTN4RL2,4.28742296955156,4.29937894622808,-1.00100150250438,7.73050830548477,0.793650793650794,Confirmed
11851,11,PYROXD1,3.99665424585034,4.12337847114629,-1.00100150250438,7.91867953575874,0.761904761904762,Confirmed
8486,12,METTL1,3.29924462404066,3.40915141229173,-1.00100150250438,7.20710843906859,0.613756613756614,Confirmed
1928,13,CALM2,1.298272831745,1.48403585514337,0,1.99510751860542,0,Rejected
601,14,ANKK1,1.22807226845407,1.34288089728039,0,2.06601709920824,0,Rejected
3645,15,DCT,1.20462587328589,1.36930132167168,0,1.83068743919467,0,Rejected
14356,16,SUFU,1.17673378311552,1.15662931510187,0,1.78689506562518,0,Rejected
13350,17,SLC14A1,0.941829451460064,1.00100150250438,0,1.78282579057181,0,Rejected
13508,18,SLC2A9,0.91806023015252,1.00100150250438,0,1.73000003734364,0,Rejected
1707,19,C1orf35,0.783698310721699,1.00100150250438,0,1.81556269797069,0,Rejected
9107,20,NAA60,0.758572656972273,1.00100150250438,-1.00100150250438,1.69147658782459,0,Rejected
11019,21,PLD6,0.754961632420106,1.00100150250438,-1.37393741610181,1.64284988528169,0,Rejected
363,22,AGER,0.719521019496019,1.00100150250438,-1.00100150250438,1.67122952478099,0,Rejected
5295,23,FSCN3,0.715354421787574,1.00100150250438,-0.314271592741797,1.62852953722287,0,Rejected
4080,24,DPY30,0.700598261916511,1.00100150250438,-1.00100150250438,1.41697332080435,0,Rejected
5081,25,FGF5,0.688023419724101,0.88942962945692,-1.00100150250438,1.79803010827556,0,Rejected
12698,26,RSPH10B,0.685333645983784,1.00100150250438,-1.00100150250438,1.87508003427165,0,Rejected
2937,27,CNFN,0.674374488758156,0.897424777922228,-1.00100150250438,1.82582427019765,0,Rejected
495,28,ALG1L,0.664123989980844,1.00100150250438,-1.00100150250438,1.62676218371659,0,Rejected
681,29,ANTXR1,0.663522889944887,1.00100150250438,-1.00100150250438,1.73708084748327,0,Rejected
14484,30,SYVN1,0.63141995692546,1.00100150250438,-1.00100150250438,1.59445433616635,0,Rejected
9192,31,NCDN,0.624709265137901,1.00100150250438,0,1.41687503792098,0,Rejected
4096,32,DRD5,0.624540340219582,1.00100150250438,-1.00100150250438,1.41449648996668,0,Rejected
114,33,ACADS,0.624077916024271,0.996330856548555,-1.00100150250438,1.41677164393059,0,Rejected
11789,34,PTPRF,0.597721825503752,0.934848714746701,-1.00100150250438,1.73524218916154,0,Rejected
8671,35,MOB2,0.596235799058286,1.00100150250438,-1.00100150250438,1.84026366546838,0,Rejected
12516,36,ROPN1L,0.590611966913274,1.00100150250438,-1.60417787611241,1.67051888888528,0,Rejected
7766,37,LGALS4,0.589546299838107,0.210049079931123,-0.0713343703523828,1.60368046410142,0,Rejected
6499,38,HSFX1,0.587701887892338,1.00100150250438,-1.00100150250438,1.52796608169106,0,Rejected
3698,39,DDX39B,0.568570934844577,0.322295206841567,-0.418021770859504,1.67438242782533,0,Rejected
9487,40,NMUR2,0.550716089875029,0.757586330561959,0,1.39070643909592,0,Rejected
2048,41,CBLN3,0.539962539843982,0.83087516187213,-1.00100150250438,1.73573548941195,0,Rejected
757,42,APOBEC1,0.536054371779183,1.00100150250438,-1.41697490386346,1.73655401750973,0,Rejected
5105,43,FHL2,0.532826252622718,0.587584893003251,-1.00100150250438,1.8068500686245,0,Rejected
14173,44,SSH1,0.515911933836175,0.38010038148204,-0.368100317745603,1.35304491352657,0,Rejected
10291,45,OTUD5,0.513605745830572,0.822734669205154,-1.00100150250438,1.00100150250438,0,Rejected
6488,46,HSD17B8,0.471173319043298,1.00100150250438,-1.00100150250438,1.41697168749681,0,Rejected
1319,47,BCL10,0.460540591453326,0.874985700233042,-1.35153494711208,1.35680085305649,0,Rejected
8866,48,MSMB,0.452003860955802,0.186077868295684,-1.21446541889315,1.41589062567769,0,Rejected
12571,49,RPL30,0.439568978290543,0.122892211321533,-0.0226850107463231,1.28245780807452,0,Rejected
4346,50,EIF3CL,0.436710572425996,0.36336555764717,-1.00100150250438,1.79735687449044,0,Rejected
8698,51,MORN3,0.431451127533194,0,-1.00100150250438,1.41705050316284,0,Rejected
6893,52,IPO13,0.425917419511482,0,-1.00100150250438,1.34406227991274,0,Rejected
14642,53,TBL2,0.425043045966318,0.519241976708654,-1.00100150250438,1.58691122414271,0,Rejected
6282,54,HIP1R,0.42286460999566,0.227782917243718,-1.00100150250438,1.41570766814705,0,Rejected
1941,55,CAMK1G,0.419931803065564,0.295186807437753,-1.00100150250438,1.40616591838258,0,Rejected
12131,56,RBM6,0.414688449894464,0.283240105561488,-1.00100150250438,1.58235433790366,0,Rejected
6494,57,HSF1,0.4076951534454,0,0,1.3325037469909,0,Rejected
4676,58,F2RL1,0.407681119652934,0,0,1.33225113872651,0,Rejected
5290,59,FRZB,0.401623401111682,0,-1.00100150250438,1.36628333816972,0,Rejected
14415,60,SWSAP1,0.396206505723147,0,-1.00100150250438,1.33823814821664,0,Rejected
4461,61,ENPP1,0.392125816781935,0.00378126583616568,-1.00100150250438,1.2527834115977,0,Rejected
9391,62,NID1,0.389278362085038,0,-1.00100150250438,1.00100150250438,0,Rejected
13246,63,SHPK,0.388479458009184,0,-1.00100150250438,1.52485884639552,0,Rejected
3122,64,COX6C,0.382820413554824,0,-0.11624307354384,1.00100150250438,0,Rejected
16448,65,XPO7,0.380439012187246,0.960085510397273,-1.41269468656861,1.00100150250438,0,Rejected
3313,66,CST2,0.378747418189805,0,-0.458521034107905,1.3385362675353,0,Rejected
2178,67,CCDC88C,0.377732751516423,0,0,1.41540559711583,0,Rejected
11927,68,RAB41,0.375952004965535,0,-1.00100150250438,1.41697168749681,0,Rejected
12389,69,RMND5A,0.373249096607321,0.500500751252191,-1.34061735877109,1.63736500521036,0,Rejected
6529,70,HSPB9,0.370769380235283,0.23455713798885,-1.00100150250438,1.97348119850938,0,Rejected
8746,71,MRFAP1,0.366280288996426,0.822558161848929,-1.00100150250438,1.82887412336374,0,Rejected
132,72,ACE2,0.364588403459859,0.155244939817472,-1.00100150250438,1.41687130543059,0,Rejected
15724,73,TTC9C,0.363480332570926,0,-1.00100150250438,1.41705050316284,0,Rejected
908,74,ARL11,0.362395618416512,0.626065477826286,-1.00100150250438,1.62437272666535,0,Rejected
13011,75,SELL,0.360794596199217,0,-1.00100150250438,1.41259085131627,0,Rejected
2836,76,CLEC14A,0.360588765829907,0,-1.00100150250438,1.41531032908473,0,Rejected
16724,77,ZNF132,0.359691618918356,0,-0.291420358370077,1.40275209380409,0,Rejected
8451,78,MED9,0.359103243515701,0,-1.00100150250438,1.00100150250438,0,Rejected
16175,79,VGLL3,0.357467460152321,0.516485635885061,-1.41454217937033,1.38385044234581,0,Rejected
1835,80,C8orf82,0.35674399185713,0,-1.00100150250438,1.41638434090642,0,Rejected
14431,81,SYK,0.356741619320519,0,0,1.41634163524743,0,Rejected
12591,82,RPL7,0.356116648327793,0,-1.00100150250438,1.00100150250438,0,Rejected
1796,83,C5orf49,0.353524461155758,0,-1.00100150250438,1.30206927713678,0,Rejected
13196,84,SH3BP2,0.352618895602786,0,-1.00100150250438,1.34213260832824,0,Rejected
13407,85,SLC22A23,0.352567977016065,0,-0.48601242069214,1.73581218799304,0,Rejected
15782,86,TULP2,0.347162315832522,0.531552504289694,-1.34606503373123,1.39380782754226,0,Rejected
13652,87,SLC6A9,0.347141176566498,0.380091472249519,-1.00100150250438,1.31150319751408,0,Rejected
15461,88,TRAPPC6A,0.346061093827721,0.329365333354372,-1.00100150250438,1.64141680987614,0,Rejected
12452,89,RNF17,0.345722216763091,0,-1.00100150250438,1.21799238921372,0,Rejected
17098,90,ZNF701,0.343703352007114,0,-1.00100150250438,1.38826042462797,0,Rejected
9677,91,NTF3,0.341380600417785,0.0174111637421593,-1.00100150250438,1.46237096279572,0,Rejected
7821,92,LIMK1,0.338916489903442,0.203438840062357,-1.31339137939344,1.00100150250438,0,Rejected
4850,93,FAM71D,0.336878670266693,0.315404458253774,-1.10835341128706,1.91030092533002,0,Rejected
14314,94,STRBP,0.334833651714904,0,-1.35566837672759,1.46952494051582,0,Rejected
3377,95,CTNND1,0.333667167501461,0,-1.00100150250438,1.00100150250438,0,Rejected
5783,96,GOLGA8G,0.333667167501461,0,0,1.00100150250438,0,Rejected
5955,97,GRB7,0.333667167501461,0,0,1.00100150250438,0,Rejected
13538,98,SLC35D2,0.333667167501461,0,0,1.00100150250438,0,Rejected
14005,99,SPDYE4,0.332271710020727,0,-1.36784992509617,1.41697000179156,0,Rejected
16824,100,ZNF3,0.331047957975216,0,-1.00100150250438,1.41686347411616,0,Rejected
4185,101,DYNLT3,0.33098531986146,0,0,1.00100150250438,0,Rejected
675,102,ANO9,0.32817157532079,0,-1.00100150250438,1.38555241857103,0,Rejected
4522,103,EPPK1,0.327448836178112,0,-1.00100150250438,1.37767387790162,0,Rejected
5657,104,GLI3,0.326322287658263,0,-1.00100150250438,1.3385362675353,0,Rejected
7219,105,KCTD5,0.326320028412834,0,-1.00100150250438,1.41696460700847,0,Rejected
5604,106,GIMAP8,0.325928912403124,0,-1.270798965651,1.2750854682543,0,Rejected
13474,107,SLC26A3,0.324973727201132,0.470005993033408,-1.7365744993232,1.41520236861047,0,Rejected
11307,108,PPM1D,0.323832783735636,0,-1.00100150250438,1.39907474582405,0,Rejected
1858,109,CA2,0.322679179979189,0,-1.00100150250438,1.27867850963957,0,Rejected
