Kernel,C,gamma,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
RBF,1,0.1,-0.3,1.2,-0.2,0.901,0.807,0.994,0.89,0.816,0.901,0.792,0.0,1.0,0.0,0.0,0.5,0.792,0.0,1.0,0.0,0.0,0.5
RBF,1,0.01,-1.7,1.3,0.2,0.928,0.898,0.958,0.924,0.859,0.928,0.819,0.236,0.971,0.35,0.334,0.604,0.792,0.182,0.952,0.267,0.206,0.567
RBF,1,0.001,-1.5,1.5,0.2,0.816,0.741,0.891,0.8,0.64,0.816,0.864,0.727,0.9,0.69,0.606,0.814,0.887,0.727,0.929,0.727,0.656,0.828
RBF,1,0.0001,-1.0,1.0,-0.0,0.645,0.624,0.661,0.572,0.286,0.642,0.683,0.636,0.695,0.435,0.301,0.666,0.811,0.818,0.81,0.643,0.545,0.814
RBF,1,1e-05,-1.0,1.0,-0.0,0.645,0.624,0.661,0.572,0.286,0.642,0.679,0.636,0.69,0.431,0.296,0.663,0.811,0.818,0.81,0.643,0.545,0.814
RBF,5,0.1,-0.3,1.2,-0.2,0.925,0.855,0.994,0.919,0.858,0.925,0.792,0.0,1.0,0.0,0.0,0.5,0.792,0.0,1.0,0.0,0.0,0.5
RBF,5,0.01,-1.8,1.5,0.5,0.943,0.886,1.0,0.938,0.893,0.943,0.811,0.091,1.0,0.162,0.24,0.545,0.811,0.091,1.0,0.167,0.271,0.545
RBF,5,0.001,-2.5,2.7,0.0,0.876,0.922,0.832,0.882,0.759,0.877,0.781,0.709,0.8,0.573,0.45,0.755,0.792,0.727,0.81,0.593,0.474,0.768
RBF,5,0.0001,-1.3,1.2,0.1,0.786,0.734,0.837,0.773,0.576,0.786,0.838,0.764,0.857,0.66,0.566,0.81,0.849,0.818,0.857,0.692,0.608,0.838
RBF,5,1e-05,-1.0,1.0,-0.0,0.645,0.624,0.661,0.572,0.286,0.642,0.679,0.636,0.69,0.431,0.296,0.663,0.811,0.818,0.81,0.643,0.545,0.814
RBF,10,0.1,-0.3,1.2,-0.2,0.925,0.855,0.994,0.919,0.858,0.925,0.792,0.0,1.0,0.0,0.0,0.5,0.792,0.0,1.0,0.0,0.0,0.5
RBF,10,0.01,-1.8,1.5,0.5,0.94,0.886,0.994,0.935,0.886,0.94,0.811,0.091,1.0,0.162,0.24,0.545,0.811,0.091,1.0,0.167,0.271,0.545
RBF,10,0.001,-2.9,3.3,0.2,0.895,0.91,0.88,0.896,0.791,0.895,0.811,0.545,0.881,0.542,0.429,0.713,0.792,0.455,0.881,0.476,0.348,0.668
RBF,10,0.0001,-1.7,1.7,0.3,0.801,0.693,0.91,0.776,0.618,0.801,0.86,0.636,0.919,0.656,0.571,0.778,0.868,0.636,0.929,0.667,0.586,0.782
RBF,10,1e-05,-1.0,1.0,-0.0,0.645,0.624,0.661,0.572,0.286,0.642,0.679,0.636,0.69,0.431,0.296,0.663,0.811,0.818,0.81,0.643,0.545,0.814
