Kernel,C,gamma,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
RBF,1,0.1,-0.9,1.2,-0.2,0.949,0.898,1.0,0.945,0.903,0.949,0.796,0.018,1.0,0.033,0.054,0.509,0.792,0.0,1.0,0.0,0.0,0.5
RBF,1,0.01,-1.9,1.3,0.3,0.859,0.766,0.952,0.842,0.733,0.859,0.811,0.364,0.929,0.446,0.356,0.646,0.811,0.364,0.929,0.444,0.35,0.646
RBF,1,0.001,-1.4,1.2,0.0,0.768,0.722,0.813,0.755,0.543,0.768,0.796,0.782,0.8,0.615,0.506,0.791,0.774,0.727,0.786,0.571,0.446,0.756
RBF,1,0.0001,-0.9,0.9,-0.0,0.615,0.63,0.594,0.553,0.226,0.612,0.66,0.709,0.648,0.433,0.307,0.678,0.83,0.818,0.833,0.667,0.576,0.826
RBF,1,1e-05,-1.0,1.0,-0.0,0.612,0.624,0.594,0.55,0.22,0.609,0.664,0.709,0.652,0.438,0.313,0.681,0.83,0.818,0.833,0.667,0.576,0.826
RBF,5,0.1,-0.9,1.2,-0.2,0.961,0.928,0.994,0.959,0.925,0.961,0.8,0.036,1.0,0.067,0.108,0.518,0.792,0.0,1.0,0.0,0.0,0.5
RBF,5,0.01,-2.4,1.5,0.3,0.919,0.904,0.934,0.916,0.839,0.919,0.819,0.255,0.967,0.364,0.33,0.611,0.83,0.273,0.976,0.4,0.382,0.624
RBF,5,0.001,-2.5,2.4,-0.1,0.804,0.825,0.783,0.807,0.612,0.804,0.702,0.636,0.719,0.47,0.302,0.678,0.679,0.545,0.714,0.414,0.222,0.63
RBF,5,0.0001,-0.9,1.1,0.1,0.747,0.674,0.819,0.727,0.501,0.747,0.826,0.818,0.829,0.661,0.571,0.823,0.83,0.818,0.833,0.667,0.576,0.826
RBF,5,1e-05,-1.0,1.0,-0.0,0.612,0.624,0.594,0.55,0.22,0.609,0.664,0.709,0.652,0.438,0.313,0.681,0.83,0.818,0.833,0.667,0.576,0.826
RBF,10,0.1,-0.9,1.2,-0.2,0.961,0.928,0.994,0.959,0.925,0.961,0.8,0.036,1.0,0.067,0.108,0.518,0.792,0.0,1.0,0.0,0.0,0.5
RBF,10,0.01,-2.7,1.7,0.0,0.934,0.964,0.903,0.935,0.869,0.934,0.792,0.4,0.895,0.442,0.323,0.648,0.83,0.364,0.952,0.471,0.404,0.658
RBF,10,0.001,-3.3,2.9,0.1,0.792,0.753,0.831,0.781,0.588,0.792,0.713,0.509,0.767,0.423,0.246,0.638,0.679,0.455,0.738,0.37,0.17,0.596
RBF,10,0.0001,-1.5,1.3,0.1,0.759,0.65,0.867,0.725,0.542,0.759,0.766,0.582,0.814,0.504,0.362,0.698,0.755,0.727,0.762,0.552,0.419,0.745
RBF,10,1e-05,-0.9,0.9,0.1,0.576,0.345,0.8,0.368,0.223,0.573,0.687,0.345,0.776,0.272,0.194,0.561,0.792,0.182,0.952,0.267,0.206,0.567
