Kernel,C,gamma,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
RBF,1,0.1,-0.4,1.3,-0.2,0.925,0.856,0.994,0.919,0.859,0.925,0.792,0.0,1.0,0.0,0.0,0.5,0.792,0.0,1.0,0.0,0.0,0.5
RBF,1,0.01,-1.8,1.4,0.1,0.913,0.904,0.922,0.912,0.827,0.913,0.834,0.4,0.948,0.49,0.424,0.674,0.792,0.182,0.952,0.267,0.206,0.567
RBF,1,0.001,-1.5,1.3,0.0,0.795,0.801,0.789,0.795,0.592,0.795,0.755,0.873,0.724,0.597,0.495,0.798,0.774,0.909,0.738,0.625,0.537,0.824
RBF,1,0.0001,-0.9,0.9,-0.0,0.627,0.594,0.655,0.547,0.251,0.624,0.698,0.709,0.695,0.475,0.356,0.702,0.811,0.909,0.786,0.667,0.588,0.847
RBF,1,1e-05,-1.0,1.0,-0.0,0.63,0.588,0.667,0.546,0.259,0.627,0.694,0.691,0.695,0.464,0.342,0.693,0.792,0.818,0.786,0.621,0.517,0.802
RBF,5,0.1,-0.4,1.3,-0.2,0.931,0.868,0.994,0.926,0.87,0.931,0.792,0.0,1.0,0.0,0.0,0.5,0.792,0.0,1.0,0.0,0.0,0.5
RBF,5,0.01,-2.0,1.5,0.4,0.946,0.91,0.982,0.943,0.895,0.946,0.792,0.145,0.962,0.225,0.183,0.554,0.792,0.091,0.976,0.154,0.143,0.534
RBF,5,0.001,-2.3,2.4,0.0,0.831,0.855,0.807,0.834,0.666,0.831,0.713,0.673,0.724,0.493,0.336,0.698,0.736,0.636,0.762,0.5,0.346,0.699
RBF,5,0.0001,-1.1,1.1,0.1,0.777,0.74,0.813,0.765,0.558,0.776,0.8,0.836,0.79,0.636,0.539,0.813,0.792,0.818,0.786,0.621,0.517,0.802
RBF,5,1e-05,-1.0,1.0,-0.0,0.63,0.588,0.667,0.546,0.259,0.627,0.694,0.691,0.695,0.464,0.342,0.693,0.792,0.818,0.786,0.621,0.517,0.802
RBF,10,0.1,-0.4,1.3,-0.2,0.931,0.868,0.994,0.926,0.87,0.931,0.792,0.0,1.0,0.0,0.0,0.5,0.792,0.0,1.0,0.0,0.0,0.5
RBF,10,0.01,-2.0,1.6,0.4,0.946,0.91,0.982,0.943,0.895,0.946,0.796,0.164,0.962,0.25,0.209,0.563,0.792,0.091,0.976,0.154,0.143,0.534
RBF,10,0.001,-2.9,2.6,0.1,0.864,0.891,0.837,0.868,0.732,0.864,0.736,0.509,0.795,0.445,0.279,0.652,0.755,0.455,0.833,0.435,0.279,0.644
RBF,10,0.0001,-1.6,1.4,0.1,0.792,0.752,0.831,0.781,0.588,0.792,0.785,0.8,0.781,0.607,0.498,0.79,0.774,0.818,0.762,0.6,0.491,0.79
RBF,10,1e-05,-0.9,0.9,-0.0,0.63,0.588,0.667,0.546,0.259,0.627,0.694,0.691,0.695,0.464,0.342,0.693,0.792,0.818,0.786,0.621,0.517,0.802
