Kernel,C,gamma,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
RBF,1,0.1,-0.3,1.2,-0.2,0.919,0.837,1.0,0.911,0.849,0.919,0.792,0.0,1.0,0.0,0.0,0.5,0.792,0.0,1.0,0.0,0.0,0.5
RBF,1,0.01,-1.5,1.4,0.0,0.937,0.934,0.939,0.936,0.874,0.937,0.804,0.164,0.971,0.251,0.238,0.568,0.792,0.091,0.976,0.154,0.143,0.534
RBF,1,0.001,-1.5,1.4,0.2,0.834,0.759,0.909,0.82,0.677,0.834,0.887,0.745,0.924,0.733,0.661,0.835,0.887,0.727,0.929,0.727,0.656,0.828
RBF,1,0.0001,-1.0,1.0,-0.0,0.633,0.636,0.624,0.567,0.261,0.63,0.668,0.691,0.662,0.435,0.302,0.676,0.736,0.818,0.714,0.562,0.441,0.766
RBF,1,1e-05,-1.0,1.0,-0.0,0.636,0.642,0.624,0.57,0.267,0.633,0.657,0.691,0.648,0.424,0.288,0.669,0.736,0.818,0.714,0.562,0.441,0.766
RBF,5,0.1,-0.2,1.2,-0.2,0.934,0.886,0.982,0.93,0.872,0.934,0.792,0.0,1.0,0.0,0.0,0.5,0.792,0.0,1.0,0.0,0.0,0.5
RBF,5,0.01,-1.6,1.3,0.2,0.949,0.922,0.976,0.947,0.9,0.949,0.808,0.091,0.995,0.164,0.245,0.543,0.811,0.091,1.0,0.167,0.271,0.545
RBF,5,0.001,-2.6,2.4,0.0,0.889,0.91,0.867,0.891,0.78,0.888,0.826,0.764,0.843,0.646,0.548,0.803,0.849,0.818,0.857,0.692,0.608,0.838
RBF,5,0.0001,-1.4,1.3,-0.1,0.774,0.831,0.716,0.786,0.553,0.773,0.702,0.945,0.638,0.568,0.475,0.792,0.679,1.0,0.595,0.564,0.484,0.798
RBF,5,1e-05,-1.0,1.0,-0.0,0.636,0.642,0.624,0.57,0.267,0.633,0.657,0.691,0.648,0.424,0.288,0.669,0.736,0.818,0.714,0.562,0.441,0.766
RBF,10,0.1,-0.2,1.2,-0.2,0.934,0.886,0.982,0.93,0.872,0.934,0.792,0.0,1.0,0.0,0.0,0.5,0.792,0.0,1.0,0.0,0.0,0.5
RBF,10,0.01,-1.6,1.3,0.2,0.949,0.922,0.976,0.947,0.9,0.949,0.808,0.091,0.995,0.164,0.245,0.543,0.811,0.091,1.0,0.167,0.271,0.545
RBF,10,0.001,-3.1,3.1,0.1,0.898,0.91,0.886,0.899,0.798,0.898,0.792,0.582,0.848,0.537,0.408,0.715,0.774,0.545,0.833,0.5,0.357,0.689
RBF,10,0.0001,-1.8,1.6,0.2,0.828,0.759,0.897,0.815,0.665,0.828,0.86,0.745,0.89,0.69,0.605,0.818,0.887,0.727,0.929,0.727,0.656,0.828
RBF,10,1e-05,-1.0,1.0,0.1,0.621,0.473,0.764,0.494,0.269,0.618,0.725,0.545,0.771,0.459,0.351,0.658,0.868,0.636,0.929,0.667,0.586,0.782
