Kernel,C,gamma,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
RBF,1,0.1,-2.1,1.5,0.1,0.873,0.813,0.934,0.865,0.754,0.873,0.777,0.073,0.962,0.113,0.05,0.517,0.774,0.0,0.976,0.0,-0.071,0.488
RBF,1,0.01,-1.7,1.9,0.3,0.72,0.506,0.934,0.638,0.491,0.72,0.894,0.545,0.986,0.677,0.653,0.766,0.887,0.545,0.976,0.667,0.625,0.761
RBF,1,0.001,-1.0,1.0,0.3,0.704,0.451,0.958,0.591,0.482,0.705,0.898,0.564,0.986,0.687,0.669,0.775,0.887,0.455,1.0,0.625,0.631,0.727
RBF,1,0.0001,-0.9,1.0,-0.0,0.567,0.655,0.473,0.531,0.132,0.564,0.574,0.764,0.524,0.377,0.241,0.644,0.566,1.0,0.452,0.489,0.383,0.726
RBF,1,1e-05,-1.0,1.0,-0.0,0.57,0.673,0.461,0.539,0.139,0.567,0.57,0.782,0.514,0.38,0.248,0.648,0.547,1.0,0.429,0.478,0.367,0.714
RBF,5,0.1,-2.6,1.8,0.3,0.886,0.813,0.958,0.876,0.782,0.885,0.777,0.018,0.976,0.029,-0.019,0.497,0.774,0.0,0.976,0.0,-0.071,0.488
RBF,5,0.01,-2.4,2.8,0.0,0.783,0.753,0.814,0.777,0.571,0.783,0.826,0.745,0.848,0.646,0.545,0.797,0.83,0.727,0.857,0.64,0.538,0.792
RBF,5,0.001,-2.0,1.7,0.3,0.696,0.434,0.958,0.585,0.464,0.696,0.894,0.527,0.99,0.672,0.654,0.759,0.887,0.545,0.976,0.667,0.625,0.761
RBF,5,0.0001,-0.6,0.9,0.1,0.639,0.624,0.648,0.62,0.335,0.636,0.679,0.745,0.662,0.526,0.45,0.704,0.698,0.909,0.643,0.556,0.448,0.776
RBF,5,1e-05,-1.0,1.0,-0.0,0.57,0.673,0.461,0.539,0.139,0.567,0.57,0.782,0.514,0.38,0.248,0.648,0.547,1.0,0.429,0.478,0.367,0.714
RBF,10,0.1,-2.7,1.8,0.4,0.877,0.783,0.97,0.862,0.769,0.877,0.781,0.018,0.981,0.031,-0.006,0.5,0.774,0.0,0.976,0.0,-0.071,0.488
RBF,10,0.01,-2.8,3.3,0.4,0.804,0.705,0.904,0.782,0.629,0.805,0.826,0.564,0.895,0.578,0.472,0.729,0.811,0.545,0.881,0.545,0.426,0.713
RBF,10,0.001,-2.3,2.2,0.1,0.726,0.59,0.862,0.681,0.474,0.726,0.849,0.727,0.881,0.67,0.579,0.804,0.792,0.727,0.81,0.593,0.474,0.768
RBF,10,0.0001,-1.1,1.1,0.3,0.704,0.457,0.952,0.599,0.473,0.705,0.894,0.564,0.981,0.685,0.657,0.772,0.906,0.545,1.0,0.706,0.698,0.773
RBF,10,1e-05,-0.9,1.0,-0.0,0.57,0.673,0.461,0.539,0.139,0.567,0.57,0.782,0.514,0.38,0.248,0.648,0.547,1.0,0.429,0.478,0.367,0.714
