activation,layers,learning_rate,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
relu,"(25,)",0.1,0.91,0.958,0.861,0.914,0.823,0.91,0.766,0.709,0.781,0.557,0.426,0.745,0.736,0.545,0.786,0.462,0.298,0.666
relu,"(25,)",0.01,0.904,0.952,0.855,0.909,0.811,0.903,0.766,0.745,0.771,0.57,0.445,0.758,0.774,0.727,0.786,0.571,0.446,0.756
relu,"(25,)",0.001,0.898,0.946,0.849,0.903,0.8,0.897,0.781,0.764,0.786,0.594,0.479,0.775,0.792,0.727,0.81,0.593,0.474,0.768
relu,"(25,)",0.0001,0.9,0.94,0.861,0.905,0.805,0.9,0.8,0.818,0.795,0.63,0.53,0.807,0.811,0.727,0.833,0.615,0.505,0.78
relu,"(50,)",0.1,0.894,0.958,0.831,0.901,0.796,0.894,0.811,0.764,0.824,0.628,0.522,0.794,0.774,0.636,0.81,0.538,0.401,0.723
relu,"(50,)",0.01,0.895,0.94,0.849,0.899,0.793,0.894,0.815,0.8,0.819,0.643,0.546,0.81,0.792,0.727,0.81,0.593,0.474,0.768
relu,"(50,)",0.001,0.909,0.952,0.867,0.914,0.822,0.909,0.842,0.745,0.867,0.659,0.566,0.806,0.849,0.636,0.905,0.636,0.541,0.771
relu,"(50,)",0.0001,0.9,0.94,0.861,0.905,0.803,0.9,0.849,0.764,0.871,0.675,0.588,0.818,0.849,0.727,0.881,0.667,0.573,0.804
relu,"(75,)",0.1,0.888,0.946,0.831,0.895,0.782,0.888,0.781,0.745,0.79,0.592,0.475,0.768,0.774,0.636,0.81,0.538,0.401,0.723
relu,"(75,)",0.01,0.895,0.94,0.849,0.899,0.793,0.894,0.8,0.782,0.805,0.617,0.512,0.793,0.755,0.636,0.786,0.519,0.373,0.711
relu,"(75,)",0.001,0.904,0.94,0.867,0.906,0.81,0.903,0.808,0.745,0.824,0.616,0.509,0.785,0.774,0.636,0.81,0.538,0.401,0.723
relu,"(75,)",0.0001,0.895,0.927,0.861,0.897,0.792,0.894,0.823,0.782,0.833,0.645,0.548,0.808,0.811,0.727,0.833,0.615,0.505,0.78
relu,"(100,)",0.1,0.895,0.94,0.849,0.899,0.793,0.894,0.785,0.727,0.8,0.588,0.468,0.764,0.792,0.727,0.81,0.593,0.474,0.768
relu,"(100,)",0.01,0.898,0.94,0.855,0.902,0.799,0.897,0.796,0.727,0.814,0.597,0.482,0.771,0.811,0.727,0.833,0.615,0.505,0.78
relu,"(100,)",0.001,0.91,0.94,0.879,0.912,0.822,0.909,0.804,0.709,0.829,0.6,0.486,0.769,0.811,0.545,0.881,0.545,0.426,0.713
relu,"(100,)",0.0001,0.907,0.927,0.885,0.909,0.814,0.906,0.792,0.673,0.824,0.571,0.448,0.748,0.811,0.545,0.881,0.545,0.426,0.713
relu,"(125,)",0.1,0.889,0.946,0.831,0.895,0.783,0.888,0.777,0.727,0.79,0.575,0.453,0.759,0.774,0.545,0.833,0.5,0.357,0.689
relu,"(125,)",0.01,0.904,0.94,0.867,0.907,0.81,0.903,0.796,0.745,0.81,0.604,0.492,0.777,0.774,0.636,0.81,0.538,0.401,0.723
relu,"(125,)",0.001,0.916,0.952,0.88,0.918,0.834,0.916,0.792,0.727,0.81,0.593,0.475,0.768,0.774,0.636,0.81,0.538,0.401,0.723
relu,"(125,)",0.0001,0.919,0.946,0.892,0.921,0.839,0.919,0.789,0.709,0.81,0.582,0.46,0.759,0.792,0.636,0.833,0.56,0.432,0.735
relu,"(150,)",0.1,0.889,0.946,0.831,0.894,0.783,0.888,0.774,0.673,0.8,0.548,0.417,0.736,0.792,0.545,0.857,0.522,0.39,0.701
relu,"(150,)",0.01,0.901,0.94,0.861,0.905,0.805,0.9,0.77,0.691,0.79,0.557,0.425,0.741,0.792,0.636,0.833,0.56,0.432,0.735
relu,"(150,)",0.001,0.904,0.952,0.855,0.908,0.811,0.904,0.796,0.745,0.81,0.603,0.49,0.777,0.774,0.636,0.81,0.538,0.401,0.723
relu,"(150,)",0.0001,0.904,0.946,0.861,0.908,0.81,0.903,0.808,0.8,0.81,0.634,0.534,0.805,0.792,0.727,0.81,0.593,0.474,0.768
relu,"(175,)",0.1,0.913,0.964,0.861,0.917,0.831,0.913,0.8,0.709,0.824,0.595,0.481,0.766,0.755,0.636,0.786,0.519,0.373,0.711
relu,"(175,)",0.01,0.907,0.94,0.873,0.909,0.816,0.907,0.811,0.782,0.819,0.632,0.532,0.8,0.774,0.727,0.786,0.571,0.446,0.756
relu,"(175,)",0.001,0.91,0.952,0.868,0.913,0.822,0.91,0.811,0.782,0.819,0.632,0.53,0.8,0.811,0.727,0.833,0.615,0.505,0.78
relu,"(175,)",0.0001,0.904,0.94,0.868,0.907,0.809,0.904,0.808,0.8,0.81,0.632,0.531,0.805,0.792,0.727,0.81,0.593,0.474,0.768
relu,"(200,)",0.1,0.883,0.94,0.825,0.889,0.771,0.882,0.766,0.691,0.786,0.55,0.417,0.738,0.792,0.818,0.786,0.621,0.517,0.802
relu,"(200,)",0.01,0.913,0.94,0.886,0.915,0.827,0.913,0.8,0.709,0.824,0.595,0.479,0.766,0.774,0.636,0.81,0.538,0.401,0.723
relu,"(200,)",0.001,0.91,0.952,0.867,0.913,0.822,0.91,0.804,0.655,0.843,0.58,0.461,0.749,0.774,0.545,0.833,0.5,0.357,0.689
relu,"(200,)",0.0001,0.901,0.946,0.855,0.905,0.805,0.901,0.811,0.673,0.848,0.598,0.484,0.76,0.792,0.545,0.857,0.522,0.39,0.701
relu,"(225,)",0.1,0.867,0.915,0.819,0.873,0.739,0.867,0.796,0.764,0.805,0.609,0.5,0.784,0.774,0.545,0.833,0.5,0.357,0.689
relu,"(225,)",0.01,0.913,0.94,0.886,0.915,0.827,0.913,0.804,0.745,0.819,0.611,0.502,0.782,0.755,0.636,0.786,0.519,0.373,0.711
relu,"(225,)",0.001,0.913,0.952,0.873,0.916,0.828,0.913,0.815,0.709,0.843,0.613,0.505,0.776,0.811,0.636,0.857,0.583,0.465,0.747
relu,"(225,)",0.0001,0.9,0.946,0.855,0.905,0.804,0.9,0.819,0.745,0.838,0.631,0.527,0.792,0.83,0.727,0.857,0.64,0.538,0.792
relu,"(250,)",0.1,0.88,0.945,0.813,0.886,0.769,0.879,0.792,0.691,0.819,0.581,0.461,0.755,0.792,0.727,0.81,0.593,0.474,0.768
relu,"(250,)",0.01,0.91,0.946,0.873,0.913,0.822,0.91,0.804,0.727,0.824,0.607,0.495,0.776,0.774,0.636,0.81,0.538,0.401,0.723
relu,"(250,)",0.001,0.904,0.952,0.855,0.908,0.811,0.904,0.8,0.727,0.819,0.599,0.487,0.773,0.83,0.727,0.857,0.64,0.538,0.792
relu,"(250,)",0.0001,0.898,0.946,0.849,0.902,0.799,0.898,0.811,0.764,0.824,0.627,0.522,0.794,0.83,0.727,0.857,0.64,0.538,0.792
relu,"(275,)",0.1,0.858,0.94,0.777,0.869,0.728,0.858,0.781,0.691,0.805,0.566,0.44,0.748,0.792,0.636,0.833,0.56,0.432,0.735
relu,"(275,)",0.01,0.898,0.94,0.855,0.902,0.798,0.897,0.796,0.727,0.814,0.597,0.481,0.771,0.792,0.727,0.81,0.593,0.474,0.768
relu,"(275,)",0.001,0.904,0.94,0.867,0.907,0.81,0.903,0.804,0.745,0.819,0.612,0.503,0.782,0.792,0.727,0.81,0.593,0.474,0.768
