Kernel,C,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
linear,1,-7.6,5.8,0.4,0.937,0.97,0.903,0.939,0.878,0.937,0.804,0.436,0.9,0.475,0.366,0.668,0.811,0.364,0.929,0.444,0.35,0.646
linear,5,-7.6,5.8,0.4,0.937,0.97,0.903,0.939,0.878,0.937,0.804,0.436,0.9,0.475,0.366,0.668,0.811,0.364,0.929,0.444,0.35,0.646
linear,10,-7.6,5.8,0.4,0.937,0.97,0.903,0.939,0.878,0.937,0.804,0.436,0.9,0.475,0.366,0.668,0.811,0.364,0.929,0.444,0.35,0.646
linear,15,-7.6,5.8,0.4,0.937,0.97,0.903,0.939,0.878,0.937,0.804,0.436,0.9,0.475,0.366,0.668,0.811,0.364,0.929,0.444,0.35,0.646
