Kernel,C,gamma,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
RBF,1,0.1,-0.6,1.0,-0.1,0.797,0.779,0.813,0.783,0.651,0.796,0.692,0.35,0.844,0.255,0.18,0.597,0.692,0.0,1.0,0.0,0.0,0.5
RBF,1,0.01,-1.8,1.2,0.5,0.919,0.837,1.0,0.909,0.851,0.919,0.777,0.275,1.0,0.402,0.409,0.638,0.692,0.0,1.0,0.0,0.0,0.5
RBF,1,0.001,-1.5,1.8,-0.2,0.912,0.865,0.96,0.906,0.831,0.912,0.915,0.825,0.956,0.856,0.801,0.89,0.923,0.875,0.944,0.875,0.819,0.91
RBF,1,0.0001,-1.0,1.1,-0.2,0.7,0.64,0.773,0.623,0.426,0.707,0.731,0.65,0.767,0.599,0.487,0.708,0.885,0.625,1.0,0.769,0.732,0.812
RBF,1,1e-05,-1.0,1.0,-0.0,0.566,0.347,0.8,0.358,0.22,0.573,0.677,0.4,0.8,0.392,0.303,0.6,0.808,0.375,1.0,0.545,0.542,0.688
RBF,5,0.1,-0.5,1.0,-0.0,0.783,0.565,1.0,0.712,0.628,0.782,0.692,0.0,1.0,0.0,0.0,0.5,0.692,0.0,1.0,0.0,0.0,0.5
RBF,5,0.01,-1.8,1.3,0.3,0.932,0.904,0.96,0.929,0.869,0.932,0.869,0.575,1.0,0.719,0.693,0.788,0.846,0.5,1.0,0.667,0.64,0.75
RBF,5,0.001,-1.8,2.9,0.1,0.926,0.877,0.973,0.919,0.858,0.925,0.877,0.675,0.967,0.767,0.708,0.821,0.923,0.75,1.0,0.857,0.822,0.875
RBF,5,0.0001,-1.3,1.8,-0.2,0.912,0.85,0.973,0.904,0.834,0.912,0.892,0.825,0.922,0.826,0.751,0.874,0.885,0.75,0.944,0.8,0.723,0.847
RBF,5,1e-05,-1.0,1.0,-0.1,0.706,0.64,0.787,0.63,0.441,0.713,0.723,0.625,0.767,0.554,0.427,0.696,0.846,0.5,1.0,0.667,0.64,0.75
RBF,10,0.1,-0.5,1.0,-0.0,0.783,0.565,1.0,0.712,0.628,0.782,0.692,0.0,1.0,0.0,0.0,0.5,0.692,0.0,1.0,0.0,0.0,0.5
RBF,10,0.01,-2.0,1.3,0.3,0.946,0.932,0.96,0.945,0.896,0.946,0.869,0.575,1.0,0.719,0.693,0.788,0.846,0.5,1.0,0.667,0.64,0.75
RBF,10,0.001,-1.8,3.5,0.2,0.926,0.877,0.973,0.919,0.858,0.925,0.877,0.7,0.956,0.778,0.71,0.828,0.885,0.625,1.0,0.769,0.732,0.812
RBF,10,0.0001,-1.6,2.4,-0.3,0.919,0.892,0.947,0.916,0.845,0.92,0.869,0.8,0.9,0.789,0.697,0.85,0.808,0.75,0.833,0.706,0.566,0.792
RBF,10,1e-05,-1.0,1.1,-0.2,0.713,0.653,0.787,0.655,0.477,0.72,0.731,0.65,0.767,0.599,0.487,0.708,0.846,0.5,1.0,0.667,0.64,0.75
