Kernel,C,gamma,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
RBF,1,0.1,-1.0,1.0,0.1,0.83,0.658,1.0,0.776,0.705,0.829,0.692,0.0,1.0,0.0,0.0,0.5,0.692,0.0,1.0,0.0,0.0,0.5
RBF,1,0.01,-1.6,1.3,0.0,0.919,0.931,0.907,0.92,0.847,0.919,0.862,0.775,0.9,0.776,0.679,0.838,0.846,0.75,0.889,0.75,0.639,0.819
RBF,1,0.001,-1.6,1.9,-0.3,0.858,0.81,0.907,0.851,0.727,0.858,0.908,0.875,0.922,0.854,0.788,0.899,0.885,0.875,0.889,0.824,0.741,0.882
RBF,1,0.0001,-1.0,1.1,-0.2,0.706,0.747,0.68,0.649,0.432,0.713,0.692,0.725,0.678,0.55,0.386,0.701,0.923,0.75,1.0,0.857,0.822,0.875
RBF,1,1e-05,-1.0,1.0,-0.0,0.566,0.347,0.8,0.358,0.22,0.573,0.654,0.325,0.8,0.299,0.233,0.562,0.731,0.125,1.0,0.222,0.3,0.562
RBF,5,0.1,-1.0,1.0,0.1,0.837,0.672,1.0,0.791,0.717,0.836,0.692,0.0,1.0,0.0,0.0,0.5,0.692,0.0,1.0,0.0,0.0,0.5
RBF,5,0.01,-1.9,2.1,0.5,0.932,0.891,0.973,0.928,0.872,0.932,0.777,0.275,1.0,0.402,0.409,0.638,0.731,0.125,1.0,0.222,0.3,0.562
RBF,5,0.001,-2.1,3.3,-0.2,0.892,0.865,0.92,0.89,0.796,0.892,0.838,0.775,0.867,0.747,0.631,0.821,0.808,0.75,0.833,0.706,0.566,0.792
RBF,5,0.0001,-1.3,1.4,-0.3,0.858,0.73,0.987,0.837,0.743,0.858,0.908,0.775,0.967,0.836,0.787,0.871,0.885,0.875,0.889,0.824,0.741,0.882
RBF,5,1e-05,-1.0,1.0,-0.1,0.7,0.733,0.68,0.642,0.416,0.707,0.685,0.675,0.689,0.526,0.359,0.682,0.923,0.75,1.0,0.857,0.822,0.875
RBF,10,0.1,-1.0,1.0,0.1,0.837,0.672,1.0,0.791,0.717,0.836,0.692,0.0,1.0,0.0,0.0,0.5,0.692,0.0,1.0,0.0,0.0,0.5
RBF,10,0.01,-2.0,2.1,0.5,0.932,0.891,0.973,0.928,0.872,0.932,0.785,0.3,1.0,0.423,0.428,0.65,0.731,0.125,1.0,0.222,0.3,0.562
RBF,10,0.001,-2.3,4.7,0.2,0.912,0.851,0.973,0.903,0.837,0.912,0.862,0.725,0.922,0.765,0.676,0.824,0.846,0.75,0.889,0.75,0.639,0.819
RBF,10,0.0001,-1.7,2.3,-0.3,0.865,0.796,0.933,0.854,0.743,0.865,0.892,0.85,0.911,0.829,0.753,0.881,0.885,0.875,0.889,0.824,0.741,0.882
RBF,10,1e-05,-1.0,1.1,-0.2,0.7,0.733,0.68,0.642,0.416,0.707,0.685,0.675,0.689,0.526,0.359,0.682,0.923,0.75,1.0,0.857,0.822,0.875
