Kernel,C,gamma,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
RBF,1,0.1,-0.3,1.0,-0.1,0.729,0.457,1.0,0.61,0.545,0.729,0.692,0.0,1.0,0.0,0.0,0.5,0.692,0.0,1.0,0.0,0.0,0.5
RBF,1,0.01,-1.7,1.2,0.3,0.906,0.864,0.947,0.897,0.819,0.905,0.838,0.6,0.944,0.687,0.601,0.772,0.808,0.5,0.944,0.615,0.52,0.722
RBF,1,0.001,-1.7,1.8,-0.1,0.885,0.81,0.96,0.865,0.79,0.885,0.9,0.775,0.956,0.828,0.766,0.865,0.923,0.875,0.944,0.875,0.819,0.91
RBF,1,0.0001,-0.9,1.0,-0.2,0.74,0.733,0.76,0.705,0.528,0.747,0.723,0.7,0.733,0.604,0.477,0.717,0.808,0.625,0.889,0.667,0.535,0.757
RBF,1,1e-05,-1.0,1.0,-0.0,0.606,0.427,0.8,0.441,0.287,0.613,0.685,0.425,0.8,0.421,0.325,0.612,0.808,0.375,1.0,0.545,0.542,0.688
RBF,5,0.1,-0.3,1.0,-0.1,0.777,0.688,0.867,0.748,0.622,0.777,0.638,0.2,0.833,0.103,0.048,0.517,0.692,0.0,1.0,0.0,0.0,0.5
RBF,5,0.01,-1.7,1.2,0.4,0.926,0.879,0.973,0.916,0.866,0.926,0.777,0.3,0.989,0.437,0.446,0.644,0.769,0.25,1.0,0.4,0.433,0.625
RBF,5,0.001,-1.9,2.5,0.0,0.919,0.905,0.933,0.917,0.845,0.919,0.815,0.675,0.878,0.691,0.562,0.776,0.769,0.625,0.833,0.625,0.458,0.729
RBF,5,0.0001,-1.6,1.7,-0.3,0.905,0.89,0.918,0.9,0.819,0.904,0.838,0.875,0.822,0.77,0.66,0.849,0.846,0.875,0.833,0.778,0.672,0.854
RBF,5,1e-05,-0.9,1.0,-0.1,0.693,0.64,0.76,0.619,0.41,0.7,0.715,0.65,0.744,0.554,0.409,0.697,0.808,0.625,0.889,0.667,0.535,0.757
RBF,10,0.1,-0.3,1.0,-0.1,0.777,0.688,0.867,0.748,0.622,0.777,0.638,0.2,0.833,0.103,0.048,0.517,0.692,0.0,1.0,0.0,0.0,0.5
RBF,10,0.01,-1.7,1.2,0.3,0.933,0.906,0.96,0.929,0.873,0.933,0.8,0.475,0.944,0.583,0.494,0.71,0.769,0.375,0.944,0.5,0.409,0.66
RBF,10,0.001,-1.9,2.5,0.1,0.919,0.906,0.932,0.916,0.845,0.919,0.815,0.625,0.9,0.674,0.556,0.762,0.769,0.625,0.833,0.625,0.458,0.729
RBF,10,0.0001,-1.9,2.2,-0.1,0.899,0.81,0.987,0.881,0.818,0.898,0.862,0.675,0.944,0.747,0.669,0.81,0.885,0.75,0.944,0.8,0.723,0.847
RBF,10,1e-05,-0.9,1.0,-0.2,0.714,0.68,0.76,0.685,0.476,0.72,0.723,0.675,0.744,0.598,0.469,0.71,0.808,0.625,0.889,0.667,0.535,0.757
