Kernel,C,gamma,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
RBF,1,0.1,-1.2,1.2,0.2,0.838,0.784,0.892,0.83,0.684,0.838,0.823,0.725,0.867,0.714,0.589,0.796,0.808,0.625,0.889,0.667,0.535,0.757
RBF,1,0.01,-1.2,1.9,0.2,0.771,0.583,0.96,0.713,0.591,0.771,0.823,0.625,0.911,0.677,0.568,0.768,0.846,0.625,0.944,0.714,0.624,0.785
RBF,1,0.001,-1.0,1.1,-0.6,0.798,0.663,0.933,0.765,0.619,0.798,0.792,0.75,0.811,0.69,0.54,0.781,0.808,0.75,0.833,0.706,0.566,0.792
RBF,1,0.0001,-1.0,1.0,-0.0,0.553,0.32,0.8,0.324,0.194,0.56,0.638,0.275,0.8,0.227,0.18,0.538,0.731,0.125,1.0,0.222,0.3,0.562
RBF,1,1e-05,-1.0,1.0,-0.0,0.553,0.32,0.8,0.324,0.194,0.56,0.638,0.275,0.8,0.227,0.18,0.538,0.731,0.125,1.0,0.222,0.3,0.562
RBF,5,0.1,-1.8,1.5,0.1,0.865,0.851,0.88,0.865,0.739,0.866,0.769,0.65,0.822,0.636,0.472,0.736,0.808,0.625,0.889,0.667,0.535,0.757
RBF,5,0.01,-1.3,2.5,-0.0,0.824,0.716,0.932,0.803,0.666,0.824,0.777,0.65,0.833,0.641,0.483,0.742,0.808,0.75,0.833,0.706,0.566,0.792
RBF,5,0.001,-1.2,3.3,-0.2,0.804,0.663,0.947,0.77,0.636,0.805,0.815,0.725,0.856,0.707,0.574,0.79,0.808,0.75,0.833,0.706,0.566,0.792
RBF,5,0.0001,-0.9,0.8,-0.1,0.654,0.467,0.853,0.512,0.398,0.66,0.692,0.375,0.833,0.381,0.363,0.604,0.769,0.25,1.0,0.4,0.433,0.625
RBF,5,1e-05,-1.0,1.0,-0.0,0.553,0.32,0.8,0.324,0.194,0.56,0.638,0.275,0.8,0.227,0.18,0.538,0.731,0.125,1.0,0.222,0.3,0.562
RBF,10,0.1,-2.1,2.1,0.1,0.879,0.879,0.88,0.88,0.769,0.88,0.769,0.725,0.789,0.654,0.493,0.757,0.731,0.625,0.778,0.588,0.391,0.701
RBF,10,0.01,-1.4,2.6,-0.3,0.845,0.812,0.878,0.839,0.692,0.845,0.8,0.95,0.733,0.748,0.635,0.842,0.885,1.0,0.833,0.842,0.778,0.917
RBF,10,0.001,-1.3,3.7,-0.1,0.798,0.663,0.933,0.764,0.62,0.798,0.808,0.675,0.867,0.68,0.546,0.771,0.808,0.75,0.833,0.706,0.566,0.792
RBF,10,0.0001,-1.0,1.2,-0.6,0.798,0.65,0.947,0.761,0.625,0.798,0.8,0.75,0.822,0.698,0.553,0.786,0.808,0.75,0.833,0.706,0.566,0.792
RBF,10,1e-05,-1.0,1.0,-0.0,0.553,0.32,0.8,0.324,0.194,0.56,0.638,0.275,0.8,0.227,0.18,0.538,0.731,0.125,1.0,0.222,0.3,0.562
