Kernel,C,gamma,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
RBF,1,0.1,-1.4,1.0,0.1,0.906,0.959,0.852,0.911,0.819,0.906,0.8,0.875,0.767,0.73,0.599,0.821,0.808,0.875,0.778,0.737,0.61,0.826
RBF,1,0.01,-1.6,1.4,-0.2,0.906,0.906,0.907,0.908,0.814,0.906,0.854,0.875,0.844,0.789,0.689,0.86,0.846,0.875,0.833,0.778,0.672,0.854
RBF,1,0.001,-1.5,1.7,-0.3,0.899,0.85,0.947,0.892,0.806,0.898,0.869,0.875,0.867,0.805,0.713,0.871,0.846,0.875,0.833,0.778,0.672,0.854
RBF,1,0.0001,-1.0,1.0,-0.1,0.733,0.707,0.773,0.665,0.49,0.74,0.708,0.625,0.744,0.538,0.393,0.685,0.846,0.5,1.0,0.667,0.64,0.75
RBF,1,1e-05,-1.0,1.0,-0.0,0.593,0.4,0.8,0.416,0.263,0.6,0.685,0.425,0.8,0.417,0.323,0.612,0.769,0.25,1.0,0.4,0.433,0.625
RBF,5,0.1,-1.5,1.0,0.1,0.906,0.959,0.852,0.911,0.819,0.906,0.815,0.875,0.789,0.746,0.623,0.832,0.846,0.875,0.833,0.778,0.672,0.854
RBF,5,0.01,-1.8,2.1,0.6,0.898,0.81,0.987,0.888,0.811,0.899,0.769,0.25,1.0,0.372,0.385,0.625,0.769,0.25,1.0,0.4,0.433,0.625
RBF,5,0.001,-2.0,3.2,-0.1,0.912,0.85,0.973,0.905,0.833,0.912,0.854,0.825,0.867,0.777,0.674,0.846,0.846,0.875,0.833,0.778,0.672,0.854
RBF,5,0.0001,-1.3,1.2,-0.4,0.905,0.85,0.96,0.899,0.82,0.905,0.854,0.85,0.856,0.783,0.68,0.853,0.846,0.875,0.833,0.778,0.672,0.854
RBF,5,1e-05,-1.0,1.0,-0.0,0.593,0.4,0.8,0.416,0.263,0.6,0.685,0.425,0.8,0.417,0.323,0.612,0.769,0.25,1.0,0.4,0.433,0.625
RBF,10,0.1,-1.5,1.0,0.1,0.906,0.959,0.852,0.911,0.819,0.906,0.815,0.875,0.789,0.746,0.623,0.832,0.846,0.875,0.833,0.778,0.672,0.854
RBF,10,0.01,-2.0,2.0,0.4,0.906,0.878,0.933,0.903,0.818,0.906,0.838,0.475,1.0,0.632,0.617,0.738,0.808,0.375,1.0,0.545,0.542,0.688
RBF,10,0.001,-2.1,4.1,0.2,0.912,0.823,1.0,0.901,0.838,0.911,0.877,0.675,0.967,0.771,0.705,0.821,0.923,0.75,1.0,0.857,0.822,0.875
RBF,10,0.0001,-1.6,1.8,-0.3,0.899,0.836,0.96,0.89,0.808,0.898,0.862,0.85,0.867,0.791,0.692,0.858,0.846,0.875,0.833,0.778,0.672,0.854
RBF,10,1e-05,-1.0,1.0,-0.1,0.72,0.68,0.773,0.649,0.465,0.727,0.7,0.6,0.744,0.518,0.375,0.672,0.846,0.5,1.0,0.667,0.64,0.75
