Kernel,C,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
linear,1,-19.2,21.9,0.7,0.629,0.317,0.942,0.459,0.33,0.629,0.737,0.158,0.92,0.219,0.111,0.539,0.759,0.158,0.95,0.24,0.174,0.554
linear,5,-44.6,53.5,0.9,0.638,0.325,0.95,0.472,0.352,0.638,0.757,0.147,0.95,0.224,0.16,0.549,0.759,0.105,0.967,0.174,0.14,0.536
linear,10,-56.8,55.9,-0.4,0.667,0.8,0.533,0.705,0.347,0.667,0.527,0.726,0.463,0.424,0.165,0.595,0.532,0.737,0.467,0.431,0.176,0.602
linear,15,-59.9,58.1,-0.4,0.673,0.804,0.542,0.71,0.359,0.673,0.524,0.716,0.463,0.42,0.155,0.59,0.519,0.737,0.45,0.424,0.163,0.593
