Kernel,C,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
linear,1,-24.2,25.0,-0.5,0.838,0.933,0.742,0.852,0.69,0.838,0.641,0.642,0.64,0.462,0.244,0.641,0.62,0.579,0.633,0.423,0.184,0.606
linear,5,-67.8,33.1,-0.5,0.848,0.933,0.763,0.86,0.707,0.848,0.633,0.568,0.653,0.427,0.194,0.611,0.608,0.526,0.633,0.392,0.139,0.58
linear,10,-90.6,39.9,-0.6,0.848,0.946,0.75,0.862,0.711,0.848,0.628,0.558,0.65,0.419,0.182,0.604,0.608,0.579,0.617,0.415,0.169,0.598
linear,15,-123.5,47.8,-0.7,0.84,0.946,0.733,0.856,0.697,0.84,0.613,0.547,0.633,0.405,0.157,0.59,0.595,0.526,0.617,0.385,0.124,0.571
