activation,layers,learning_rate,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
relu,"(25,)",0.1,0.76,0.633,0.81,0.592,0.437,0.722,0.777,0.725,0.8,0.674,0.519,0.762,0.731,0.625,0.778,0.588,0.391,0.701
relu,"(25,)",0.01,0.76,0.567,0.839,0.572,0.419,0.703,0.769,0.65,0.822,0.642,0.477,0.736,0.769,0.625,0.833,0.625,0.458,0.729
relu,"(25,)",0.001,0.78,0.6,0.853,0.617,0.476,0.727,0.808,0.65,0.878,0.674,0.542,0.764,0.808,0.625,0.889,0.667,0.535,0.757
relu,"(25,)",0.0001,0.808,0.633,0.88,0.656,0.542,0.757,0.808,0.6,0.9,0.659,0.537,0.75,0.808,0.625,0.889,0.667,0.535,0.757
relu,"(50,)",0.1,0.76,0.667,0.797,0.614,0.454,0.732,0.792,0.875,0.756,0.722,0.588,0.815,0.731,0.75,0.722,0.632,0.441,0.736
relu,"(50,)",0.01,0.779,0.6,0.851,0.602,0.459,0.726,0.785,0.65,0.844,0.654,0.503,0.747,0.769,0.625,0.833,0.625,0.458,0.729
relu,"(50,)",0.001,0.799,0.6,0.88,0.633,0.514,0.74,0.831,0.65,0.911,0.7,0.598,0.781,0.808,0.625,0.889,0.667,0.535,0.757
relu,"(50,)",0.0001,0.779,0.567,0.866,0.588,0.452,0.716,0.846,0.7,0.911,0.732,0.63,0.806,0.885,0.75,0.944,0.8,0.723,0.847
relu,"(75,)",0.1,0.76,0.633,0.81,0.576,0.421,0.722,0.746,0.725,0.756,0.639,0.468,0.74,0.692,0.625,0.722,0.556,0.329,0.674
relu,"(75,)",0.01,0.75,0.533,0.838,0.528,0.375,0.686,0.792,0.625,0.867,0.65,0.512,0.746,0.769,0.625,0.833,0.625,0.458,0.729
relu,"(75,)",0.001,0.76,0.567,0.838,0.554,0.406,0.702,0.785,0.6,0.867,0.631,0.49,0.733,0.731,0.625,0.778,0.588,0.391,0.701
relu,"(75,)",0.0001,0.799,0.567,0.892,0.595,0.477,0.73,0.731,0.6,0.789,0.578,0.383,0.694,0.692,0.625,0.722,0.556,0.329,0.674
relu,"(100,)",0.1,0.75,0.7,0.771,0.618,0.46,0.736,0.815,0.9,0.778,0.749,0.634,0.839,0.846,1.0,0.778,0.8,0.72,0.889
relu,"(100,)",0.01,0.798,0.6,0.878,0.606,0.486,0.739,0.8,0.625,0.878,0.656,0.523,0.751,0.808,0.625,0.889,0.667,0.535,0.757
relu,"(100,)",0.001,0.809,0.567,0.907,0.612,0.507,0.737,0.823,0.625,0.911,0.682,0.57,0.768,0.769,0.625,0.833,0.625,0.458,0.729
relu,"(100,)",0.0001,0.818,0.567,0.92,0.626,0.533,0.743,0.831,0.65,0.911,0.7,0.589,0.781,0.769,0.625,0.833,0.625,0.458,0.729
relu,"(125,)",0.1,0.71,0.633,0.741,0.563,0.367,0.687,0.769,0.775,0.767,0.679,0.515,0.771,0.769,0.75,0.778,0.667,0.501,0.764
relu,"(125,)",0.01,0.769,0.567,0.851,0.577,0.43,0.709,0.792,0.625,0.867,0.653,0.511,0.746,0.769,0.625,0.833,0.625,0.458,0.729
