activation,layers,learning_rate,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
relu,"(25,)",0.1,0.818,0.6,0.907,0.629,0.529,0.753,0.815,0.6,0.911,0.667,0.549,0.756,0.808,0.625,0.889,0.667,0.535,0.757
relu,"(25,)",0.01,0.808,0.567,0.906,0.609,0.496,0.736,0.862,0.6,0.978,0.728,0.674,0.789,0.885,0.625,1.0,0.769,0.732,0.812
relu,"(25,)",0.001,0.847,0.6,0.947,0.688,0.609,0.773,0.815,0.55,0.933,0.645,0.546,0.742,0.885,0.625,1.0,0.769,0.732,0.812
relu,"(25,)",0.0001,0.817,0.6,0.904,0.625,0.546,0.752,0.785,0.575,0.878,0.62,0.476,0.726,0.808,0.625,0.889,0.667,0.535,0.757
relu,"(50,)",0.1,0.808,0.667,0.867,0.659,0.544,0.767,0.769,0.575,0.856,0.607,0.449,0.715,0.731,0.5,0.833,0.533,0.347,0.667
relu,"(50,)",0.01,0.818,0.6,0.907,0.627,0.536,0.753,0.8,0.475,0.944,0.582,0.498,0.71,0.769,0.375,0.944,0.5,0.409,0.66
relu,"(50,)",0.001,0.789,0.6,0.867,0.598,0.478,0.733,0.785,0.425,0.944,0.539,0.456,0.685,0.731,0.375,0.889,0.462,0.309,0.632
relu,"(50,)",0.0001,0.818,0.567,0.92,0.586,0.496,0.743,0.785,0.5,0.911,0.582,0.462,0.706,0.692,0.375,0.833,0.429,0.228,0.604
relu,"(75,)",0.1,0.78,0.7,0.813,0.648,0.509,0.757,0.769,0.6,0.844,0.617,0.458,0.722,0.769,0.5,0.889,0.571,0.426,0.694
relu,"(75,)",0.01,0.865,0.667,0.947,0.738,0.677,0.807,0.823,0.55,0.944,0.656,0.567,0.747,0.885,0.625,1.0,0.769,0.732,0.812
relu,"(75,)",0.001,0.837,0.633,0.92,0.693,0.6,0.777,0.823,0.525,0.956,0.647,0.57,0.74,0.846,0.5,1.0,0.667,0.64,0.75
relu,"(75,)",0.0001,0.818,0.6,0.907,0.649,0.544,0.753,0.808,0.5,0.944,0.617,0.525,0.722,0.846,0.5,1.0,0.667,0.64,0.75
relu,"(100,)",0.1,0.77,0.533,0.866,0.55,0.408,0.7,0.8,0.6,0.889,0.651,0.527,0.744,0.731,0.5,0.833,0.533,0.347,0.667
relu,"(100,)",0.01,0.789,0.567,0.88,0.596,0.472,0.723,0.815,0.5,0.956,0.624,0.548,0.728,0.808,0.375,1.0,0.545,0.542,0.688
relu,"(100,)",0.001,0.789,0.533,0.893,0.593,0.476,0.713,0.8,0.4,0.978,0.545,0.501,0.689,0.808,0.375,1.0,0.545,0.542,0.688
relu,"(100,)",0.0001,0.79,0.567,0.88,0.574,0.448,0.723,0.808,0.525,0.933,0.619,0.52,0.729,0.769,0.375,0.944,0.5,0.409,0.66
