Kernel,C,degree,gamma,coef0,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
poly,1,2,0.1,0,-32.6,5.8,1.5,0.776,0.067,0.992,0.109,0.111,0.529,0.78,0.158,0.977,0.257,0.257,0.567,0.785,0.158,0.983,0.261,0.275,0.571
poly,1,2,0.1,1,-19.3,5.1,0.0,0.697,0.286,0.821,0.288,0.104,0.553,0.656,0.295,0.77,0.292,0.069,0.532,0.646,0.211,0.783,0.222,-0.006,0.497
poly,1,2,0.1,2,-19.8,3.7,2.2,0.77,0.041,0.992,0.074,0.084,0.516,0.782,0.095,1.0,0.172,0.269,0.547,0.785,0.105,1.0,0.19,0.286,0.553
poly,1,2,0.1,3,-20.6,4.0,2.2,0.77,0.055,0.988,0.097,0.098,0.521,0.777,0.095,0.993,0.169,0.234,0.544,0.785,0.105,1.0,0.19,0.286,0.553
poly,1,2,0.1,4,-21.1,4.4,2.5,0.773,0.055,0.992,0.097,0.112,0.523,0.777,0.095,0.993,0.169,0.24,0.544,0.785,0.105,1.0,0.19,0.286,0.553
poly,1,2,0.01,0,-1.6,3.4,-0.2,0.792,0.11,1.0,0.197,0.291,0.555,0.805,0.189,1.0,0.318,0.387,0.595,0.81,0.211,1.0,0.348,0.41,0.605
poly,1,2,0.01,1,-4.2,2.5,0.9,0.792,0.135,0.992,0.221,0.286,0.563,0.78,0.137,0.983,0.216,0.222,0.56,0.772,0.105,0.983,0.182,0.198,0.544
poly,1,2,0.01,2,-5.8,3.6,-0.0,0.741,0.341,0.862,0.379,0.233,0.602,0.668,0.326,0.777,0.32,0.103,0.551,0.658,0.368,0.75,0.341,0.113,0.559
poly,1,2,0.01,3,-6.4,4.4,0.6,0.773,0.217,0.942,0.297,0.241,0.579,0.737,0.211,0.903,0.278,0.148,0.557,0.747,0.316,0.883,0.375,0.23,0.6
poly,1,2,0.01,4,-6.8,4.9,0.5,0.764,0.271,0.912,0.337,0.235,0.592,0.706,0.232,0.857,0.275,0.103,0.544,0.722,0.316,0.85,0.353,0.181,0.583
poly,1,2,0.001,0,-1.0,0.3,-0.5,0.792,0.111,1.0,0.196,0.287,0.556,0.795,0.158,0.997,0.268,0.337,0.577,0.797,0.158,1.0,0.273,0.353,0.579
poly,1,2,0.001,1,-1.2,2.0,0.2,0.793,0.219,0.967,0.332,0.317,0.593,0.795,0.316,0.947,0.424,0.352,0.631,0.772,0.316,0.917,0.4,0.287,0.616
poly,1,2,0.001,2,-1.3,1.9,0.5,0.799,0.164,0.992,0.275,0.327,0.578,0.797,0.242,0.973,0.362,0.343,0.608,0.797,0.263,0.967,0.385,0.346,0.615
poly,1,2,0.001,3,-1.5,2.2,0.5,0.799,0.176,0.988,0.283,0.323,0.582,0.787,0.2,0.973,0.306,0.286,0.587,0.797,0.263,0.967,0.385,0.346,0.615
poly,1,2,0.001,4,-2.0,2.5,0.7,0.796,0.15,0.992,0.25,0.31,0.571,0.782,0.179,0.973,0.273,0.25,0.576,0.785,0.211,0.967,0.32,0.286,0.589
poly,1,3,0.1,0,-52.5,185.5,11.6,0.792,0.11,1.0,0.193,0.286,0.555,0.767,0.084,0.983,0.138,0.117,0.534,0.759,0.053,0.983,0.095,0.098,0.518
