Kernel,C,degree,gamma,coef0,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
poly,1,2,0.1,0,-37.4,19.4,0.7,0.764,0.15,0.95,0.217,0.16,0.55,0.808,0.295,0.97,0.414,0.381,0.632,0.797,0.263,0.967,0.385,0.346,0.615
poly,1,2,0.1,1,-20.4,12.4,0.8,0.754,0.109,0.95,0.165,0.119,0.529,0.8,0.305,0.957,0.419,0.361,0.631,0.797,0.316,0.95,0.429,0.358,0.633
poly,1,2,0.1,2,-13.2,9.0,1.1,0.767,0.136,0.958,0.201,0.16,0.547,0.795,0.232,0.973,0.351,0.335,0.602,0.785,0.263,0.95,0.37,0.302,0.607
poly,1,2,0.1,3,-7.7,10.0,1.0,0.754,0.136,0.942,0.191,0.137,0.539,0.8,0.274,0.967,0.393,0.352,0.62,0.797,0.316,0.95,0.429,0.358,0.633
poly,1,2,0.1,4,-8.7,12.2,2.2,0.776,0.083,0.988,0.137,0.151,0.535,0.795,0.179,0.99,0.293,0.331,0.584,0.81,0.211,1.0,0.348,0.41,0.605
poly,1,2,0.01,0,-5.2,1.5,-0.2,0.78,0.095,0.988,0.164,0.202,0.541,0.797,0.179,0.993,0.291,0.347,0.586,0.797,0.158,1.0,0.273,0.353,0.579
poly,1,2,0.01,1,-3.2,3.4,0.4,0.792,0.204,0.971,0.312,0.3,0.587,0.772,0.2,0.953,0.29,0.228,0.577,0.785,0.211,0.967,0.32,0.286,0.589
poly,1,2,0.01,2,-4.1,6.0,0.4,0.783,0.257,0.942,0.345,0.286,0.599,0.742,0.253,0.897,0.307,0.175,0.575,0.734,0.211,0.9,0.276,0.142,0.555
poly,1,2,0.01,3,-4.6,7.3,0.8,0.786,0.217,0.958,0.315,0.281,0.588,0.759,0.189,0.94,0.263,0.18,0.565,0.772,0.158,0.967,0.25,0.219,0.562
poly,1,2,0.01,4,-5.4,8.2,0.8,0.78,0.217,0.95,0.31,0.265,0.584,0.752,0.2,0.927,0.273,0.172,0.563,0.759,0.158,0.95,0.24,0.174,0.554
poly,1,2,0.001,0,-1.0,1.0,-0.6,0.796,0.166,0.988,0.274,0.304,0.577,0.797,0.158,1.0,0.273,0.353,0.579,0.797,0.158,1.0,0.273,0.353,0.579
poly,1,2,0.001,1,-1.3,2.4,0.2,0.808,0.205,0.992,0.33,0.371,0.598,0.762,0.2,0.94,0.287,0.206,0.57,0.772,0.263,0.933,0.357,0.264,0.598
poly,1,2,0.001,2,-2.0,3.4,0.3,0.805,0.205,0.987,0.322,0.352,0.596,0.765,0.189,0.947,0.277,0.207,0.568,0.759,0.211,0.933,0.296,0.204,0.572
poly,1,2,0.001,3,-2.6,3.8,0.1,0.786,0.231,0.954,0.329,0.301,0.593,0.749,0.263,0.903,0.334,0.209,0.583,0.734,0.211,0.9,0.276,0.142,0.555
poly,1,2,0.001,4,-3.2,4.1,0.1,0.783,0.259,0.942,0.35,0.297,0.6,0.742,0.263,0.893,0.319,0.185,0.578,0.734,0.316,0.867,0.364,0.204,0.591
poly,1,3,0.1,0,-45.7,153.1,12.0,0.796,0.123,1.0,0.215,0.305,0.561,0.808,0.221,0.993,0.355,0.394,0.607,0.81,0.263,0.983,0.4,0.398,0.623
poly,1,3,0.1,1,-27.3,37.9,0.8,0.783,0.149,0.975,0.233,0.239,0.562,0.79,0.2,0.977,0.309,0.299,0.588,0.772,0.158,0.967,0.25,0.219,0.562
poly,1,3,0.1,2,-32.4,12.3,0.8,0.776,0.108,0.979,0.176,0.18,0.543,0.777,0.137,0.98,0.217,0.218,0.558,0.759,0.105,0.967,0.174,0.14,0.536
poly,1,3,0.1,3,-34.2,3.0,0.8,0.77,0.081,0.979,0.14,0.147,0.53,0.772,0.074,0.993,0.126,0.145,0.534,0.759,0.105,0.967,0.174,0.14,0.536
poly,1,3,0.1,4,-33.4,2.9,0.9,0.764,0.068,0.975,0.115,0.118,0.521,0.77,0.084,0.987,0.146,0.167,0.535,0.759,0.053,0.983,0.095,0.098,0.518
poly,1,3,0.01,0,-3.3,6.9,-0.3,0.808,0.191,0.996,0.313,0.36,0.594,0.772,0.179,0.96,0.269,0.225,0.569,0.759,0.158,0.95,0.24,0.174,0.554
poly,1,3,0.01,1,-4.4,3.1,0.2,0.779,0.244,0.942,0.333,0.259,0.593,0.727,0.2,0.893,0.256,0.116,0.547,0.722,0.158,0.9,0.214,0.078,0.529
poly,1,3,0.01,2,-4.6,3.8,0.7,0.776,0.202,0.95,0.283,0.234,0.576,0.734,0.179,0.91,0.238,0.115,0.544,0.759,0.211,0.933,0.296,0.204,0.572
poly,1,3,0.01,3,-6.1,6.6,0.9,0.76,0.175,0.938,0.244,0.177,0.556,0.724,0.137,0.91,0.181,0.049,0.523,0.759,0.158,0.95,0.24,0.174,0.554
poly,1,3,0.01,4,-9.0,11.8,3.3,0.783,0.082,0.996,0.149,0.227,0.539,0.767,0.053,0.993,0.094,0.118,0.523,0.772,0.053,1.0,0.1,0.201,0.526
poly,1,3,0.001,0,-1.0,0.4,-0.8,0.792,0.125,0.996,0.215,0.287,0.56,0.795,0.147,1.0,0.256,0.34,0.574,0.797,0.158,1.0,0.273,0.353,0.579
poly,1,3,0.001,1,-1.7,2.9,0.1,0.805,0.205,0.987,0.326,0.354,0.596,0.759,0.168,0.947,0.251,0.182,0.558,0.772,0.263,0.933,0.357,0.264,0.598
poly,1,3,0.001,2,-3.7,4.7,0.1,0.795,0.258,0.958,0.365,0.336,0.608,0.749,0.274,0.9,0.336,0.213,0.587,0.734,0.316,0.867,0.364,0.204,0.591
poly,1,3,0.001,3,-5.0,6.2,0.4,0.795,0.271,0.954,0.38,0.332,0.613,0.742,0.242,0.9,0.301,0.174,0.571,0.722,0.263,0.867,0.312,0.15,0.565
poly,1,3,0.001,4,-5.7,7.8,0.7,0.792,0.257,0.954,0.357,0.314,0.606,0.742,0.189,0.917,0.255,0.144,0.553,0.696,0.105,0.883,0.143,-0.015,0.494
poly,5,2,0.1,0,-34.3,22.2,1.2,0.77,0.123,0.967,0.198,0.195,0.545,0.818,0.274,0.99,0.413,0.429,0.632,0.81,0.263,0.983,0.4,0.398,0.623
poly,5,2,0.1,1,-17.9,12.9,0.9,0.767,0.164,0.95,0.24,0.192,0.557,0.815,0.337,0.967,0.466,0.422,0.652,0.823,0.421,0.95,0.533,0.458,0.686
