Kernel,C,degree,gamma,coef0,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
poly,1,2,0.1,0,-22.3,18.6,0.6,0.789,0.136,0.988,0.226,0.27,0.562,0.775,0.147,0.973,0.236,0.219,0.56,0.785,0.211,0.967,0.32,0.286,0.589
poly,1,2,0.1,1,-14.9,14.9,3.4,0.783,0.068,1.0,0.118,0.173,0.534,0.782,0.095,1.0,0.172,0.269,0.547,0.785,0.105,1.0,0.19,0.286,0.553
poly,1,2,0.1,2,-12.4,15.8,3.6,0.783,0.068,1.0,0.118,0.173,0.534,0.785,0.105,1.0,0.189,0.283,0.553,0.785,0.105,1.0,0.19,0.286,0.553
poly,1,2,0.1,3,-11.2,14.9,0.3,0.729,0.3,0.858,0.34,0.176,0.579,0.699,0.274,0.833,0.302,0.117,0.554,0.646,0.158,0.8,0.176,-0.046,0.479
poly,1,2,0.1,4,-10.6,14.4,1.8,0.78,0.096,0.988,0.159,0.19,0.542,0.78,0.126,0.987,0.215,0.247,0.556,0.772,0.105,0.983,0.182,0.198,0.544
poly,1,2,0.01,0,-1.0,5.9,-0.2,0.796,0.137,0.996,0.232,0.303,0.566,0.81,0.211,1.0,0.345,0.408,0.605,0.823,0.263,1.0,0.417,0.462,0.632
poly,1,2,0.01,1,-2.4,4.4,0.3,0.792,0.204,0.971,0.308,0.297,0.587,0.762,0.253,0.923,0.336,0.235,0.588,0.759,0.263,0.917,0.345,0.231,0.59
poly,1,2,0.01,2,-2.9,5.1,2.5,0.789,0.095,1.0,0.17,0.266,0.548,0.762,0.074,0.98,0.129,0.127,0.527,0.747,0.053,0.967,0.091,0.043,0.51
poly,1,2,0.01,3,-3.1,5.9,1.1,0.792,0.149,0.988,0.239,0.275,0.568,0.767,0.189,0.95,0.279,0.213,0.57,0.772,0.263,0.933,0.357,0.264,0.598
poly,1,2,0.01,4,-3.1,6.6,1.1,0.795,0.162,0.988,0.261,0.294,0.575,0.765,0.179,0.95,0.265,0.199,0.564,0.759,0.211,0.933,0.296,0.204,0.572
poly,1,2,0.001,0,0.3,0.8,0.4,0.786,0.274,0.942,0.36,0.31,0.608,0.777,0.326,0.92,0.404,0.318,0.623,0.759,0.0,1.0,0.0,0.0,0.5
poly,1,2,0.001,1,-1.2,1.9,0.2,0.796,0.124,1.0,0.216,0.306,0.562,0.78,0.232,0.953,0.335,0.281,0.592,0.759,0.263,0.917,0.345,0.231,0.59
poly,1,2,0.001,2,-1.4,3.0,0.7,0.792,0.125,0.996,0.215,0.287,0.56,0.777,0.232,0.95,0.331,0.266,0.591,0.785,0.263,0.95,0.37,0.302,0.607
poly,1,2,0.001,3,-1.4,3.4,0.6,0.792,0.165,0.983,0.261,0.299,0.574,0.775,0.263,0.937,0.36,0.273,0.6,0.785,0.263,0.95,0.37,0.302,0.607
poly,1,2,0.001,4,-1.4,3.5,0.7,0.799,0.165,0.992,0.269,0.327,0.578,0.775,0.253,0.94,0.35,0.268,0.596,0.785,0.263,0.95,0.37,0.302,0.607
poly,1,3,0.1,0,-5.6,89.4,3.5,0.802,0.15,1.0,0.258,0.341,0.575,0.785,0.168,0.98,0.27,0.273,0.574,0.785,0.158,0.983,0.261,0.275,0.571
poly,1,3,0.1,1,-23.9,79.2,3.2,0.789,0.095,1.0,0.17,0.266,0.548,0.795,0.147,1.0,0.256,0.34,0.574,0.797,0.158,1.0,0.273,0.353,0.579
poly,1,3,0.1,2,-37.0,56.4,0.3,0.735,0.344,0.854,0.388,0.226,0.599,0.691,0.347,0.8,0.35,0.15,0.574,0.684,0.316,0.8,0.324,0.118,0.558
poly,1,3,0.1,3,-41.3,44.1,0.4,0.741,0.329,0.867,0.381,0.233,0.598,0.694,0.326,0.81,0.34,0.144,0.568,0.696,0.316,0.817,0.333,0.138,0.566
poly,1,3,0.1,4,-39.6,37.7,0.7,0.745,0.301,0.879,0.364,0.244,0.59,0.709,0.232,0.86,0.275,0.105,0.546,0.759,0.316,0.9,0.387,0.257,0.608
poly,1,3,0.01,0,-1.0,9.1,-0.5,0.799,0.137,1.0,0.236,0.321,0.569,0.808,0.2,1.0,0.33,0.397,0.6,0.823,0.263,1.0,0.417,0.462,0.632
poly,1,3,0.01,1,-2.3,6.0,0.4,0.786,0.162,0.975,0.25,0.257,0.568,0.772,0.232,0.943,0.327,0.253,0.587,0.759,0.211,0.933,0.296,0.204,0.572
poly,1,3,0.01,2,-2.9,9.6,1.1,0.792,0.149,0.988,0.244,0.281,0.568,0.775,0.179,0.963,0.276,0.239,0.571,0.772,0.158,0.967,0.25,0.219,0.562
poly,1,3,0.01,3,-3.4,11.1,1.2,0.786,0.135,0.983,0.224,0.247,0.559,0.775,0.168,0.967,0.262,0.233,0.568,0.772,0.158,0.967,0.25,0.219,0.562
poly,1,3,0.01,4,-3.9,12.1,0.4,0.757,0.31,0.892,0.361,0.255,0.601,0.729,0.242,0.883,0.301,0.153,0.563,0.759,0.263,0.917,0.345,0.231,0.59
poly,1,3,0.001,0,0.8,0.9,0.9,0.776,0.041,1.0,0.077,0.138,0.52,0.772,0.053,1.0,0.1,0.201,0.526,0.759,0.0,1.0,0.0,0.0,0.5
poly,1,3,0.001,1,-1.3,2.8,0.6,0.792,0.11,1.0,0.194,0.287,0.555,0.78,0.211,0.96,0.313,0.271,0.585,0.785,0.263,0.95,0.37,0.302,0.607
poly,1,3,0.001,2,-1.5,3.8,0.3,0.789,0.246,0.954,0.347,0.295,0.6,0.762,0.274,0.917,0.356,0.246,0.595,0.747,0.263,0.9,0.333,0.201,0.582
poly,1,3,0.001,3,-2.2,4.7,0.5,0.786,0.217,0.958,0.309,0.278,0.588,0.762,0.274,0.917,0.354,0.244,0.595,0.759,0.263,0.917,0.345,0.231,0.59
poly,1,3,0.001,4,-2.7,5.5,2.8,0.789,0.095,1.0,0.17,0.266,0.548,0.767,0.095,0.98,0.161,0.172,0.537,0.747,0.053,0.967,0.091,0.043,0.51
poly,5,2,0.1,0,-63.0,16.7,3.8,0.776,0.068,0.992,0.119,0.16,0.53,0.77,0.095,0.983,0.163,0.173,0.539,0.759,0.053,0.983,0.095,0.098,0.518
poly,5,2,0.1,1,-30.0,26.4,3.2,0.789,0.096,1.0,0.162,0.209,0.548,0.775,0.105,0.987,0.181,0.214,0.546,0.772,0.105,0.983,0.182,0.198,0.544
poly,5,2,0.1,2,-28.0,26.3,-0.1,0.671,0.492,0.725,0.41,0.198,0.609,0.625,0.453,0.68,0.372,0.122,0.566,0.62,0.474,0.667,0.375,0.124,0.57
poly,5,2,0.1,3,-27.3,25.8,0.0,0.69,0.437,0.767,0.397,0.195,0.602,0.648,0.411,0.723,0.363,0.127,0.567,0.62,0.421,0.683,0.348,0.094,0.552
poly,5,2,0.1,4,-27.8,25.4,0.0,0.694,0.451,0.767,0.407,0.206,0.609,0.638,0.411,0.71,0.356,0.114,0.56,0.62,0.421,0.683,0.348,0.094,0.552
poly,5,2,0.01,0,-1.2,6.9,0.5,0.789,0.096,1.0,0.174,0.271,0.548,0.805,0.189,1.0,0.318,0.387,0.595,0.81,0.211,1.0,0.348,0.41,0.605
poly,5,2,0.01,1,-2.8,9.6,1.1,0.792,0.149,0.988,0.244,0.281,0.568,0.775,0.189,0.96,0.288,0.241,0.575,0.785,0.211,0.967,0.32,0.286,0.589
poly,5,2,0.01,2,-3.2,10.6,1.3,0.792,0.149,0.988,0.244,0.281,0.568,0.772,0.189,0.957,0.286,0.232,0.573,0.772,0.158,0.967,0.25,0.219,0.562
poly,5,2,0.01,3,-3.7,12.1,1.6,0.792,0.149,0.988,0.244,0.281,0.568,0.775,0.168,0.967,0.264,0.232,0.568,0.772,0.158,0.967,0.25,0.219,0.562
poly,5,2,0.01,4,-4.2,12.7,1.8,0.792,0.149,0.988,0.244,0.281,0.568,0.775,0.158,0.97,0.251,0.228,0.564,0.772,0.158,0.967,0.25,0.219,0.562
poly,5,2,0.001,0,-1.0,0.8,-0.7,0.796,0.138,0.996,0.237,0.306,0.567,0.805,0.211,0.993,0.341,0.38,0.602,0.81,0.263,0.983,0.4,0.398,0.623
poly,5,2,0.001,1,-1.5,3.7,0.9,0.792,0.137,0.992,0.226,0.291,0.564,0.78,0.232,0.953,0.334,0.274,0.592,0.785,0.263,0.95,0.37,0.302,0.607
poly,5,2,0.001,2,-1.9,4.2,0.5,0.786,0.19,0.967,0.29,0.274,0.579,0.765,0.263,0.923,0.349,0.247,0.593,0.747,0.263,0.9,0.333,0.201,0.582
poly,5,2,0.001,3,-2.2,4.8,0.5,0.786,0.23,0.954,0.322,0.281,0.592,0.757,0.274,0.91,0.35,0.23,0.592,0.759,0.263,0.917,0.345,0.231,0.59
poly,5,2,0.001,4,-2.5,5.2,0.8,0.786,0.204,0.962,0.3,0.272,0.583,0.754,0.242,0.917,0.321,0.209,0.579,0.759,0.211,0.933,0.296,0.204,0.572
poly,5,3,0.1,0,-20.2,215.7,3.8,0.799,0.219,0.975,0.315,0.316,0.597,0.767,0.189,0.95,0.281,0.216,0.57,0.759,0.158,0.95,0.24,0.174,0.554
poly,5,3,0.1,1,-49.0,162.2,0.5,0.742,0.275,0.883,0.349,0.218,0.579,0.711,0.316,0.837,0.342,0.167,0.576,0.747,0.316,0.883,0.375,0.23,0.6
