Kernel,C,degree,gamma,coef0,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
poly,1,2,0.1,0,-26.3,18.8,1.8,0.773,0.053,0.992,0.092,0.096,0.522,0.813,0.242,0.993,0.381,0.415,0.618,0.823,0.263,1.0,0.417,0.462,0.632
poly,1,2,0.1,1,-14.3,11.2,1.2,0.77,0.081,0.979,0.128,0.106,0.53,0.815,0.305,0.977,0.432,0.421,0.641,0.823,0.368,0.967,0.5,0.451,0.668
poly,1,2,0.1,2,-10.9,7.6,4.5,0.773,0.027,1.0,0.047,0.065,0.513,0.785,0.105,1.0,0.189,0.283,0.553,0.797,0.158,1.0,0.273,0.353,0.579
poly,1,2,0.1,3,-11.1,8.6,0.8,0.725,0.15,0.9,0.198,0.076,0.525,0.782,0.284,0.94,0.369,0.294,0.612,0.797,0.368,0.933,0.467,0.373,0.651
poly,1,2,0.1,4,-11.1,8.7,3.9,0.77,0.013,1.0,0.025,0.045,0.507,0.792,0.137,1.0,0.237,0.321,0.568,0.81,0.211,1.0,0.348,0.41,0.605
poly,1,2,0.01,0,-2.2,1.6,-0.4,0.792,0.137,0.992,0.234,0.285,0.564,0.797,0.211,0.983,0.33,0.347,0.597,0.797,0.263,0.967,0.385,0.346,0.615
poly,1,2,0.01,1,-2.7,3.1,0.2,0.802,0.23,0.975,0.335,0.328,0.602,0.777,0.232,0.95,0.327,0.262,0.591,0.797,0.316,0.95,0.429,0.358,0.633
poly,1,2,0.01,2,-3.3,4.5,0.6,0.799,0.203,0.979,0.304,0.312,0.591,0.77,0.179,0.957,0.254,0.193,0.568,0.772,0.211,0.95,0.308,0.241,0.58
poly,1,2,0.01,3,-3.7,5.4,0.7,0.799,0.203,0.979,0.305,0.316,0.591,0.765,0.168,0.953,0.239,0.172,0.561,0.785,0.263,0.95,0.37,0.302,0.607
poly,1,2,0.01,4,-4.3,6.0,1.1,0.795,0.19,0.979,0.292,0.304,0.584,0.765,0.116,0.97,0.184,0.154,0.543,0.759,0.053,0.983,0.095,0.098,0.518
poly,1,2,0.001,0,-1.0,0.7,-0.7,0.799,0.152,0.996,0.258,0.322,0.574,0.813,0.221,1.0,0.362,0.421,0.611,0.81,0.211,1.0,0.348,0.41,0.605
