Kernel,C,gamma,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
RBF,1,0.1,-0.3,1.0,-0.1,0.817,0.632,1.0,0.768,0.681,0.816,0.692,0.0,1.0,0.0,0.0,0.5,0.692,0.0,1.0,0.0,0.0,0.5
RBF,1,0.01,-1.5,1.1,0.1,0.939,0.905,0.973,0.937,0.885,0.939,0.892,0.825,0.922,0.826,0.751,0.874,0.846,0.75,0.889,0.75,0.639,0.819
RBF,1,0.001,-1.8,1.9,0.0,0.851,0.742,0.96,0.83,0.721,0.851,0.838,0.85,0.833,0.764,0.653,0.842,0.846,0.875,0.833,0.778,0.672,0.854
RBF,1,0.0001,-0.9,0.8,-0.0,0.673,0.6,0.76,0.586,0.375,0.68,0.708,0.675,0.722,0.58,0.429,0.699,0.846,0.75,0.889,0.75,0.639,0.819
RBF,1,1e-05,-1.0,1.0,-0.0,0.673,0.6,0.76,0.586,0.375,0.68,0.7,0.65,0.722,0.535,0.369,0.686,0.846,0.75,0.889,0.75,0.639,0.819
RBF,5,0.1,-0.2,1.0,-0.1,0.837,0.673,1.0,0.8,0.714,0.837,0.692,0.0,1.0,0.0,0.0,0.5,0.692,0.0,1.0,0.0,0.0,0.5
RBF,5,0.01,-1.4,1.2,0.4,0.966,0.931,1.0,0.963,0.935,0.966,0.823,0.45,0.989,0.565,0.564,0.719,0.808,0.375,1.0,0.545,0.542,0.688
RBF,5,0.001,-2.2,2.4,-0.2,0.919,0.919,0.918,0.919,0.841,0.919,0.792,0.9,0.744,0.727,0.598,0.822,0.769,0.875,0.722,0.7,0.553,0.799
RBF,5,0.0001,-1.6,1.8,0.1,0.817,0.662,0.973,0.778,0.672,0.818,0.838,0.725,0.889,0.727,0.62,0.807,0.885,0.875,0.889,0.824,0.741,0.882
RBF,5,1e-05,-0.9,0.9,-0.0,0.673,0.6,0.76,0.586,0.375,0.68,0.7,0.65,0.722,0.535,0.369,0.686,0.846,0.75,0.889,0.75,0.639,0.819
RBF,10,0.1,-0.2,1.0,-0.1,0.837,0.673,1.0,0.8,0.714,0.837,0.692,0.0,1.0,0.0,0.0,0.5,0.692,0.0,1.0,0.0,0.0,0.5
RBF,10,0.01,-1.4,1.2,0.4,0.966,0.931,1.0,0.963,0.935,0.966,0.823,0.45,0.989,0.565,0.564,0.719,0.808,0.375,1.0,0.545,0.542,0.688
RBF,10,0.001,-2.5,2.4,0.6,0.919,0.837,1.0,0.908,0.853,0.919,0.846,0.575,0.967,0.685,0.626,0.771,0.846,0.625,0.944,0.714,0.624,0.785
RBF,10,0.0001,-1.9,2.1,0.1,0.845,0.702,0.987,0.813,0.723,0.844,0.838,0.75,0.878,0.74,0.626,0.814,0.808,0.75,0.833,0.706,0.566,0.792
RBF,10,1e-05,-0.9,0.8,-0.0,0.673,0.6,0.76,0.586,0.375,0.68,0.708,0.675,0.722,0.58,0.429,0.699,0.846,0.75,0.889,0.75,0.639,0.819
