Kernel,C,gamma,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
RBF,1,0.1,-0.2,1.1,-0.1,0.803,0.608,1.0,0.752,0.661,0.804,0.692,0.0,1.0,0.0,0.0,0.5,0.692,0.0,1.0,0.0,0.0,0.5
RBF,1,0.01,-1.3,1.1,-0.0,0.953,0.946,0.959,0.952,0.91,0.952,0.831,0.875,0.811,0.763,0.65,0.843,0.885,0.875,0.889,0.824,0.741,0.882
RBF,1,0.001,-1.7,1.4,-0.3,0.892,0.878,0.905,0.892,0.788,0.891,0.785,0.875,0.744,0.715,0.576,0.81,0.769,0.875,0.722,0.7,0.553,0.799
RBF,1,0.0001,-0.9,0.9,-0.0,0.693,0.627,0.773,0.609,0.435,0.7,0.723,0.675,0.744,0.583,0.468,0.71,0.846,0.75,0.889,0.75,0.639,0.819
RBF,1,1e-05,-1.0,1.0,-0.0,0.68,0.627,0.747,0.6,0.383,0.687,0.7,0.65,0.722,0.533,0.369,0.686,0.808,0.75,0.833,0.706,0.566,0.792
RBF,5,0.1,-0.1,1.1,-0.1,0.804,0.795,0.813,0.816,0.654,0.804,0.623,0.2,0.811,0.097,0.027,0.506,0.692,0.0,1.0,0.0,0.0,0.5
RBF,5,0.01,-1.3,1.1,0.2,0.98,0.987,0.973,0.981,0.962,0.98,0.885,0.725,0.956,0.787,0.731,0.84,0.923,0.75,1.0,0.857,0.822,0.875
RBF,5,0.001,-1.8,2.0,0.3,0.932,0.864,1.0,0.926,0.874,0.932,0.869,0.725,0.933,0.77,0.694,0.829,0.885,0.75,0.944,0.8,0.723,0.847
RBF,5,0.0001,-1.7,1.5,-0.2,0.865,0.809,0.919,0.852,0.738,0.864,0.838,0.875,0.822,0.77,0.66,0.849,0.846,0.875,0.833,0.778,0.672,0.854
RBF,5,1e-05,-1.0,0.9,-0.0,0.68,0.627,0.747,0.6,0.383,0.687,0.7,0.65,0.722,0.533,0.369,0.686,0.808,0.75,0.833,0.706,0.566,0.792
RBF,10,0.1,-0.1,1.1,-0.1,0.804,0.795,0.813,0.816,0.654,0.804,0.623,0.2,0.811,0.097,0.027,0.506,0.692,0.0,1.0,0.0,0.0,0.5
RBF,10,0.01,-1.3,1.1,0.2,0.98,0.987,0.973,0.981,0.962,0.98,0.885,0.725,0.956,0.787,0.731,0.84,0.923,0.75,1.0,0.857,0.822,0.875
RBF,10,0.001,-2.0,2.2,0.4,0.946,0.891,1.0,0.941,0.899,0.946,0.854,0.675,0.933,0.731,0.653,0.804,0.885,0.875,0.889,0.824,0.741,0.882
RBF,10,0.0001,-1.9,1.7,-0.1,0.892,0.823,0.959,0.881,0.795,0.891,0.823,0.8,0.833,0.735,0.608,0.817,0.808,0.75,0.833,0.706,0.566,0.792
RBF,10,1e-05,-0.9,0.9,-0.0,0.687,0.627,0.76,0.603,0.42,0.693,0.731,0.7,0.744,0.619,0.494,0.722,0.808,0.75,0.833,0.706,0.566,0.792
