Kernel,C,gamma,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
RBF,1,0.1,-0.6,1.1,-0.1,0.926,0.85,1.0,0.917,0.863,0.925,0.692,0.0,1.0,0.0,0.0,0.5,0.692,0.0,1.0,0.0,0.0,0.5
RBF,1,0.01,-1.6,1.3,-0.1,0.905,0.905,0.905,0.905,0.816,0.905,0.869,0.925,0.844,0.816,0.738,0.885,0.885,0.875,0.889,0.824,0.741,0.882
RBF,1,0.001,-1.6,1.5,-0.1,0.81,0.662,0.96,0.774,0.654,0.811,0.854,0.675,0.933,0.744,0.662,0.804,0.846,0.75,0.889,0.75,0.639,0.819
RBF,1,0.0001,-0.9,1.0,-0.0,0.66,0.56,0.773,0.568,0.356,0.667,0.723,0.55,0.8,0.535,0.421,0.675,0.885,0.625,1.0,0.769,0.732,0.812
RBF,1,1e-05,-1.0,1.0,-0.0,0.66,0.56,0.773,0.568,0.356,0.667,0.723,0.55,0.8,0.535,0.421,0.675,0.885,0.625,1.0,0.769,0.732,0.812
RBF,5,0.1,-0.6,1.1,-0.1,0.939,0.878,1.0,0.933,0.888,0.939,0.692,0.0,1.0,0.0,0.0,0.5,0.692,0.0,1.0,0.0,0.0,0.5
RBF,5,0.01,-1.8,1.8,0.2,0.946,0.931,0.96,0.945,0.896,0.946,0.877,0.725,0.944,0.784,0.706,0.835,0.846,0.625,0.944,0.714,0.624,0.785
RBF,5,0.001,-2.5,2.3,-0.1,0.899,0.865,0.932,0.893,0.801,0.899,0.854,0.925,0.822,0.8,0.719,0.874,0.808,1.0,0.722,0.762,0.667,0.861
RBF,5,0.0001,-1.3,1.2,-0.2,0.818,0.756,0.879,0.805,0.644,0.818,0.777,0.75,0.789,0.675,0.514,0.769,0.769,0.75,0.778,0.667,0.501,0.764
RBF,5,1e-05,-1.0,1.0,-0.0,0.66,0.56,0.773,0.568,0.356,0.667,0.723,0.55,0.8,0.535,0.421,0.675,0.885,0.625,1.0,0.769,0.732,0.812
RBF,10,0.1,-0.6,1.1,-0.1,0.939,0.878,1.0,0.933,0.888,0.939,0.692,0.0,1.0,0.0,0.0,0.5,0.692,0.0,1.0,0.0,0.0,0.5
RBF,10,0.01,-1.7,1.9,0.3,0.946,0.931,0.96,0.945,0.896,0.946,0.885,0.725,0.956,0.794,0.723,0.84,0.885,0.625,1.0,0.769,0.732,0.812
RBF,10,0.001,-2.7,2.8,0.0,0.912,0.878,0.947,0.908,0.827,0.912,0.838,0.8,0.856,0.754,0.65,0.828,0.846,0.875,0.833,0.778,0.672,0.854
RBF,10,0.0001,-1.8,1.6,-0.2,0.831,0.756,0.906,0.815,0.671,0.831,0.8,0.775,0.811,0.704,0.562,0.793,0.769,0.75,0.778,0.667,0.501,0.764
RBF,10,1e-05,-0.9,1.0,-0.0,0.66,0.56,0.773,0.568,0.356,0.667,0.723,0.55,0.8,0.535,0.421,0.675,0.885,0.625,1.0,0.769,0.732,0.812
