Kernel,C,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
linear,1,-25.4,32.8,4.3,0.783,0.123,0.983,0.205,0.232,0.553,0.744,0.084,0.953,0.136,0.075,0.519,0.772,0.105,0.983,0.182,0.198,0.544
linear,5,-57.2,50.9,10.1,0.773,0.095,0.979,0.161,0.181,0.537,0.762,0.095,0.973,0.16,0.144,0.534,0.772,0.158,0.967,0.25,0.219,0.562
linear,10,-70.8,65.9,17.7,0.783,0.082,0.996,0.149,0.227,0.539,0.767,0.053,0.993,0.097,0.145,0.523,0.772,0.105,0.983,0.182,0.198,0.544
linear,15,-85.8,77.3,17.4,0.773,0.082,0.983,0.143,0.186,0.533,0.765,0.063,0.987,0.114,0.139,0.525,0.772,0.105,0.983,0.182,0.198,0.544
