Kernel,C,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
linear,1,-16.9,21.0,3.6,0.792,0.15,0.987,0.249,0.279,0.569,0.777,0.147,0.977,0.241,0.238,0.562,0.759,0.105,0.967,0.174,0.14,0.536
linear,5,-41.8,31.3,6.5,0.783,0.095,0.992,0.169,0.223,0.543,0.77,0.095,0.983,0.164,0.196,0.539,0.759,0.053,0.983,0.095,0.098,0.518
linear,10,-54.5,35.7,8.0,0.783,0.095,0.992,0.169,0.223,0.543,0.765,0.084,0.98,0.145,0.158,0.532,0.759,0.053,0.983,0.095,0.098,0.518
linear,15,-57.7,37.2,8.3,0.783,0.095,0.992,0.169,0.223,0.543,0.767,0.095,0.98,0.162,0.179,0.537,0.759,0.053,0.983,0.095,0.098,0.518
