Kernel,C,gamma,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
RBF,1,0.1,-1.1,1.1,-0.2,0.915,0.912,0.917,0.914,0.83,0.915,0.716,0.147,0.897,0.199,0.059,0.522,0.722,0.105,0.917,0.154,0.033,0.511
RBF,1,0.01,-1.8,1.8,0.0,0.881,0.929,0.833,0.887,0.767,0.881,0.684,0.421,0.767,0.39,0.18,0.594,0.671,0.368,0.767,0.35,0.131,0.568
RBF,1,0.001,-1.5,1.5,-0.4,0.746,0.858,0.633,0.77,0.513,0.746,0.514,0.642,0.473,0.388,0.1,0.558,0.506,0.632,0.467,0.381,0.085,0.549
RBF,1,0.0001,-0.7,0.6,-0.4,0.665,0.788,0.542,0.7,0.343,0.665,0.565,0.747,0.507,0.457,0.219,0.627,0.658,0.579,0.683,0.449,0.231,0.631
RBF,1,1e-05,-0.1,0.1,0.0,0.608,0.229,0.987,0.369,0.333,0.608,0.78,0.168,0.973,0.264,0.258,0.571,0.785,0.158,0.983,0.261,0.275,0.571
RBF,5,0.1,-1.2,1.1,-0.1,0.917,0.879,0.954,0.913,0.836,0.917,0.747,0.105,0.95,0.167,0.101,0.528,0.772,0.105,0.983,0.182,0.198,0.544
RBF,5,0.01,-2.7,1.9,0.3,0.94,0.933,0.946,0.939,0.88,0.94,0.699,0.221,0.85,0.259,0.08,0.536,0.709,0.263,0.85,0.303,0.127,0.557
RBF,5,0.001,-2.5,2.4,-0.3,0.812,0.904,0.721,0.828,0.639,0.812,0.552,0.547,0.553,0.369,0.086,0.55,0.557,0.579,0.55,0.386,0.11,0.564
RBF,5,0.0001,-1.4,1.7,-0.5,0.706,0.85,0.562,0.743,0.434,0.706,0.527,0.663,0.483,0.402,0.127,0.573,0.506,0.684,0.45,0.4,0.116,0.567
RBF,5,1e-05,-0.3,0.4,-0.2,0.673,0.758,0.588,0.697,0.355,0.673,0.59,0.684,0.56,0.452,0.211,0.622,0.658,0.526,0.7,0.426,0.202,0.613
RBF,10,0.1,-1.2,1.1,-0.1,0.917,0.879,0.954,0.913,0.836,0.917,0.747,0.105,0.95,0.167,0.101,0.528,0.772,0.105,0.983,0.182,0.198,0.544
RBF,10,0.01,-3.1,2.2,0.1,0.94,0.971,0.908,0.942,0.882,0.94,0.691,0.326,0.807,0.337,0.136,0.566,0.722,0.368,0.833,0.389,0.21,0.601
RBF,10,0.001,-4.3,2.8,0.2,0.846,0.817,0.875,0.84,0.7,0.846,0.694,0.368,0.797,0.367,0.166,0.583,0.696,0.316,0.817,0.333,0.138,0.566
RBF,10,0.0001,-1.5,2.2,-0.4,0.754,0.85,0.658,0.775,0.524,0.754,0.527,0.642,0.49,0.393,0.114,0.566,0.532,0.579,0.517,0.373,0.082,0.548
RBF,10,1e-05,-0.7,0.7,-0.4,0.673,0.758,0.588,0.697,0.355,0.673,0.59,0.684,0.56,0.452,0.211,0.622,0.658,0.526,0.7,0.426,0.202,0.613
