Kernel,C,gamma,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
RBF,1,0.1,-0.8,1.2,-0.2,0.948,0.938,0.958,0.948,0.9,0.948,0.732,0.168,0.91,0.17,0.085,0.539,0.734,0.0,0.967,0.0,-0.091,0.483
RBF,1,0.01,-2.1,1.4,0.1,0.919,0.862,0.975,0.914,0.844,0.919,0.706,0.137,0.887,0.179,0.033,0.512,0.722,0.105,0.917,0.154,0.033,0.511
RBF,1,0.001,-1.7,1.5,0.0,0.817,0.729,0.904,0.798,0.644,0.817,0.704,0.411,0.797,0.399,0.204,0.604,0.709,0.368,0.817,0.378,0.189,0.593
RBF,1,0.0001,-0.8,0.8,-0.5,0.706,0.833,0.579,0.739,0.427,0.706,0.575,0.695,0.537,0.44,0.198,0.616,0.671,0.684,0.667,0.5,0.304,0.675
RBF,1,1e-05,-0.1,0.1,0.0,0.61,0.229,0.992,0.37,0.342,0.61,0.757,0.126,0.957,0.193,0.138,0.541,0.759,0.105,0.967,0.174,0.14,0.536
RBF,5,0.1,-0.8,1.2,-0.1,0.917,0.833,1.0,0.909,0.845,0.917,0.749,0.0,0.987,0.0,-0.051,0.493,0.759,0.0,1.0,0.0,0.0,0.5
RBF,5,0.01,-2.5,1.8,0.1,0.969,0.975,0.962,0.969,0.938,0.969,0.684,0.179,0.843,0.212,0.028,0.511,0.709,0.158,0.883,0.207,0.053,0.521
RBF,5,0.001,-2.5,2.1,0.0,0.873,0.879,0.867,0.873,0.749,0.873,0.684,0.4,0.773,0.379,0.168,0.587,0.684,0.368,0.783,0.359,0.149,0.576
RBF,5,0.0001,-1.5,1.7,-0.3,0.779,0.788,0.771,0.78,0.56,0.779,0.663,0.474,0.723,0.403,0.18,0.599,0.633,0.474,0.683,0.383,0.14,0.579
RBF,5,1e-05,-0.4,0.4,-0.3,0.669,0.904,0.433,0.732,0.387,0.669,0.451,0.726,0.363,0.391,0.078,0.545,0.646,0.632,0.65,0.462,0.244,0.641
RBF,10,0.1,-0.8,1.2,-0.1,0.917,0.833,1.0,0.909,0.845,0.917,0.749,0.0,0.987,0.0,-0.051,0.493,0.759,0.0,1.0,0.0,0.0,0.5
RBF,10,0.01,-2.6,1.8,0.2,0.973,0.975,0.971,0.973,0.946,0.973,0.694,0.084,0.887,0.113,-0.04,0.485,0.709,0.053,0.917,0.08,-0.05,0.485
RBF,10,0.001,-3.2,2.6,0.3,0.885,0.825,0.946,0.878,0.778,0.885,0.732,0.316,0.863,0.361,0.202,0.59,0.734,0.368,0.85,0.4,0.232,0.609
RBF,10,0.0001,-2.0,2.0,-0.2,0.819,0.821,0.817,0.819,0.64,0.819,0.663,0.495,0.717,0.414,0.192,0.606,0.646,0.526,0.683,0.417,0.186,0.605
RBF,10,1e-05,-0.9,0.8,-0.5,0.704,0.754,0.654,0.717,0.413,0.704,0.615,0.663,0.6,0.454,0.226,0.632,0.671,0.632,0.683,0.48,0.276,0.657
