Kernel,C,gamma,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
RBF,1,0.1,-1.0,1.2,-0.2,0.929,0.888,0.971,0.925,0.863,0.929,0.719,0.074,0.923,0.11,-0.009,0.499,0.747,0.053,0.967,0.091,0.043,0.51
RBF,1,0.01,-1.9,1.7,0.1,0.904,0.862,0.946,0.9,0.812,0.904,0.714,0.189,0.88,0.242,0.089,0.535,0.709,0.211,0.867,0.258,0.092,0.539
RBF,1,0.001,-1.5,1.5,-0.4,0.781,0.892,0.671,0.802,0.584,0.781,0.519,0.547,0.51,0.353,0.049,0.529,0.494,0.526,0.483,0.333,0.008,0.505
RBF,1,0.0001,-0.7,0.6,-0.4,0.681,0.742,0.621,0.697,0.369,0.681,0.638,0.705,0.617,0.484,0.277,0.661,0.671,0.579,0.7,0.458,0.247,0.639
RBF,1,1e-05,-0.1,0.1,0.0,0.612,0.233,0.992,0.376,0.346,0.612,0.762,0.137,0.96,0.214,0.169,0.548,0.759,0.105,0.967,0.174,0.14,0.536
RBF,5,0.1,-0.9,1.2,-0.1,0.912,0.838,0.988,0.905,0.835,0.912,0.744,0.042,0.967,0.072,0.014,0.504,0.747,0.053,0.967,0.091,0.043,0.51
RBF,5,0.01,-2.5,1.8,0.1,0.94,0.946,0.933,0.94,0.882,0.94,0.696,0.211,0.85,0.248,0.068,0.53,0.684,0.211,0.833,0.242,0.049,0.522
RBF,5,0.001,-2.4,2.5,0.1,0.844,0.821,0.867,0.84,0.693,0.844,0.729,0.347,0.85,0.382,0.213,0.599,0.709,0.316,0.833,0.343,0.159,0.575
RBF,5,0.0001,-1.5,1.7,0.0,0.717,0.492,0.942,0.634,0.486,0.717,0.737,0.274,0.883,0.332,0.186,0.579,0.734,0.263,0.883,0.323,0.174,0.573
RBF,5,1e-05,-0.4,0.4,-0.2,0.688,0.7,0.675,0.688,0.379,0.688,0.641,0.611,0.65,0.45,0.227,0.63,0.684,0.474,0.75,0.419,0.208,0.612
RBF,10,0.1,-0.9,1.2,-0.1,0.912,0.838,0.988,0.905,0.835,0.912,0.744,0.042,0.967,0.072,0.014,0.504,0.747,0.053,0.967,0.091,0.043,0.51
RBF,10,0.01,-2.8,2.1,0.4,0.94,0.917,0.962,0.938,0.881,0.94,0.724,0.158,0.903,0.214,0.082,0.531,0.747,0.158,0.933,0.231,0.137,0.546
RBF,10,0.001,-3.4,2.9,0.0,0.867,0.888,0.846,0.869,0.742,0.867,0.696,0.4,0.79,0.386,0.186,0.595,0.696,0.316,0.817,0.333,0.138,0.566
RBF,10,0.0001,-1.9,1.8,-0.3,0.783,0.808,0.758,0.787,0.572,0.783,0.643,0.495,0.69,0.4,0.166,0.592,0.658,0.526,0.7,0.426,0.202,0.613
RBF,10,1e-05,-0.8,0.7,-0.4,0.688,0.7,0.675,0.688,0.379,0.688,0.641,0.611,0.65,0.45,0.227,0.63,0.684,0.474,0.75,0.419,0.208,0.612
