Kernel,C,gamma,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
RBF,1,0.1,-1.9,1.5,0.0,0.9,0.879,0.921,0.897,0.805,0.9,0.722,0.232,0.877,0.283,0.129,0.554,0.709,0.211,0.867,0.258,0.092,0.539
RBF,1,0.01,-2.3,1.9,0.2,0.779,0.688,0.871,0.756,0.571,0.779,0.681,0.274,0.81,0.293,0.089,0.542,0.671,0.263,0.8,0.278,0.066,0.532
RBF,1,0.001,-1.3,1.7,-0.4,0.702,0.692,0.712,0.698,0.408,0.702,0.658,0.611,0.673,0.462,0.249,0.642,0.62,0.579,0.633,0.423,0.184,0.606
RBF,1,0.0001,-0.4,0.4,-0.2,0.667,0.662,0.671,0.663,0.335,0.667,0.656,0.632,0.663,0.469,0.257,0.647,0.734,0.632,0.767,0.533,0.362,0.699
RBF,1,1e-05,-0.0,0.0,-0.0,0.585,0.192,0.979,0.314,0.278,0.585,0.772,0.053,1.0,0.1,0.201,0.526,0.772,0.053,1.0,0.1,0.201,0.526
RBF,5,0.1,-2.2,1.7,-0.1,0.917,0.954,0.879,0.92,0.838,0.917,0.696,0.337,0.81,0.35,0.152,0.573,0.671,0.211,0.817,0.235,0.03,0.514
RBF,5,0.01,-3.3,2.6,0.0,0.84,0.883,0.796,0.846,0.683,0.84,0.641,0.421,0.71,0.36,0.121,0.566,0.633,0.368,0.717,0.326,0.079,0.543
RBF,5,0.001,-3.4,3.0,-0.2,0.74,0.788,0.692,0.752,0.484,0.74,0.57,0.421,0.617,0.32,0.033,0.519,0.519,0.421,0.55,0.296,-0.025,0.486
RBF,5,0.0001,-1.4,1.4,-0.2,0.658,0.396,0.921,0.535,0.372,0.658,0.757,0.411,0.867,0.448,0.298,0.639,0.785,0.474,0.883,0.514,0.38,0.679
RBF,5,1e-05,-0.2,0.2,-0.1,0.65,0.588,0.712,0.624,0.303,0.65,0.666,0.568,0.697,0.45,0.236,0.633,0.696,0.421,0.783,0.4,0.198,0.602
RBF,10,0.1,-2.2,1.7,-0.1,0.917,0.954,0.879,0.92,0.838,0.917,0.694,0.326,0.81,0.34,0.142,0.568,0.684,0.211,0.833,0.242,0.049,0.522
RBF,10,0.01,-3.8,2.5,0.4,0.854,0.779,0.929,0.841,0.72,0.854,0.704,0.295,0.833,0.323,0.137,0.564,0.709,0.316,0.833,0.343,0.159,0.575
RBF,10,0.001,-4.9,3.9,-0.1,0.758,0.788,0.729,0.765,0.52,0.758,0.567,0.389,0.623,0.302,0.011,0.506,0.57,0.474,0.6,0.346,0.064,0.537
RBF,10,0.0001,-1.6,2.0,-0.4,0.7,0.696,0.704,0.697,0.405,0.7,0.633,0.547,0.66,0.417,0.182,0.604,0.595,0.474,0.633,0.36,0.094,0.554
RBF,10,1e-05,-0.4,0.4,-0.1,0.617,0.279,0.954,0.421,0.317,0.617,0.787,0.274,0.95,0.376,0.312,0.612,0.785,0.211,0.967,0.32,0.286,0.589
