Kernel,C,gamma,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
RBF,1,0.1,-1.8,1.2,-0.1,0.917,0.908,0.925,0.916,0.836,0.917,0.739,0.263,0.89,0.324,0.183,0.577,0.747,0.263,0.9,0.333,0.201,0.582
RBF,1,0.01,-2.2,1.7,0.4,0.767,0.554,0.979,0.701,0.591,0.767,0.729,0.158,0.91,0.219,0.096,0.534,0.722,0.105,0.917,0.154,0.033,0.511
RBF,1,0.001,-1.5,1.5,-0.4,0.704,0.688,0.721,0.699,0.411,0.704,0.666,0.632,0.677,0.477,0.27,0.654,0.646,0.632,0.65,0.462,0.244,0.641
RBF,1,0.0001,-0.5,0.5,-0.3,0.662,0.679,0.646,0.664,0.33,0.662,0.671,0.716,0.657,0.512,0.323,0.686,0.722,0.526,0.783,0.476,0.291,0.655
RBF,1,1e-05,-0.1,0.1,0.0,0.602,0.212,0.992,0.347,0.326,0.602,0.795,0.168,0.993,0.279,0.338,0.581,0.797,0.158,1.0,0.273,0.353,0.579
RBF,5,0.1,-1.8,1.2,-0.1,0.921,0.925,0.917,0.921,0.844,0.921,0.744,0.284,0.89,0.348,0.207,0.587,0.747,0.263,0.9,0.333,0.201,0.582
RBF,5,0.01,-3.3,2.7,0.1,0.865,0.879,0.85,0.866,0.731,0.865,0.696,0.326,0.813,0.342,0.145,0.57,0.696,0.316,0.817,0.333,0.138,0.566
RBF,5,0.001,-3.1,2.5,-0.7,0.717,0.958,0.475,0.772,0.495,0.717,0.511,0.821,0.413,0.447,0.21,0.617,0.532,0.895,0.417,0.479,0.281,0.656
RBF,5,0.0001,-1.4,1.6,-0.5,0.685,0.704,0.667,0.69,0.374,0.685,0.653,0.663,0.65,0.479,0.271,0.657,0.633,0.632,0.633,0.453,0.229,0.632
RBF,5,1e-05,-0.3,0.3,0.0,0.602,0.212,0.992,0.347,0.326,0.602,0.795,0.168,0.993,0.279,0.338,0.581,0.797,0.158,1.0,0.273,0.353,0.579
RBF,10,0.1,-1.8,1.2,-0.1,0.921,0.925,0.917,0.921,0.844,0.921,0.744,0.284,0.89,0.348,0.207,0.587,0.747,0.263,0.9,0.333,0.201,0.582
RBF,10,0.01,-3.7,2.9,0.1,0.894,0.912,0.875,0.895,0.791,0.894,0.699,0.337,0.813,0.351,0.156,0.575,0.709,0.316,0.833,0.343,0.159,0.575
RBF,10,0.001,-5.0,3.8,-0.7,0.725,0.967,0.483,0.779,0.514,0.725,0.494,0.8,0.397,0.432,0.177,0.598,0.544,0.842,0.45,0.471,0.257,0.646
RBF,10,0.0001,-1.9,2.2,-0.4,0.708,0.7,0.717,0.705,0.419,0.708,0.648,0.611,0.66,0.457,0.237,0.635,0.633,0.632,0.633,0.453,0.229,0.632
RBF,10,1e-05,-0.6,0.6,-0.0,0.602,0.212,0.992,0.347,0.326,0.602,0.795,0.168,0.993,0.279,0.338,0.581,0.797,0.158,1.0,0.273,0.353,0.579
