Kernel,C,gamma,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
RBF,1,0.1,-0.3,1.2,-0.2,0.883,0.766,1.0,0.864,0.79,0.883,0.792,0.0,1.0,0.0,0.0,0.5,0.792,0.0,1.0,0.0,0.0,0.5
RBF,1,0.01,-1.6,1.2,0.2,0.928,0.88,0.976,0.924,0.86,0.928,0.811,0.127,0.99,0.209,0.243,0.559,0.83,0.182,1.0,0.308,0.387,0.591
RBF,1,0.001,-1.9,1.6,0.4,0.837,0.741,0.933,0.821,0.69,0.837,0.875,0.745,0.91,0.713,0.635,0.827,0.868,0.727,0.905,0.696,0.612,0.816
RBF,1,0.0001,-1.1,1.2,-0.1,0.759,0.699,0.819,0.744,0.522,0.759,0.804,1.0,0.752,0.679,0.622,0.876,0.755,1.0,0.69,0.629,0.563,0.845
RBF,1,1e-05,-1.0,0.9,-0.0,0.606,0.424,0.782,0.445,0.254,0.603,0.728,0.618,0.757,0.492,0.381,0.688,0.868,0.636,0.929,0.667,0.586,0.782
RBF,5,0.1,-0.2,1.2,-0.1,0.853,0.705,1.0,0.823,0.74,0.853,0.792,0.0,1.0,0.0,0.0,0.5,0.792,0.0,1.0,0.0,0.0,0.5
RBF,5,0.01,-1.6,1.2,0.2,0.952,0.922,0.982,0.95,0.907,0.952,0.808,0.109,0.99,0.183,0.216,0.55,0.83,0.182,1.0,0.308,0.387,0.591
RBF,5,0.001,-3.2,2.0,-0.1,0.903,0.952,0.855,0.909,0.811,0.903,0.792,0.727,0.81,0.591,0.475,0.768,0.774,0.727,0.786,0.571,0.446,0.756
RBF,5,0.0001,-1.8,2.0,0.3,0.825,0.771,0.879,0.816,0.655,0.825,0.853,0.891,0.843,0.715,0.644,0.867,0.849,0.909,0.833,0.714,0.645,0.871
RBF,5,1e-05,-0.9,0.7,-0.0,0.672,0.43,0.909,0.5,0.419,0.67,0.8,0.618,0.848,0.521,0.457,0.733,0.868,0.636,0.929,0.667,0.586,0.782
RBF,10,0.1,-0.2,1.2,-0.1,0.853,0.705,1.0,0.823,0.74,0.853,0.792,0.0,1.0,0.0,0.0,0.5,0.792,0.0,1.0,0.0,0.0,0.5
RBF,10,0.01,-1.6,1.2,0.2,0.952,0.922,0.982,0.95,0.907,0.952,0.808,0.109,0.99,0.183,0.216,0.55,0.83,0.182,1.0,0.308,0.387,0.591
RBF,10,0.001,-3.9,2.3,0.2,0.922,0.922,0.921,0.923,0.846,0.922,0.849,0.473,0.948,0.559,0.488,0.71,0.849,0.455,0.952,0.556,0.487,0.703
RBF,10,0.0001,-2.2,2.2,0.1,0.84,0.831,0.849,0.839,0.682,0.84,0.83,0.927,0.805,0.694,0.624,0.866,0.83,0.909,0.81,0.69,0.615,0.859
RBF,10,1e-05,-1.1,1.2,-0.1,0.774,0.723,0.825,0.763,0.552,0.774,0.808,0.982,0.762,0.679,0.618,0.872,0.755,1.0,0.69,0.629,0.563,0.845
