Kernel,C,gamma,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
RBF,1,0.1,-0.4,1.2,-0.2,0.922,0.85,0.994,0.914,0.855,0.922,0.792,0.0,1.0,0.0,0.0,0.5,0.792,0.0,1.0,0.0,0.0,0.5
RBF,1,0.01,-2.0,1.3,0.1,0.937,0.952,0.921,0.938,0.874,0.936,0.849,0.564,0.924,0.599,0.523,0.744,0.83,0.364,0.952,0.471,0.404,0.658
RBF,1,0.001,-1.9,2.0,-0.1,0.831,0.891,0.77,0.842,0.671,0.831,0.774,1.0,0.714,0.648,0.586,0.857,0.792,1.0,0.738,0.667,0.607,0.869
RBF,1,0.0001,-1.1,0.9,-0.5,0.75,0.939,0.559,0.791,0.544,0.749,0.57,1.0,0.457,0.494,0.387,0.729,0.566,1.0,0.452,0.489,0.383,0.726
RBF,1,1e-05,-1.0,0.9,-0.0,0.588,0.376,0.794,0.395,0.232,0.585,0.728,0.527,0.781,0.456,0.36,0.654,0.906,0.636,0.976,0.737,0.694,0.806
RBF,5,0.1,-0.4,1.2,-0.2,0.919,0.856,0.982,0.912,0.846,0.919,0.792,0.0,1.0,0.0,0.0,0.5,0.792,0.0,1.0,0.0,0.0,0.5
RBF,5,0.01,-2.1,1.3,0.2,0.955,0.946,0.964,0.954,0.91,0.955,0.826,0.218,0.986,0.338,0.355,0.602,0.849,0.273,1.0,0.429,0.479,0.636
RBF,5,0.001,-3.0,2.5,-0.2,0.876,0.964,0.788,0.888,0.769,0.876,0.74,0.909,0.695,0.591,0.495,0.802,0.717,0.818,0.69,0.545,0.419,0.754
RBF,5,0.0001,-1.6,2.1,0.1,0.813,0.789,0.837,0.809,0.628,0.813,0.826,1.0,0.781,0.706,0.653,0.89,0.83,1.0,0.786,0.71,0.657,0.893
RBF,5,1e-05,-1.0,0.7,-0.3,0.63,0.782,0.473,0.622,0.317,0.627,0.502,0.818,0.419,0.376,0.251,0.619,0.623,1.0,0.524,0.524,0.431,0.762
RBF,10,0.1,-0.4,1.2,-0.2,0.919,0.856,0.982,0.912,0.846,0.919,0.792,0.0,1.0,0.0,0.0,0.5,0.792,0.0,1.0,0.0,0.0,0.5
RBF,10,0.01,-2.2,1.3,0.2,0.958,0.952,0.964,0.957,0.916,0.958,0.826,0.218,0.986,0.338,0.355,0.602,0.849,0.273,1.0,0.429,0.479,0.636
RBF,10,0.001,-4.2,3.2,0.0,0.912,0.958,0.867,0.917,0.832,0.912,0.785,0.673,0.814,0.567,0.441,0.744,0.774,0.727,0.786,0.571,0.446,0.756
RBF,10,0.0001,-2.0,2.5,0.3,0.834,0.765,0.903,0.823,0.677,0.834,0.887,1.0,0.857,0.786,0.745,0.929,0.868,1.0,0.833,0.759,0.714,0.917
RBF,10,1e-05,-1.0,0.9,-0.5,0.753,0.939,0.566,0.792,0.547,0.753,0.57,1.0,0.457,0.493,0.387,0.729,0.566,1.0,0.452,0.489,0.383,0.726
