Kernel,C,gamma,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
RBF,1,0.1,-1.4,1.1,0.0,0.928,0.886,0.97,0.923,0.862,0.928,0.736,0.0,0.929,0.0,-0.123,0.464,0.736,0.0,0.929,0.0,-0.125,0.464
RBF,1,0.01,-2.1,1.8,0.4,0.852,0.759,0.946,0.837,0.718,0.852,0.811,0.6,0.867,0.572,0.455,0.733,0.811,0.636,0.857,0.583,0.465,0.747
RBF,1,0.001,-1.6,1.9,-0.2,0.777,0.897,0.656,0.801,0.574,0.777,0.668,1.0,0.581,0.556,0.473,0.79,0.642,1.0,0.548,0.537,0.448,0.774
RBF,1,0.0001,-1.0,0.8,-0.2,0.621,0.745,0.491,0.585,0.261,0.618,0.525,0.8,0.452,0.355,0.218,0.626,0.623,1.0,0.524,0.524,0.431,0.762
RBF,1,1e-05,-1.0,1.0,-0.0,0.594,0.412,0.77,0.432,0.223,0.591,0.721,0.636,0.743,0.487,0.368,0.69,0.868,0.727,0.905,0.696,0.612,0.816
RBF,5,0.1,-1.4,1.2,0.1,0.943,0.898,0.988,0.939,0.891,0.943,0.747,0.0,0.943,0.0,-0.11,0.471,0.755,0.0,0.952,0.0,-0.101,0.476
RBF,5,0.01,-3.3,2.0,0.3,0.895,0.874,0.916,0.892,0.791,0.895,0.74,0.455,0.814,0.416,0.253,0.634,0.755,0.455,0.833,0.435,0.279,0.644
RBF,5,0.001,-2.8,2.6,0.3,0.81,0.729,0.891,0.793,0.63,0.81,0.808,0.764,0.819,0.622,0.515,0.791,0.792,0.636,0.833,0.56,0.432,0.735
RBF,5,0.0001,-1.3,1.7,-0.3,0.756,0.915,0.596,0.79,0.542,0.756,0.604,1.0,0.5,0.512,0.415,0.75,0.604,1.0,0.5,0.512,0.415,0.75
RBF,5,1e-05,-1.0,0.9,-0.1,0.615,0.733,0.491,0.578,0.247,0.612,0.525,0.8,0.452,0.355,0.218,0.626,0.623,1.0,0.524,0.524,0.431,0.762
RBF,10,0.1,-1.4,1.2,0.1,0.943,0.898,0.988,0.939,0.891,0.943,0.747,0.0,0.943,0.0,-0.11,0.471,0.755,0.0,0.952,0.0,-0.101,0.476
RBF,10,0.01,-3.7,2.1,0.2,0.925,0.928,0.922,0.924,0.852,0.925,0.713,0.418,0.79,0.374,0.193,0.604,0.717,0.364,0.81,0.348,0.168,0.587
RBF,10,0.001,-3.6,3.4,0.5,0.822,0.717,0.928,0.801,0.66,0.822,0.826,0.636,0.876,0.603,0.494,0.756,0.83,0.636,0.881,0.609,0.501,0.759
RBF,10,0.0001,-1.7,2.1,-0.3,0.771,0.94,0.602,0.805,0.577,0.771,0.592,1.0,0.486,0.505,0.405,0.743,0.585,1.0,0.476,0.5,0.398,0.738
RBF,10,1e-05,-1.0,0.8,-0.2,0.615,0.733,0.491,0.578,0.247,0.612,0.525,0.8,0.452,0.355,0.218,0.626,0.623,1.0,0.524,0.524,0.431,0.762
