Kernel,C,gamma,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
RBF,1,0.1,-1.0,1.2,-0.2,0.937,0.91,0.964,0.934,0.876,0.937,0.747,0.0,0.943,0.0,-0.11,0.471,0.774,0.0,0.976,0.0,-0.071,0.488
RBF,1,0.01,-2.2,1.5,0.4,0.889,0.832,0.946,0.882,0.784,0.889,0.83,0.527,0.91,0.557,0.458,0.718,0.83,0.455,0.929,0.526,0.434,0.692
RBF,1,0.001,-1.7,2.0,-0.2,0.807,0.934,0.68,0.831,0.634,0.807,0.653,1.0,0.562,0.545,0.459,0.781,0.679,1.0,0.595,0.564,0.484,0.798
RBF,1,0.0001,-1.0,0.7,-0.0,0.633,0.412,0.848,0.457,0.353,0.63,0.785,0.709,0.805,0.563,0.5,0.757,0.906,0.818,0.929,0.783,0.724,0.873
RBF,1,1e-05,-1.0,1.0,-0.0,0.597,0.4,0.788,0.425,0.244,0.594,0.751,0.709,0.762,0.556,0.458,0.735,0.906,0.818,0.929,0.783,0.724,0.873
RBF,5,0.1,-1.0,1.2,-0.2,0.937,0.928,0.945,0.936,0.874,0.937,0.736,0.0,0.929,0.0,-0.125,0.464,0.736,0.0,0.929,0.0,-0.125,0.464
RBF,5,0.01,-2.8,1.8,0.3,0.934,0.934,0.934,0.933,0.871,0.934,0.766,0.345,0.876,0.378,0.239,0.611,0.755,0.273,0.881,0.316,0.174,0.577
RBF,5,0.001,-2.9,2.8,-0.4,0.84,0.982,0.698,0.863,0.713,0.84,0.66,0.945,0.586,0.538,0.432,0.766,0.642,0.818,0.595,0.486,0.335,0.707
RBF,5,0.0001,-1.4,2.1,-0.2,0.789,0.934,0.644,0.817,0.602,0.789,0.6,1.0,0.495,0.509,0.411,0.748,0.623,1.0,0.524,0.524,0.431,0.762
RBF,5,1e-05,-1.0,0.8,-0.1,0.627,0.648,0.6,0.562,0.256,0.624,0.615,0.8,0.567,0.421,0.304,0.683,0.792,1.0,0.738,0.667,0.607,0.869
RBF,10,0.1,-1.0,1.2,-0.2,0.937,0.928,0.945,0.936,0.874,0.937,0.736,0.0,0.929,0.0,-0.125,0.464,0.736,0.0,0.929,0.0,-0.125,0.464
RBF,10,0.01,-3.0,1.8,0.4,0.943,0.928,0.958,0.941,0.889,0.943,0.766,0.182,0.919,0.229,0.116,0.55,0.774,0.273,0.905,0.333,0.213,0.589
RBF,10,0.001,-3.7,2.7,0.3,0.858,0.849,0.867,0.857,0.719,0.858,0.845,0.782,0.862,0.678,0.589,0.822,0.868,0.818,0.881,0.72,0.643,0.85
RBF,10,0.0001,-1.8,2.4,-0.2,0.81,0.94,0.68,0.834,0.641,0.81,0.649,1.0,0.557,0.542,0.455,0.779,0.642,1.0,0.548,0.537,0.448,0.774
RBF,10,1e-05,-1.0,0.7,-0.0,0.639,0.406,0.867,0.457,0.369,0.636,0.796,0.709,0.819,0.572,0.513,0.764,0.906,0.818,0.929,0.783,0.724,0.873
