Kernel,C,gamma,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
RBF,1,0.1,-1.9,1.5,0.1,0.876,0.855,0.897,0.874,0.757,0.876,0.774,0.473,0.852,0.449,0.315,0.663,0.774,0.273,0.905,0.333,0.213,0.589
RBF,1,0.01,-2.1,2.3,0.0,0.807,0.813,0.801,0.808,0.618,0.807,0.777,0.873,0.752,0.621,0.525,0.813,0.774,0.909,0.738,0.625,0.537,0.824
RBF,1,0.001,-1.4,1.7,-0.3,0.789,0.897,0.68,0.809,0.594,0.789,0.615,1.0,0.514,0.519,0.425,0.757,0.623,1.0,0.524,0.524,0.431,0.762
RBF,1,0.0001,-1.0,0.9,-0.1,0.63,0.685,0.57,0.575,0.263,0.627,0.54,0.782,0.476,0.36,0.219,0.629,0.66,0.909,0.595,0.526,0.409,0.752
RBF,1,1e-05,-1.0,1.0,-0.0,0.594,0.418,0.764,0.433,0.222,0.591,0.717,0.636,0.738,0.481,0.361,0.687,0.849,0.727,0.881,0.667,0.573,0.804
RBF,5,0.1,-2.1,1.9,0.0,0.907,0.922,0.891,0.908,0.817,0.907,0.736,0.364,0.833,0.364,0.198,0.598,0.755,0.364,0.857,0.381,0.229,0.61
RBF,5,0.01,-3.2,2.7,-0.1,0.816,0.843,0.789,0.82,0.639,0.816,0.762,0.909,0.724,0.614,0.523,0.816,0.811,0.909,0.786,0.667,0.588,0.847
RBF,5,0.001,-2.2,2.8,-0.3,0.795,0.898,0.692,0.814,0.608,0.795,0.638,0.982,0.548,0.53,0.433,0.765,0.66,1.0,0.571,0.55,0.466,0.786
RBF,5,0.0001,-1.1,1.2,-0.3,0.759,0.891,0.626,0.787,0.539,0.759,0.596,1.0,0.49,0.507,0.408,0.745,0.623,1.0,0.524,0.524,0.431,0.762
RBF,5,1e-05,-1.0,0.9,-0.0,0.594,0.418,0.764,0.433,0.222,0.591,0.717,0.636,0.738,0.481,0.361,0.687,0.849,0.727,0.881,0.667,0.573,0.804
RBF,10,0.1,-2.1,2.0,0.0,0.901,0.934,0.867,0.904,0.808,0.901,0.732,0.364,0.829,0.361,0.193,0.596,0.736,0.364,0.833,0.364,0.197,0.598
RBF,10,0.01,-3.8,2.7,0.4,0.832,0.771,0.891,0.819,0.669,0.831,0.789,0.636,0.829,0.554,0.426,0.732,0.792,0.727,0.81,0.593,0.474,0.768
RBF,10,0.001,-2.5,3.6,-0.1,0.798,0.825,0.77,0.802,0.603,0.798,0.717,0.855,0.681,0.558,0.44,0.768,0.717,0.909,0.667,0.571,0.469,0.788
RBF,10,0.0001,-1.5,1.8,-0.3,0.774,0.897,0.65,0.798,0.568,0.774,0.611,1.0,0.51,0.517,0.421,0.755,0.623,1.0,0.524,0.524,0.431,0.762
RBF,10,1e-05,-1.0,0.9,-0.1,0.63,0.685,0.57,0.575,0.263,0.627,0.543,0.782,0.481,0.362,0.222,0.631,0.66,0.909,0.595,0.526,0.409,0.752
