Kernel,C,gamma,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
RBF,1,0.1,-1.0,-0.2,-0.3,0.808,0.833,0.797,0.695,0.592,0.815,0.831,0.925,0.789,0.77,0.666,0.857,0.846,1.0,0.778,0.8,0.72,0.889
RBF,1,0.01,-1.5,1.2,-0.4,0.876,0.833,0.893,0.775,0.731,0.863,0.846,0.875,0.833,0.78,0.675,0.854,0.808,0.875,0.778,0.737,0.61,0.826
RBF,1,0.001,-1.6,1.5,-0.4,0.846,0.8,0.865,0.745,0.65,0.832,0.831,0.875,0.811,0.762,0.648,0.843,0.846,0.875,0.833,0.778,0.672,0.854
RBF,1,0.0001,0.1,1.0,0.5,0.74,0.567,0.813,0.526,0.473,0.69,0.731,0.75,0.722,0.657,0.498,0.736,0.692,0.0,1.0,0.0,0.0,0.5
RBF,1,1e-05,0.9,1.0,1.0,0.721,0.033,1.0,0.057,0.071,0.517,0.715,0.075,1.0,0.133,0.18,0.538,0.692,0.0,1.0,0.0,0.0,0.5
RBF,5,0.1,-0.9,-0.2,-0.3,0.828,0.833,0.825,0.714,0.629,0.829,0.831,0.925,0.789,0.77,0.666,0.857,0.846,1.0,0.778,0.8,0.72,0.889
RBF,5,0.01,-1.7,1.2,0.0,0.856,0.667,0.933,0.705,0.651,0.8,0.938,0.825,0.989,0.891,0.857,0.907,0.962,0.875,1.0,0.933,0.91,0.938
RBF,5,0.001,-2.2,3.4,-0.5,0.837,0.833,0.838,0.738,0.645,0.836,0.762,0.9,0.7,0.702,0.558,0.8,0.769,0.875,0.722,0.7,0.553,0.799
RBF,5,0.0001,-1.4,1.3,-0.2,0.846,0.633,0.933,0.686,0.627,0.783,0.846,0.825,0.856,0.769,0.662,0.84,0.846,0.875,0.833,0.778,0.672,0.854
RBF,5,1e-05,-0.2,1.0,0.8,0.759,0.4,0.907,0.393,0.357,0.653,0.731,0.4,0.878,0.435,0.378,0.639,0.769,0.25,1.0,0.4,0.433,0.625
RBF,10,0.1,-0.9,-0.2,-0.3,0.828,0.833,0.825,0.714,0.629,0.829,0.831,0.925,0.789,0.77,0.666,0.857,0.846,1.0,0.778,0.8,0.72,0.889
RBF,10,0.01,-1.8,1.2,0.6,0.836,0.467,0.987,0.576,0.571,0.727,0.838,0.475,1.0,0.642,0.62,0.738,0.846,0.5,1.0,0.667,0.64,0.75
RBF,10,0.001,-2.2,3.9,-0.2,0.837,0.667,0.907,0.689,0.622,0.787,0.915,0.825,0.956,0.857,0.799,0.89,0.923,0.875,0.944,0.875,0.819,0.91
RBF,10,0.0001,-1.8,1.8,-0.2,0.836,0.567,0.947,0.645,0.593,0.757,0.854,0.825,0.867,0.776,0.672,0.846,0.885,0.875,0.889,0.824,0.741,0.882
RBF,10,1e-05,-0.3,1.0,0.5,0.73,0.533,0.813,0.469,0.403,0.673,0.715,0.625,0.756,0.563,0.447,0.69,0.808,0.375,1.0,0.545,0.542,0.688
