Kernel,C,gamma,Min_Dec_Score,Max_Dec_Score,Threshold,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
RBF,1,0.1,-0.7,-0.3,-0.4,0.624,0.867,0.524,0.57,0.384,0.695,0.746,1.0,0.633,0.709,0.591,0.817,0.731,1.0,0.611,0.696,0.571,0.806
RBF,1,0.01,-1.5,1.1,-0.2,0.924,0.833,0.96,0.836,0.814,0.897,0.923,0.875,0.944,0.875,0.819,0.91,0.923,0.875,0.944,0.875,0.819,0.91
RBF,1,0.001,-1.6,1.7,-0.3,0.866,0.667,0.947,0.726,0.67,0.807,0.885,0.875,0.889,0.824,0.741,0.882,0.885,0.875,0.889,0.824,0.741,0.882
RBF,1,0.0001,-0.1,1.0,0.4,0.74,0.6,0.8,0.531,0.481,0.7,0.754,0.825,0.722,0.694,0.557,0.774,0.692,0.0,1.0,0.0,0.0,0.5
RBF,1,1e-05,0.9,1.0,1.0,0.721,0.033,1.0,0.057,0.071,0.517,0.715,0.075,1.0,0.133,0.18,0.538,0.692,0.0,1.0,0.0,0.0,0.5
RBF,5,0.1,-0.7,-0.3,-0.4,0.624,0.867,0.524,0.57,0.384,0.695,0.746,1.0,0.633,0.709,0.591,0.817,0.731,1.0,0.611,0.696,0.571,0.806
RBF,5,0.01,-1.6,1.1,-0.1,0.885,0.767,0.932,0.774,0.723,0.85,0.931,0.875,0.956,0.887,0.838,0.915,0.923,0.875,0.944,0.875,0.819,0.91
RBF,5,0.001,-1.9,3.1,-0.3,0.885,0.733,0.947,0.765,0.723,0.84,0.915,0.85,0.944,0.861,0.803,0.897,0.962,0.875,1.0,0.933,0.91,0.938
RBF,5,0.0001,-1.6,1.4,-0.1,0.855,0.533,0.987,0.644,0.63,0.76,0.869,0.775,0.911,0.781,0.692,0.843,0.885,0.875,0.889,0.824,0.741,0.882
RBF,5,1e-05,-0.2,1.0,0.7,0.74,0.567,0.813,0.487,0.429,0.69,0.723,0.625,0.767,0.523,0.412,0.696,0.808,0.375,1.0,0.545,0.542,0.688
RBF,10,0.1,-0.7,-0.3,-0.4,0.624,0.867,0.524,0.57,0.384,0.695,0.746,1.0,0.633,0.709,0.591,0.817,0.731,1.0,0.611,0.696,0.571,0.806
RBF,10,0.01,-1.6,1.1,-0.1,0.894,0.767,0.946,0.787,0.742,0.856,0.931,0.875,0.956,0.887,0.838,0.915,0.923,0.875,0.944,0.875,0.819,0.91
RBF,10,0.001,-2.0,3.1,0.1,0.865,0.6,0.973,0.699,0.658,0.787,0.877,0.6,1.0,0.749,0.713,0.8,0.885,0.625,1.0,0.769,0.732,0.812
RBF,10,0.0001,-2.0,2.1,-0.1,0.855,0.567,0.973,0.672,0.638,0.77,0.854,0.75,0.9,0.756,0.656,0.825,0.885,0.875,0.889,0.824,0.741,0.882
RBF,10,1e-05,-0.4,1.0,0.4,0.74,0.567,0.813,0.487,0.429,0.69,0.731,0.65,0.767,0.568,0.472,0.708,0.808,0.375,1.0,0.545,0.542,0.688
