Index,position,attribute,projections,classifiers,nodes,RI
8504,1,METTL7A,88,0.7613636,0.775,0.028382557
4638,2,EXOC5,109,0.49541286,0.5100917,0.016932033
2660,3,CHD7,86,0.6488372,0.6511628,0.016217561
15487,4,TRIM13,105,0.64761907,0.69142854,0.015235428
2548,5,CENPK,99,0.48686868,0.5212121,0.0145532
5277,6,FRMD4B,92,0.6130435,0.6478261,0.014360131
13944,7,SPACA7,108,0.6759259,0.7,0.012871895
9269,8,NDUFC2_KCTD14,114,0.55263156,0.6298246,0.012656239
13947,9,SPAG11B,101,0.6,0.60792077,0.012452886
14608,10,TBC1D22B,101,0.41188118,0.42772278,0.012080134
35,11,ABCA7,102,0.5176471,0.5901961,0.011747941
14486,12,TAAR1,114,0.5350877,0.58947366,0.010636725
8678,13,MOCS1,95,0.3768421,0.3936842,0.010326522
16725,14,ZNF133,88,0.4,0.41136363,0.010081577
16507,15,YY2,103,0.4,0.41165048,0.009988939
8294,16,MAPKAPK5,92,0.36956522,0.3869565,0.009805488
10252,17,OSBPL1A,85,0.3647059,0.38117647,0.009503977
8091,18,LY6G6E,101,0.47524753,0.5940594,0.009197475
5719,19,GNAI1,100,0.372,0.38,0.009135764
8165,20,MAGEA2B,105,0.5619048,0.60380954,0.009046375
9795,21,OCEL1,109,0.36697248,0.41100916,0.008606963
6985,22,ITGA8,107,0.3084112,0.31962618,0.008605124
10173,23,OR6C68,100,0.406,0.41,0.008401872
9580,24,NPS,98,0.45918366,0.4612245,0.008365219
12040,25,RASA1,105,0.30857143,0.31619048,0.008341813
6082,26,GUCA1C,93,0.5225806,0.5354839,0.0082180295
16287,27,WDR1,90,0.41555557,0.42444444,0.008111078
9999,28,OR2T3,108,0.46666667,0.50555557,0.008096474
11415,29,PRAMEF20,95,0.49473685,0.5094737,0.007862366
7098,30,KBTBD12,101,0.33861387,0.34455445,0.007838215
2865,31,CLIC2,90,0.27333334,0.2822222,0.0077593736
4141,32,DUSP1,99,0.31111112,0.31717172,0.007672927
5783,33,GOLGA8G,108,0.45925927,0.50185186,0.0074042534
9104,34,NAA38,94,0.35744682,0.35957447,0.007378361
1499,35,BSDC1,127,0.38740158,0.4031496,0.0073111127
2630,36,CGB8,104,0.41153845,0.43653846,0.007237948
9332,37,NEUROD6,118,0.37457627,0.46101695,0.0071985284
2968,38,CNPY1,103,0.3883495,0.43883497,0.0071065803
10021,39,OR4C12,119,0.39663866,0.42016807,0.007012962
14192,40,SSX2B,105,0.3257143,0.3257143,0.006962106
1665,41,C1QC,93,0.24946237,0.24946237,0.0069192215
13289,42,SIRPD,91,0.42417583,0.44615385,0.006888108
9872,43,OR10AG1,101,0.3841584,0.4,0.006832714
13156,44,SFXN5,98,0.25714287,0.26530612,0.006811248
908,45,ARL11,103,0.41941747,0.4368932,0.0067602075
2431,46,CDHR2,103,0.30485436,0.3223301,0.006723225
15524,47,TRIM48,96,0.4125,0.44375,0.0067220475
3762,48,DEFB132,102,0.38235295,0.39607844,0.0067016925
11,49,AADACL3,97,0.4082474,0.43917525,0.0066946065
13141,50,SFSWAP,104,0.30384615,0.31730768,0.006648305
10179,51,OR6K2,111,0.3153153,0.31711712,0.0065193092
1900,52,CACNG3,97,0.385567,0.4185567,0.00641927
4680,53,F5,88,0.36363637,0.37272727,0.00641887
6499,54,HSFX1,97,0.35463917,0.37525773,0.0064114463
5081,55,FGF5,104,0.36923078,0.3846154,0.0063636336
603,56,ANKLE2,91,0.24395604,0.25054947,0.0063526807
4096,57,DRD5,100,0.364,0.37,0.0063385814
1873,58,CABP2,98,0.38979593,0.39795917,0.006287793
15247,59,TMSB15B,99,0.31919193,0.32323232,0.0062370985
8121,60,LYSMD2,101,0.31287128,0.32871288,0.0062085735
3213,61,CRHBP,107,0.35140187,0.3719626,0.0061752573
13376,62,SLC17A6,86,0.34186047,0.3883721,0.006165677
16321,63,WDR6,106,0.36037737,0.3754717,0.00616262
10146,64,OR5K4,88,0.38636363,0.4181818,0.0061533023
8650,65,MMP26,96,0.36458334,0.37916666,0.0061266203
8908,66,MTHFD1L,97,0.2371134,0.24329896,0.0060381675
9768,67,NXNL1,94,0.34468085,0.35744682,0.0059973435
3377,68,CTNND1,120,0.25166667,0.25666666,0.005935751
7694,69,LCE3C,85,0.26588234,0.27058825,0.0059269955
10372,70,PAGE3,87,0.38390803,0.3862069,0.005808181
12718,71,RTL1,108,0.36666667,0.38148147,0.005755098
3283,72,CSH2,98,0.3102041,0.39591837,0.005748687
9135,73,NANOS2,102,0.39411765,0.40588236,0.0057412563
14356,74,SUFU,82,0.3219512,0.34146342,0.0056892056
13194,75,SH3BGRL3,97,0.30927834,0.31340206,0.0056847525
14742,76,TECRL,102,0.35490197,0.36666667,0.0056761107
16010,77,UNCX,115,0.28347826,0.28347826,0.0056578754
3836,78,DHRS7C,106,0.34150943,0.3490566,0.005652052
14316,79,STRN,91,0.21978022,0.22197802,0.0056515154
1605,80,C14orf39,113,0.28495574,0.2920354,0.0056274803
6646,81,IFNA7,87,0.36091954,0.3632184,0.0056221182
12793,82,SAA2_SAA4,97,0.30927834,0.31340206,0.005608385
7581,83,KRTAP4_7,104,0.30192307,0.30961537,0.005602891
7543,84,KRTAP16_1,118,0.39152542,0.41355932,0.0055850465
11654,85,PSKH2,107,0.33831775,0.36448598,0.0055565415
14556,86,TARM1,129,0.32093024,0.34418604,0.005479706
10053,87,OR4M1,86,0.3,0.30465117,0.005473084
12450,88,RNF168,99,0.36161616,0.4121212,0.0054161423
9901,89,OR11H12,91,0.32527474,0.34725276,0.0053809555
15800,90,TXNDC11,73,0.2739726,0.27945206,0.005379613
10077,91,OR51G2,94,0.32553193,0.34042552,0.0053449147
10057,92,OR4N5,104,0.33846155,0.35,0.0053292015
8523,93,MFNG,101,0.20594059,0.20594059,0.005319362
2012,94,CASP14,101,0.3049505,0.3188119,0.0052543273
8173,95,MAGEB10,128,0.328125,0.3390625,0.0052049956
3732,96,DEFA5,101,0.34257427,0.34257427,0.005201686
14183,97,SST,107,0.3084112,0.33457944,0.0051881555
10234,98,ORAI2,76,0.23421052,0.23947369,0.005127379
5052,99,FEZF2,80,0.315,0.33,0.005121922
3840,100,DHX15,95,0.30736843,0.33052632,0.0051208297
7131,101,KCNF1,95,0.29263157,0.29894736,0.005113775
9905,102,OR11L1,91,0.33626375,0.36043957,0.0050838296
14329,103,STX18,113,0.23362832,0.24247788,0.005051147
11020,104,PLEC,119,0.2857143,0.29579833,0.0050366297
1719,105,C20orf141,84,0.30952382,0.32857144,0.004996049
8563,106,MICAL3,116,0.2551724,0.2862069,0.0049788407
10437,107,PARP3,95,0.24842106,0.2568421,0.0049457336
14365,108,SULT1A4,111,0.25405404,0.25585586,0.004927606
14500,109,TACC3,84,0.26904762,0.27857143,0.004919873
16286,110,WDPCP,113,0.22123894,0.22300886,0.004884984
137,111,ACIN1,93,0.28172043,0.2924731,0.004873131
2898,112,CLRN2,96,0.26041666,0.29791668,0.0048613716
9006,113,MYF5,92,0.25434783,0.25652173,0.00483452
8354,114,MBOAT2,120,0.22,0.22666667,0.0048116
11100,115,PMEPA1,109,0.3559633,0.37431192,0.004810617
11616,116,PRSS50,91,0.2725275,0.2813187,0.004784077
3983,117,DNAJC25,106,0.2,0.20377359,0.0047768527
10340,118,PABPC1,111,0.24144144,0.25585586,0.00476839
11121,119,PNLIPRP3,97,0.2742268,0.29896906,0.004736687
7049,120,JARID2,93,0.31182796,0.33978495,0.004716854
11019,121,PLD6,95,0.26947367,0.27157894,0.0046986816
5618,122,GJA10,109,0.28073394,0.31743118,0.004674566
5684,123,GLT6D1,101,0.2990099,0.2990099,0.004656058
2306,124,CD2AP,109,0.22018349,0.23853211,0.004643224
6641,125,IFNA2,109,0.3119266,0.31559634,0.0046392605
1904,126,CACNG7,104,0.2673077,0.29423076,0.0046355706
7003,127,ITGB8,111,0.22882883,0.24324325,0.0046223565
7950,128,LRP5L,97,0.2041237,0.20824742,0.0046205726
675,129,ANO9,86,0.29534882,0.3232558,0.004618509
5704,130,GMFG,91,0.21318682,0.23736264,0.0046111583
13196,131,SH3BP2,94,0.24893618,0.2574468,0.0045725997
8096,132,LY75_CD302,96,0.23541667,0.24791667,0.004567652
7544,133,KRTAP17_1,89,0.29662922,0.3011236,0.004566918
1761,134,C3AR1,109,0.17614679,0.17614679,0.00456298
6907,135,IQCF2,80,0.315,0.3175,0.0045589656
5220,136,FOXD4L6,99,0.28484848,0.3070707,0.0044858465
6639,137,IFNA16,95,0.24631579,0.24842106,0.0044757547
10074,138,OR51F1,96,0.29166666,0.30416667,0.0044732043
10166,139,OR6B3,105,0.25333333,0.25714287,0.004456821
2939,140,CNGA2,112,0.29285714,0.29642856,0.004423236
13926,141,SP100,101,0.20396039,0.22178218,0.004404717
2119,142,CCDC166,101,0.31683168,0.35643566,0.004402964
5951,143,GRAPL,97,0.26391754,0.30103093,0.0043971217
8944,144,MTRNR2L7,84,0.26666668,0.2761905,0.004394823
10055,145,OR4N2,81,0.27407408,0.2962963,0.0043766983
4610,146,ETV3L,99,0.29090908,0.31111112,0.0043607643
6134,147,HAS2,101,0.3069307,0.32079208,0.004328338
11958,148,RAC2,103,0.23883495,0.24660194,0.004327118
5880,149,GPR180,92,0.19565217,0.21086957,0.0043265484
10050,150,OR4K2,107,0.26168224,0.29719627,0.0043007736
143,151,ACOT11,101,0.2019802,0.20990099,0.0042876517
10959,152,PKP4,115,0.16521738,0.17391305,0.004270257
6282,153,HIP1R,101,0.23168316,0.23564357,0.0042600883
7690,154,LCE2C,101,0.26336634,0.27128714,0.0042572278
779,155,APOL3,111,0.1981982,0.2072072,0.0042312574
4603,156,ETNK1,88,0.20227273,0.2090909,0.0042288275
1184,157,ATXN3L,102,0.29215688,0.3019608,0.004212678
17217,158,ZNRF1,120,0.27666667,0.31166667,0.0041893693
12243,159,RFFL,101,0.21782178,0.23564357,0.004168243
5603,160,GIMAP7,91,0.18681319,0.189011,0.004153989
3892,161,DLG3,111,0.20360361,0.2072072,0.0041539697
1319,162,BCL10,102,0.22745098,0.23333333,0.0041534854
14424,163,SYCP1,101,0.27128714,0.27920792,0.004150481
14110,164,SRC,112,0.2642857,0.275,0.004142685
7553,165,KRTAP2_1,110,0.24181817,0.24181817,0.0041299546
5079,166,FGF3,81,0.24444444,0.25432098,0.0041223946
15920,167,UBTFL1,107,0.27476636,0.30280373,0.0041068764
13463,168,SLC25A43,86,0.29767442,0.3488372,0.004085189
10172,169,OR6C65,99,0.27474746,0.2808081,0.0040799244
2604,170,CETN1,94,0.22978723,0.2319149,0.0040743486
11577,171,PRR23B,90,0.25333333,0.25333333,0.004060025
13886,172,SOHLH1,96,0.275,0.3125,0.0040471894
5774,173,GOLGA6L1,109,0.2880734,0.29357797,0.0040425663
13393,174,SLC20A1,92,0.27826086,0.3152174,0.0040375795
8279,175,MAPK14,101,0.18217821,0.18415841,0.0040240875
8752,176,MRGPRX1,115,0.21913044,0.22086957,0.003992049
28,177,ABCA12,95,0.24842106,0.25894737,0.003981363
1275,178,BARD1,100,0.194,0.196,0.0039671436
10080,179,OR51L1,75,0.24266666,0.25866666,0.003956097
3291,180,CSN3,105,0.23809524,0.25333333,0.0039551277
4829,181,FAM25G,97,0.25773194,0.28041238,0.003949802
10182,182,OR6M1,88,0.23863636,0.2931818,0.0039492873
11407,183,PRAMEF12,103,0.2485437,0.25631067,0.003946688
9331,184,NEUROD4,87,0.26436782,0.27126437,0.003936352
