Index,position,attribute,projections,classifiers,nodes,RI
14194,185,SSX3,106,0.26603773,0.2735849,0.0039359787
2386,186,CDC42EP1,86,0.1767442,0.19069767,0.00392224
15964,187,UGT2A2,100,0.256,0.264,0.003918112
16586,188,ZCCHC13,89,0.25617978,0.26966292,0.003909223
15931,189,UCHL3,89,0.2,0.20674157,0.0038878263
1288,190,BAZ2B,82,0.21219513,0.2292683,0.0038814005
2962,191,CNOT6,98,0.19387755,0.20408164,0.0038769369
2506,192,CEACAM18,116,0.22758621,0.24310344,0.0038705934
9041,193,MYO10,92,0.19565217,0.20217392,0.0038677698
13939,194,SPACA1,87,0.2551724,0.26206896,0.0038446863
10066,195,OR51A7,103,0.25631067,0.26407766,0.003828106
10000,196,OR2T33,95,0.2231579,0.22526316,0.0038131145
4255,197,EDNRB,110,0.18727273,0.18909091,0.0038080884
11119,198,PNLIP,99,0.24646464,0.26666668,0.0038013996
13320,199,SLAIN2,133,0.16390978,0.16541353,0.0037907723
8090,200,LY6G6D,106,0.20566037,0.20566037,0.003786521
10032,201,OR4D5,103,0.22330096,0.2485437,0.0037595292
15989,202,UMOD,107,0.22429906,0.23925234,0.0037581578
5728,203,GNAT3,121,0.20991735,0.21818182,0.0037540474
1195,204,AURKC,96,0.21041666,0.21666667,0.0037522044
2456,205,CDK5R2,88,0.24318182,0.25,0.0037518865
1256,206,BAG1,115,0.22956522,0.2452174,0.003748331
12339,207,RHOXF2B,107,0.23364486,0.27289718,0.0037437172
194,208,ACTL9,125,0.2544,0.2736,0.0037399963
7580,209,KRTAP4_6,86,0.21860465,0.23255815,0.0037067602
13648,210,SLC6A5,111,0.24864864,0.27207208,0.0037026913
13398,211,SLC22A12,108,0.23333333,0.25555557,0.003693212
7481,212,KRT28,98,0.2387755,0.25714287,0.003686618
6287,213,HIRA,108,0.1574074,0.15925926,0.0036864085
14384,214,SUN5,102,0.2372549,0.23921569,0.0036783996
2406,215,CDCP2,110,0.25454545,0.28,0.0036767058
10044,216,OR4F6,124,0.26451612,0.26935485,0.0036714866
11789,217,PTPRF,97,0.20618556,0.21649484,0.0036686657
14637,218,TBK1,102,0.18235295,0.18431373,0.0036578383
1271,219,BANF2,116,0.22586207,0.24310344,0.0036489265
15179,220,TMEM52,74,0.26486486,0.27567568,0.003630946
2613,221,CFH,103,0.23883495,0.26796117,0.0036289527
10669,222,PDX1,101,0.24356435,0.26336634,0.0036230967
4345,223,EIF3C,85,0.25411764,0.26117647,0.003614279
15809,224,TXNIP,113,0.18761063,0.18761063,0.0036119437
9925,225,OR1A2,94,0.21276596,0.22553192,0.0036070377
16824,226,ZNF3,93,0.19569893,0.19784947,0.0035905142
6236,227,HES3,100,0.238,0.238,0.00358238
2546,228,CENPI,92,0.24782608,0.25434783,0.0035701448
5225,229,FOXG1,97,0.21237114,0.22680412,0.003568823
8188,230,MAGEE2,95,0.20631579,0.2168421,0.0035523314
2115,231,CCDC157,105,0.18476191,0.18666667,0.003550975
5248,232,FOXP3,95,0.21052632,0.21473685,0.0035441148
7882,233,LMTK2,101,0.18019801,0.18415841,0.003539951
5417,234,GAGE12J,109,0.24587156,0.25504586,0.0035342635
10033,235,OR4D6,99,0.20808081,0.21414141,0.0035155101
4896,236,FANCL,99,0.18383838,0.1959596,0.0035115147
6647,237,IFNA8,83,0.2433735,0.25783134,0.0035083892
2467,238,CDKL3,103,0.19223301,0.2,0.0035081892
10996,239,PLCB1,106,0.1773585,0.18113208,0.0034998858
11250,240,POU3F4,96,0.22916667,0.2375,0.0034865027
17102,241,ZNF705D,127,0.23779528,0.26141733,0.003479102
11291,242,PPIC,109,0.21100917,0.24036697,0.0034683142
5859,243,GPR148,86,0.21627907,0.21860465,0.0034666732
12215,244,REM2,110,0.22727273,0.23272727,0.003463566
15514,245,TRIM4,107,0.20186916,0.21121496,0.0034529646
12203,246,REG1B,104,0.22884615,0.23461539,0.0034518535
3021,247,COL20A1,111,0.22522523,0.24864864,0.003446916
9949,248,OR1S2,113,0.21592921,0.22654867,0.0034467324
3949,249,DNAH9,115,0.2747826,0.28,0.0034394008
5569,250,GFRA4,102,0.20784314,0.22352941,0.0034385123
9907,251,OR12D3,100,0.21,0.226,0.0034380779
1381,252,BHLHE23,105,0.20190476,0.20952381,0.003435442
16202,253,VPS11,97,0.19793814,0.20618556,0.0034330897
11462,254,PRG3,90,0.2,0.21111111,0.0034252775
10342,255,PABPC1L2A,113,0.18761063,0.19823009,0.003423362
16133,256,VANGL1,103,0.24660194,0.26407766,0.0034232317
757,257,APOBEC1,106,0.24339622,0.25849056,0.0034139177
13983,258,SPATA3,95,0.18315789,0.2231579,0.0034107578
1458,259,BPIFB3,97,0.20206186,0.22680412,0.003403647
1836,260,C9,111,0.19099098,0.19279279,0.0034017237
16083,261,USP37,106,0.15471698,0.16226415,0.003398637
10149,262,OR5M1,102,0.18431373,0.19019608,0.0033941744
16630,263,ZFAND3,110,0.17818181,0.18,0.003378273
9509,264,NOL9,106,0.21509434,0.24339622,0.0033737265
3791,265,DERA,114,0.16491228,0.16842106,0.0033727398
10280,266,OTOP1,90,0.19555555,0.21111111,0.003367641
10648,267,PDILT,102,0.2254902,0.23529412,0.0033670755
8939,268,MTRNR2L10,80,0.22,0.245,0.0033627532
9735,269,NUP107,96,0.19375,0.21041666,0.0033399619
15564,270,TRIP6,111,0.19099098,0.1963964,0.0033364645
8941,271,MTRNR2L4,85,0.23294118,0.24941176,0.0033174478
5209,272,FOXB2,92,0.21086957,0.22826087,0.0033122154
10581,273,PCSK9,117,0.24786325,0.25982907,0.0033010275
568,274,ANAPC1,93,0.16989248,0.17419355,0.0032949126
4850,275,FAM71D,113,0.20176992,0.20707965,0.0032942093
14283,276,STK3,113,0.2141593,0.22123894,0.0032938574
3619,277,DCAF8L1,102,0.20588236,0.21176471,0.003293199
12205,278,REG3G,97,0.23505154,0.2556701,0.0032909764
14744,279,TECTB,107,0.22429906,0.23364486,0.0032801111
3926,280,DMRTB1,95,0.20842105,0.22105263,0.0032800697
3437,281,CXCL13,108,0.19629629,0.20925926,0.0032692947
12157,282,RBPMS2,88,0.19318181,0.19772728,0.0032563093
2275,283,CD14,104,0.14423077,0.15,0.0032551568
7312,284,KIF2B,95,0.20631579,0.21052632,0.0032528178
7508,285,KRT79,103,0.21553399,0.21747573,0.0032493407
5642,286,GKN1,93,0.19569893,0.20430107,0.0032487991
9898,287,OR11A1,88,0.19772728,0.2090909,0.003246278
9876,288,OR10G4,102,0.22745098,0.23333333,0.003241213
5892,289,GPR32,94,0.20425531,0.22553192,0.0032376258
2048,290,CBLN3,105,0.18476191,0.1904762,0.0032365376
10010,291,OR2Y1,121,0.21322314,0.21818182,0.0032342344
1061,292,ATAD3C,127,0.21732284,0.22677165,0.003231982
8514,293,MFAP3,106,0.18490566,0.19433962,0.0032082142
5638,294,GK2,102,0.22156863,0.22745098,0.0031995224
10145,295,OR5K3,120,0.21166667,0.21833333,0.0031947908
9889,296,OR10P1,96,0.2,0.22291666,0.0031909298
17103,297,ZNF705G,108,0.2037037,0.21111111,0.0031852997
420,298,AK4,119,0.21512605,0.22352941,0.0031845463
7825,299,LIMS3,110,0.21818182,0.22727273,0.0031807607
4848,300,FAM71B,109,0.19266056,0.19633028,0.0031791993
8398,301,MCTS1,106,0.23773585,0.26415095,0.0031740633
3733,302,DEFA6,111,0.21441442,0.21801803,0.0031736009
3825,303,DHPS,122,0.18852459,0.2,0.0031453911
516,304,ALOX15,111,0.21441442,0.22522523,0.0031424598
6802,305,IL5RA,103,0.207767,0.21747573,0.0031411888
6327,306,HMGA2,100,0.214,0.226,0.003138122
7583,307,KRTAP4_9,79,0.19746836,0.20253165,0.0031378588
9894,308,OR10V1,110,0.21636364,0.22181818,0.0031370693
4512,309,EPHX2,89,0.19550562,0.2,0.0031314138
11910,310,RAB36,101,0.17029703,0.17227723,0.0031285957
2270,311,CCT8L2,113,0.20176992,0.22300886,0.0031243472
2469,312,CDKL5,98,0.21020408,0.22857143,0.0031163942
9888,313,OR10K2,99,0.21212122,0.22424242,0.0031149776
14961,314,TLR5,115,0.18086956,0.18608695,0.0031119934
3346,315,CT47B1,82,0.20731707,0.21463415,0.0031041764
7590,316,KRTAP5_5,98,0.19387755,0.20204082,0.0030964941
8751,317,MRGPRG,118,0.21355931,0.2220339,0.003085536
7686,318,LCE1E,87,0.17701149,0.17931035,0.0030836978
10188,319,OR6T1,100,0.19,0.224,0.0030823962
7159,320,KCNJ4,95,0.18736842,0.2,0.0030804193
7335,321,KIR3DL3,109,0.18532111,0.22568807,0.003079418
542,322,AMFR,91,0.22637363,0.23076923,0.003078584
13857,323,SNX22,111,0.18378378,0.1963964,0.0030758963
14453,324,SYNPO2,82,0.15365854,0.1609756,0.0030650462
14051,325,SPO11,119,0.18655463,0.19663866,0.0030640156
5383,326,GABRA2,84,0.20952381,0.21666667,0.0030622776
10083,327,OR51S1,81,0.19259259,0.19259259,0.0030599977
2078,328,CCDC105,102,0.2372549,0.23921569,0.003059592
13011,329,SELL,96,0.17083333,0.18541667,0.0030491606
9133,330,NANOGNB,81,0.18765432,0.2,0.00304803
14408,331,SVEP1,97,0.17525773,0.17731959,0.0030384625
1171,332,ATPAF1,77,0.21038961,0.21818182,0.003036307
12892,333,SCGB1D4,103,0.19223301,0.19223301,0.0030357977
432,334,AKAP4,92,0.19130434,0.19347826,0.0030344767
990,335,ARVCF,126,0.25079367,0.26031747,0.0030318885
835,336,ARHGAP11B,90,0.1711111,0.17333333,0.0030125012
7555,337,KRTAP2_4,102,0.1764706,0.1764706,0.0030116118
1875,338,CABP5,101,0.1920792,0.1980198,0.0030080134
10022,339,OR4C13,96,0.20416667,0.21875,0.003007052
14784,340,TEX28,85,0.1717647,0.1717647,0.003005454
9322,341,NEU2,99,0.17575757,0.17979798,0.0030011917
2527,342,CELA3A,115,0.21043478,0.2226087,0.0030006962
7655,343,LAP3,98,0.18775511,0.19183673,0.0029990214
346,344,AFM,103,0.18446602,0.19029126,0.002998754
2047,345,CBLN2,91,0.21978022,0.22637363,0.0029967034
12206,346,REG4,86,0.19302325,0.20465116,0.0029910654
9884,347,OR10H5,113,0.16637169,0.16814159,0.002983852
9653,348,NSFL1C,82,0.17073171,0.17560975,0.00298241
11368,349,PPP2R2C,96,0.17083333,0.17916666,0.0029807996
8945,350,MTRNR2L8,114,0.19824561,0.22456141,0.0029807736
6,351,A4GNT,118,0.17627119,0.17966102,0.0029805538
12800,352,SAFB,103,0.18640776,0.19417475,0.0029794455
16980,353,ZNF556,108,0.21481481,0.22407408,0.0029793067
7389,354,KLHL24,99,0.21212122,0.22626263,0.0029754834
17210,355,ZNF98,104,0.21346153,0.21923077,0.002972929
11409,356,PRAMEF14,99,0.17373738,0.17777778,0.0029729086
3331,357,CT45A3,94,0.21276596,0.21489362,0.0029721456
11414,358,PRAMEF2,96,0.20416667,0.20625,0.0029690384
11236,359,POTED,118,0.18644068,0.19491525,0.0029638433
5080,360,FGF4,99,0.1959596,0.2020202,0.002963643
4170,361,DYDC1,116,0.21034482,0.23275863,0.002954166
16245,362,VSTM2B,92,0.20217392,0.21304348,0.0029475798
8746,363,MRFAP1,108,0.2,0.2037037,0.0029452674
16109,364,UTF1,91,0.18021978,0.189011,0.0029373372
13948,365,SPAG16,111,0.11891892,0.12072072,0.002933584
17220,366,ZNRF4,102,0.18431373,0.18431373,0.0029310076
7502,367,KRT73,88,0.20454545,0.21818182,0.0029280186
16688,368,ZIM3,103,0.18446602,0.19029126,0.0029276623
4417,369,ELSPBP1,96,0.17291667,0.175,0.002924431
1577,370,C11orf80,91,0.14505495,0.14725275,0.0029201922
9929,371,OR1D5,113,0.17699115,0.18584071,0.0029177086
14831,372,TGIF2LX,106,0.1981132,0.21698113,0.0029140278
5002,373,FCER1G,88,0.13863637,0.14318182,0.0029140061
17061,374,ZNF655,107,0.1682243,0.17009346,0.0029083416
12402,375,RNASE9,118,0.18135594,0.19491525,0.002907538
6124,376,HAO1,95,0.17263158,0.18736842,0.0029070086
7588,377,KRTAP5_3,99,0.19393939,0.2020202,0.0029066117
9883,378,OR10H4,90,0.1711111,0.1711111,0.0029018866
6638,379,IFNA14,104,0.17692308,0.18076923,0.0029000337
10043,380,OR4F5,112,0.18392856,0.19285715,0.0028988384
51,381,ABCC2,92,0.18043478,0.19782609,0.0028986514
9913,382,OR13C8,105,0.1904762,0.19619048,0.0028913396
11751,383,PTH2,89,0.16404495,0.16404495,0.0028898616
9541,384,NOXO1,101,0.17227723,0.2,0.002888844
14927,385,TINAG,123,0.17886178,0.1902439,0.002888353
626,386,ANKRD28,115,0.1773913,0.19652174,0.0028845342
10281,387,OTOP2,92,0.19347826,0.2152174,0.002883686
9333,388,NEUROG1,89,0.20898877,0.21348314,0.0028824608
1945,389,CAMK2G,92,0.15,0.15652174,0.0028795844
6381,390,HOMER3,113,0.1840708,0.18761063,0.0028731602
754,391,APOA4,101,0.1980198,0.20396039,0.0028726435
15844,392,UBAP1,94,0.2,0.20638297,0.002869774
10071,393,OR51D1,113,0.18230088,0.19115044,0.0028689948
15519,394,TRIM43B,100,0.176,0.2,0.0028676104
16008,395,UNC93A,92,0.16956522,0.17826086,0.0028636449
2500,396,CDY2A,113,0.17876107,0.17876107,0.0028599733
770,397,APOC3,113,0.20353982,0.20530973,0.0028593475
10004,398,OR2T5,106,0.19433962,0.1981132,0.002856852
7689,399,LCE2B,100,0.16,0.164,0.0028568446
12202,400,REG1A,86,0.20465116,0.21627907,0.002855171
2355,401,CD8A,101,0.15841584,0.16237624,0.0028548173
5776,402,GOLGA6L6,76,0.19210526,0.20526315,0.0028478352
14463,403,SYT10,102,0.16666667,0.20980392,0.002847012
4192,404,DYTN,103,0.18834952,0.19029126,0.002845303
16194,405,VN1R2,115,0.1773913,0.18782608,0.0028374165
14220,406,ST8SIA1,90,0.19777778,0.21111111,0.0028264786
10185,407,OR6P1,118,0.17966102,0.18135594,0.0028206327
7014,408,ITM2A,94,0.12553191,0.12978724,0.0028199223
10108,409,OR52R1,113,0.17168142,0.18230088,0.002818812
11993,410,RALB,99,0.14343435,0.14747475,0.0028101928
1507,411,BSX,123,0.17560975,0.18373984,0.0028091036
4288,412,EFNA5,90,0.16444445,0.16666667,0.0028065024
14314,413,STRBP,97,0.1628866,0.16494845,0.0028059068
1716,414,C1orf87,93,0.20860215,0.21290323,0.002800631
13839,415,SNTN,108,0.21296297,0.22407408,0.0027952422
10019,416,OR4B1,98,0.18163265,0.18979591,0.0027915624
2814,417,CLDN17,107,0.16635513,0.18317758,0.0027908734
12547,418,RPL10L,93,0.18064517,0.18064517,0.0027890478
15394,419,TPD52L3,110,0.18363637,0.19818182,0.0027874003
16401,420,WSB2,108,0.18148148,0.18888889,0.0027859462
9055,421,MYO1H,91,0.18461539,0.18681319,0.0027849474
13033,422,SEMA7A,101,0.16633664,0.16633664,0.0027842543
10781,423,PGS1,105,0.18095239,0.19428572,0.0027829239
10123,424,OR5AS1,111,0.17297298,0.19099098,0.0027761362
11645,425,PSG3,95,0.20842105,0.22105263,0.0027726726
10014,426,OR3A3,87,0.1724138,0.18390805,0.0027682106
10035,427,OR4E2,98,0.17755102,0.19387755,0.0027636702
12204,428,REG3A,99,0.17171717,0.18585859,0.0027619351
14191,429,SSX2,99,0.16161616,0.17171717,0.002757027
11675,430,PSMC2,110,0.15454546,0.15454546,0.002754492
7695,431,LCE3D,101,0.17623763,0.1960396,0.0027524782
13656,432,SLC7A13,109,0.17247707,0.17614679,0.0027496421
17233,433,ZSCAN10,85,0.20235294,0.21176471,0.0027490563
10171,434,OR6C6,110,0.16727273,0.17090909,0.0027488992
90,435,ABI2,106,0.13018867,0.13396226,0.002745133
9830,436,OLFML1,113,0.13628319,0.14159292,0.002741013
17120,437,ZNF729,102,0.20980392,0.21960784,0.0027391664
7204,438,KCTD10,97,0.18762887,0.19587629,0.0027382374
4593,439,ESX1,108,0.2074074,0.21666667,0.0027365736
2759,440,CIDEB,97,0.13195877,0.14226805,0.0027337226
5854,441,GPR139,109,0.17981651,0.18532111,0.0027278776
3491,442,CYP11B2,116,0.17586207,0.17586207,0.0027271658
6867,443,INSL4,92,0.16086957,0.16956522,0.0027247388
11217,444,POMP,106,0.17169811,0.1754717,0.0027244815
