Index,position,attribute,projections,classifiers,nodes,RI
6647,195,IFNA8,71,0.30422536,0.32957748,0.004305804
14110,196,SRC,93,0.29032257,0.29677418,0.0043044626
7553,197,KRTAP2_1,101,0.26138613,0.26336634,0.004296999
7544,198,KRTAP17_1,88,0.27045456,0.28863636,0.0042950865
2613,199,CFH,98,0.29183674,0.33061224,0.004283212
9925,200,OR1A2,87,0.24597701,0.2551724,0.004236411
835,201,ARHGAP11B,108,0.24074075,0.25,0.004231598
5569,202,GFRA4,115,0.26608697,0.28695652,0.004218157
9509,203,NOL9,90,0.2711111,0.31777778,0.004201274
1256,204,BAG1,94,0.25106382,0.28085107,0.004187523
2467,205,CDKL3,94,0.23404256,0.24680851,0.004183484
1184,206,ATXN3L,113,0.32389382,0.34513274,0.0041727186
16245,207,VSTM2B,115,0.2852174,0.31304348,0.00415772
4896,208,FANCL,85,0.22588235,0.23058824,0.00415405
6907,209,IQCF2,90,0.32666665,0.3311111,0.004151588
15931,210,UCHL3,96,0.19375,0.21666667,0.0041406746
10280,211,OTOP1,111,0.25765765,0.28648648,0.004117232
6802,212,IL5RA,93,0.2795699,0.2924731,0.0041118716
11958,213,RAC2,108,0.24259259,0.2537037,0.004111844
8279,214,MAPK14,86,0.22325581,0.23488373,0.004094188
5684,215,GLT6D1,105,0.2838095,0.29142857,0.0040941024
13983,216,SPATA3,98,0.2387755,0.30612245,0.004084826
432,217,AKAP4,93,0.25591397,0.27741936,0.0040810443
17217,218,ZNRF1,104,0.28653845,0.325,0.004061869
3949,219,DNAH9,87,0.3402299,0.35172415,0.0040548183
6236,220,HES3,109,0.2825688,0.29357797,0.004053286
3016,221,COL17A1,99,0.24040404,0.25656566,0.0040514814
12203,222,REG1B,112,0.25357142,0.27321428,0.00403604
10890,223,PIK3IP1,93,0.22150537,0.227957,0.004033557
8752,224,MRGPRX1,95,0.25473684,0.26105264,0.0040297774
14408,225,SVEP1,101,0.20396039,0.21980198,0.004023071
1836,226,C9,97,0.23092784,0.2371134,0.004022337
12243,227,RFFL,90,0.22444445,0.23111111,0.004010166
1458,228,BPIFB3,99,0.28282827,0.2969697,0.004009962
1102,229,ATOH8,81,0.30864197,0.3160494,0.003998044
10000,230,OR2T33,121,0.25785124,0.28264463,0.0039940574
13320,231,SLAIN2,104,0.2,0.21153846,0.003980827
5642,232,GKN1,91,0.25714287,0.2857143,0.0039599338
17120,233,ZNF729,110,0.27636364,0.32545453,0.0039580716
17233,234,ZSCAN10,77,0.26233765,0.29090908,0.003957695
7481,235,KRT28,96,0.27083334,0.29583332,0.003948818
5002,236,FCER1G,92,0.20869565,0.22173913,0.003934022
5704,237,GMFG,108,0.2,0.2074074,0.0039312285
1195,238,AURKC,116,0.26034483,0.26206896,0.0039201337
10342,239,PABPC1L2A,104,0.2423077,0.26346153,0.003919495
16980,240,ZNF556,109,0.31009173,0.31743118,0.0039182305
3892,241,DLG3,104,0.2326923,0.23653845,0.0039141546
2270,242,CCT8L2,105,0.2552381,0.2857143,0.0039128014
4345,243,EIF3C,97,0.31340206,0.3257732,0.003910737
9949,244,OR1S2,92,0.24565217,0.27173913,0.0038996881
2506,245,CEACAM18,116,0.25689656,0.28275862,0.003893588
12800,246,SAFB,99,0.26262626,0.26868686,0.0038842943
2546,247,CENPI,107,0.317757,0.33084112,0.003865426
13648,248,SLC6A5,112,0.29464287,0.325,0.0038639477
11789,249,PTPRF,102,0.24313726,0.26862746,0.0038629558
8746,250,MRFAP1,129,0.26976743,0.28062016,0.0038568005
3021,251,COL20A1,99,0.26262626,0.3030303,0.0038533623
757,252,APOBEC1,107,0.29719627,0.3140187,0.0038504084
990,253,ARVCF,118,0.2983051,0.31694916,0.003847496
9322,254,NEU2,115,0.24869566,0.27130434,0.0038359403
5892,255,GPR32,111,0.26126125,0.27747747,0.003815653
7825,256,LIMS3,97,0.24742268,0.26597938,0.0038138162
10022,257,OR4C13,92,0.25434783,0.2630435,0.0038097345
9876,258,OR10G4,96,0.28541666,0.29791668,0.0038025905
14051,259,SPO11,87,0.25747126,0.27126437,0.0037950664
17102,260,ZNF705D,101,0.26732674,0.2891089,0.0037879366
16202,261,VPS11,107,0.23738317,0.24672897,0.0037859962
11513,262,PRM3,110,0.26181817,0.31454545,0.0037633507
10149,263,OR5M1,117,0.22735043,0.23076923,0.0037563674
10284,264,OTOS,111,0.24144144,0.26666668,0.0037504947
143,265,ACOT11,75,0.20266667,0.21333334,0.0037500763
14220,266,ST8SIA1,95,0.2631579,0.28842106,0.0037461189
10033,267,OR4D6,88,0.26363635,0.27045456,0.0037446616
10049,268,OR4K17,98,0.23061225,0.2489796,0.0037394196
8945,269,MTRNR2L8,89,0.23820224,0.28314605,0.0037365027
9735,270,NUP107,81,0.20987654,0.24197531,0.0037350198
10145,271,OR5K3,84,0.23333333,0.2547619,0.003734967
7335,272,KIR3DL3,107,0.21869159,0.28411216,0.0037335805
2115,273,CCDC157,107,0.20373832,0.21121496,0.0037258263
9898,274,OR11A1,90,0.23333333,0.24222222,0.0037241557
2527,275,CELA3A,97,0.2371134,0.24329896,0.0037228854
16109,276,UTF1,91,0.24615385,0.25934067,0.0037106252
1381,277,BHLHE23,105,0.23619048,0.25142857,0.003709431
10032,278,OR4D5,116,0.22758621,0.25344828,0.0037050396
11645,279,PSG3,100,0.286,0.302,0.0037030855
8646,280,MMP21,97,0.22268042,0.25979382,0.0036987346
10188,281,OR6T1,96,0.24583334,0.3,0.0036976237
2962,282,CNOT6,91,0.2043956,0.21318682,0.0036966123
7690,283,LCE2C,97,0.27216494,0.2783505,0.0036954433
11291,284,PPIC,93,0.2516129,0.27741936,0.003692543
2456,285,CDK5R2,88,0.26136363,0.27727273,0.0036909813
15564,286,TRIP6,103,0.2038835,0.21359223,0.0036740443
16133,287,VANGL1,115,0.26956522,0.28173912,0.0036732645
13839,288,SNTN,85,0.29411766,0.31058824,0.0036717583
28,289,ABCA12,92,0.24782608,0.26956522,0.0036713246
9333,290,NEUROG1,98,0.2877551,0.3102041,0.0036697967
672,291,ANO6,105,0.2895238,0.29714286,0.0036659262
5079,292,FGF3,100,0.264,0.282,0.0036644826
9913,293,OR13C8,106,0.24150944,0.26226416,0.0036625438
4850,294,FAM71D,102,0.26078433,0.2647059,0.0036573084
8398,295,MCTS1,100,0.25,0.29,0.0036501728
14384,296,SUN5,118,0.26440677,0.2677966,0.003644435
8188,297,MAGEE2,93,0.23225807,0.24731183,0.0036375183
2386,298,CDC42EP1,95,0.19789474,0.20210527,0.0036365506
194,299,ACTL9,83,0.26987952,0.28433734,0.003632376
7711,300,LCN9,95,0.23789474,0.25473684,0.003607258
5776,301,GOLGA6L6,94,0.24042553,0.25957447,0.0036037078
17061,302,ZNF655,100,0.196,0.214,0.0035937286
15514,303,TRIM4,97,0.2371134,0.24742268,0.0035929554
12157,304,RBPMS2,88,0.25,0.2590909,0.0035848008
10648,305,PDILT,98,0.25918368,0.26734695,0.003583872
15515,306,TRIM40,97,0.22886598,0.25773194,0.003577509
10080,307,OR51L1,121,0.25454545,0.2677686,0.003572023
5387,308,GABRA6,89,0.23820224,0.2494382,0.0035706817
3437,309,CXCL13,111,0.22522523,0.24504505,0.0035686733
14744,310,TECTB,102,0.27058825,0.2882353,0.0035637838
7204,311,KCTD10,115,0.25391304,0.26956522,0.003556499
15989,312,UMOD,101,0.23762377,0.26732674,0.0035540643
7159,313,KCNJ4,101,0.23564357,0.25742576,0.00355374
12205,314,REG3G,98,0.2489796,0.27755103,0.0035507274
1527,315,BTG2,101,0.20594059,0.20990099,0.0035453208
14283,316,STK3,92,0.24565217,0.2521739,0.0035441446
4615,317,EVC,106,0.254717,0.2981132,0.0035437546
12402,318,RNASE9,106,0.21320754,0.24716981,0.0035350234
8751,319,MRGPRG,92,0.25869566,0.26956522,0.0035334858
10581,320,PCSK9,102,0.28627452,0.29411766,0.0035286746
8626,321,MMAB,116,0.25172412,0.28965518,0.0035256592
6287,322,HIRA,95,0.17684211,0.18736842,0.0035189232
3005,323,COG7,86,0.16976744,0.1744186,0.003514249
12894,324,SCGB2A2,98,0.25714287,0.28163266,0.0035082493
7920,325,LRAT,109,0.24587156,0.26605505,0.0035066
7557,326,KRTAP20_2,105,0.20761904,0.21333334,0.0034988138
5105,327,FHL2,120,0.26333332,0.27166668,0.003498444
7508,328,KRT79,94,0.2106383,0.2212766,0.0034926133
1171,329,ATPAF1,111,0.26846847,0.27567568,0.0034909754
10010,330,OR2Y1,110,0.22727273,0.23454545,0.003485444
1379,331,BHLHB9,106,0.20377359,0.21509434,0.0034778854
4288,332,EFNA5,94,0.2106383,0.21702127,0.003475512
16621,333,ZDHHC7,102,0.24313726,0.26078433,0.0034746935
14188,334,SSTR5,89,0.24269663,0.26741573,0.0034699792
3522,335,CYP39A1,87,0.2689655,0.27126437,0.0034657298
542,336,AMFR,98,0.2632653,0.26938775,0.0034656208
11012,337,PLCXD3,109,0.25321102,0.2623853,0.003462643
1271,338,BANF2,110,0.24,0.2581818,0.003456401
7580,339,KRTAP4_6,92,0.25652173,0.2630435,0.0034559516
7518,340,KRTAP1_1,106,0.2264151,0.26226416,0.0034515595
11980,341,RAD9B,87,0.18620689,0.19310345,0.0034476924
8627,342,MMACHC,107,0.24859813,0.26168224,0.0034384276
14463,343,SYT10,119,0.2302521,0.2789916,0.0034294825
10029,344,OR4D10,96,0.20416667,0.225,0.0034279702
9544,345,NPAS2,103,0.207767,0.21553399,0.0034264722
3814,346,DGKK,110,0.22727273,0.26363635,0.003421433
12202,347,REG1A,111,0.27567568,0.2954955,0.0034211983
4848,348,FAM71B,107,0.21308412,0.2224299,0.0034185136
2413,349,CDH16,91,0.26153848,0.2901099,0.003403427
15018,350,TMEFF1,109,0.2091743,0.21651377,0.0034006306
6381,351,HOMER3,90,0.22888888,0.23555556,0.0033964633
8514,352,MFAP3,102,0.20588236,0.22352941,0.0033929404
7583,353,KRTAP4_9,102,0.22941177,0.23529412,0.0033858132
7555,354,KRTAP2_4,90,0.20222223,0.20444444,0.0033784104
14927,355,TINAG,112,0.22857143,0.24285714,0.0033760397
17210,356,ZNF98,86,0.2744186,0.29069766,0.0033675416
11751,357,PTH2,100,0.214,0.214,0.003363471
5859,358,GPR148,123,0.2406504,0.24878049,0.003360563
1000,359,ASB10,100,0.202,0.232,0.0033605604
10279,360,OTOL1,104,0.25192308,0.27115384,0.003359841
9133,361,NANOGNB,112,0.23392858,0.25,0.003359104
7389,362,KLHL24,105,0.23619048,0.2647619,0.0033526164
1115,363,ATP13A5,110,0.25636363,0.26727274,0.0033421305
5728,364,GNAT3,101,0.20990099,0.21782178,0.003340285
14191,365,SSX2,118,0.23389831,0.23898305,0.0033400713
6637,366,IFNA13,112,0.225,0.22857143,0.0033385276
11462,367,PRG3,112,0.20535715,0.23035714,0.0033383884
14831,368,TGIF2LX,94,0.23617022,0.25957447,0.0033377288
10108,369,OR52R1,99,0.21818182,0.23232323,0.0033352433
15966,370,UGT2B10,87,0.17701149,0.2091954,0.0033323672
7312,371,KIF2B,118,0.21525423,0.22542372,0.0033317492
12483,372,RNF34,107,0.22429906,0.23738317,0.0033299427
10123,373,OR5AS1,110,0.22,0.24181817,0.00332818
15809,374,TXNIP,88,0.18409091,0.18409091,0.0033174106
10781,375,PGS1,94,0.21489362,0.24680851,0.0033155356
541,376,AMELY,110,0.2309091,0.26181817,0.003313964
14637,377,TBK1,94,0.18297872,0.1893617,0.0033090587
2078,378,CCDC105,117,0.25299147,0.26153848,0.0033050994
16194,379,VN1R2,86,0.22325581,0.23953488,0.0032969245
10059,380,OR4Q3,112,0.18571429,0.18571429,0.0032957948
11368,381,PPP2R2C,93,0.227957,0.23010753,0.0032950642
3331,382,CT45A3,98,0.24489796,0.25918368,0.0032920379
6867,383,INSL4,113,0.19115044,0.21061946,0.00328807
2047,384,CBLN2,132,0.26969698,0.28181818,0.0032851917
10017,385,OR4A47,78,0.23076923,0.25384617,0.0032800867
9889,386,OR10P1,110,0.21818182,0.24181817,0.0032772392
13626,387,SLC5A2,89,0.2719101,0.29438204,0.0032711339
5837,388,GPM6A,111,0.21261261,0.21621622,0.0032696407
4593,389,ESX1,89,0.22696629,0.24719101,0.0032694768
2048,390,CBLN3,111,0.2072072,0.21081081,0.0032641536
5383,391,GABRA2,95,0.21052632,0.23157895,0.0032624756
8172,392,MAGEB1,100,0.216,0.224,0.0032542467
10046,393,OR4K13,103,0.22135922,0.2485437,0.003251603
8630,394,MMD2,103,0.22524272,0.2407767,0.0032513216
8941,395,MTRNR2L4,90,0.2711111,0.3,0.0032480995
8376,396,MCFD2,95,0.19789474,0.20421052,0.0032475702
1061,397,ATAD3C,110,0.24,0.24909091,0.0032470392
9929,398,OR1D5,99,0.21414141,0.23838384,0.003241552
6638,399,IFNA14,99,0.20808081,0.21212122,0.0032364873
1577,400,C11orf80,101,0.17425743,0.17425743,0.0032356323
10159,401,OR5T2,90,0.23555556,0.25111112,0.003226409
338,402,AFAP1,99,0.18181819,0.1979798,0.003224459
9907,403,OR12D3,97,0.2371134,0.24948454,0.0032242457
13011,404,SELL,109,0.19816513,0.21100917,0.0032233617
10019,405,OR4B1,103,0.21553399,0.22524272,0.0032228394
11843,406,PYDC1,112,0.21428572,0.22142857,0.0032197633
16083,407,USP37,91,0.16703297,0.18461539,0.0032183563
3289,408,CSN1S1,85,0.2,0.24470589,0.003217028
11081,409,PLSCR5,87,0.23448277,0.27126437,0.0032166813
420,410,AK4,104,0.24807692,0.2673077,0.0032151886
2469,411,CDKL5,100,0.236,0.258,0.0032052093
9588,412,NPY,95,0.20421052,0.21052632,0.0032049958
5080,413,FGF4,102,0.21568628,0.23529412,0.0032046903
10178,414,OR6F1,105,0.22095238,0.24761905,0.0032045795
3791,415,DERA,87,0.18390805,0.18390805,0.00320288
1945,416,CAMK2G,99,0.18383838,0.19393939,0.0031973463
1716,417,C1orf87,95,0.23578948,0.2505263,0.0031955782
6327,418,HMGA2,89,0.25617978,0.26292136,0.0031941556
1507,419,BSX,96,0.2125,0.22916667,0.0031932641
16670,420,ZFYVE26,84,0.23571429,0.2595238,0.0031908462
5638,421,GK2,114,0.21578947,0.2263158,0.0031883332
15664,422,TSPY2,99,0.24444444,0.24646464,0.0031832915
2326,423,CD40,83,0.1879518,0.20240964,0.0031762356
11250,424,POU3F4,86,0.23255815,0.24418604,0.003170186
6837,425,ING5,94,0.16170213,0.17234042,0.0031683177
717,426,AP3D1,96,0.2,0.20833333,0.0031649182
14064,427,SPPL2C,94,0.20638297,0.2319149,0.003162354
15426,428,TPTE,90,0.23777778,0.24666667,0.0031619433
14961,429,TLR5,96,0.18333334,0.1875,0.0031607724
10281,430,OTOP2,95,0.22526316,0.25263157,0.0031596615
3196,431,CRCT1,93,0.19569893,0.21935484,0.0031579433
7655,432,LAP3,106,0.17169811,0.17924528,0.003157025
1553,433,C10orf120,105,0.21333334,0.23428571,0.003155837
7568,434,KRTAP26_1,90,0.20444444,0.21111111,0.0031529916
11910,435,RAB36,113,0.19823009,0.20176992,0.0031469238
7590,436,KRTAP5_5,100,0.212,0.216,0.0031418584
13746,437,SMC1B,99,0.2060606,0.21010101,0.0031352818
9888,438,OR10K2,96,0.21875,0.22083333,0.0031229432
14835,439,TGM3,100,0.218,0.254,0.003121739
14784,440,TEX28,100,0.204,0.206,0.003121305
12206,441,REG4,101,0.22574258,0.22970296,0.003119751
9541,442,NOXO1,99,0.21414141,0.23232323,0.0031191597
10035,443,OR4E2,87,0.21149425,0.22528736,0.0031187912
9995,444,OR2T12,100,0.232,0.244,0.0031172165
10004,445,OR2T5,111,0.23423423,0.23603603,0.0031141343
7502,446,KRT73,114,0.23508772,0.27192983,0.003110286
