n_estimators,max_depth,max_features,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
200,None,0.25,0.939,0.918,0.96,0.938,0.881,0.939,0.9,0.85,0.922,0.839,0.769,0.886,0.885,0.875,0.889,0.824,0.741,0.882
200,None,0.5,0.906,0.877,0.933,0.904,0.82,0.905,0.854,0.8,0.878,0.77,0.666,0.839,0.923,0.875,0.944,0.875,0.819,0.91
200,None,0.75,0.899,0.918,0.88,0.903,0.804,0.899,0.838,0.775,0.867,0.745,0.631,0.821,0.846,0.875,0.833,0.778,0.672,0.854
200,None,None,0.866,0.905,0.827,0.876,0.742,0.866,0.831,0.8,0.844,0.745,0.626,0.822,0.885,0.875,0.889,0.824,0.741,0.882
400,None,0.25,0.933,0.918,0.947,0.932,0.869,0.932,0.892,0.85,0.911,0.83,0.755,0.881,0.923,0.875,0.944,0.875,0.819,0.91
400,None,0.5,0.926,0.904,0.947,0.924,0.857,0.925,0.846,0.8,0.867,0.761,0.651,0.833,0.923,0.875,0.944,0.875,0.819,0.91
400,None,0.75,0.893,0.918,0.867,0.901,0.796,0.892,0.815,0.75,0.844,0.712,0.582,0.797,0.885,0.875,0.889,0.824,0.741,0.882
400,None,None,0.866,0.89,0.84,0.874,0.747,0.865,0.815,0.8,0.822,0.729,0.601,0.811,0.885,0.875,0.889,0.824,0.741,0.882
600,None,0.25,0.939,0.918,0.96,0.938,0.881,0.939,0.892,0.85,0.911,0.83,0.755,0.881,0.923,0.875,0.944,0.875,0.819,0.91
600,None,0.5,0.919,0.904,0.933,0.917,0.843,0.919,0.862,0.825,0.878,0.785,0.686,0.851,0.923,0.875,0.944,0.875,0.819,0.91
600,None,0.75,0.899,0.918,0.88,0.905,0.807,0.899,0.846,0.825,0.856,0.768,0.659,0.84,0.846,0.875,0.833,0.778,0.672,0.854
600,None,None,0.872,0.904,0.84,0.881,0.76,0.872,0.823,0.8,0.833,0.738,0.614,0.817,0.885,0.875,0.889,0.824,0.741,0.882
800,None,0.25,0.939,0.918,0.96,0.938,0.881,0.939,0.892,0.825,0.922,0.824,0.749,0.874,0.923,0.875,0.944,0.875,0.819,0.91
800,None,0.5,0.919,0.904,0.933,0.917,0.843,0.919,0.862,0.825,0.878,0.785,0.686,0.851,0.923,0.875,0.944,0.875,0.819,0.91
800,None,0.75,0.893,0.932,0.853,0.904,0.797,0.893,0.838,0.8,0.856,0.753,0.637,0.828,0.846,0.875,0.833,0.778,0.672,0.854
800,None,None,0.866,0.89,0.84,0.874,0.747,0.865,0.823,0.8,0.833,0.738,0.614,0.817,0.885,0.875,0.889,0.824,0.741,0.882
1000,None,0.25,0.939,0.918,0.96,0.938,0.881,0.939,0.892,0.85,0.911,0.83,0.755,0.881,0.923,0.875,0.944,0.875,0.819,0.91
1000,None,0.5,0.919,0.918,0.92,0.921,0.843,0.919,0.862,0.825,0.878,0.785,0.686,0.851,0.923,0.875,0.944,0.875,0.819,0.91
1000,None,0.75,0.879,0.905,0.853,0.889,0.772,0.879,0.823,0.75,0.856,0.721,0.595,0.803,0.846,0.875,0.833,0.778,0.672,0.854
1000,None,None,0.872,0.904,0.84,0.881,0.76,0.872,0.815,0.8,0.822,0.731,0.604,0.811,0.885,0.875,0.889,0.824,0.741,0.882
