n_estimators,max_depth,max_features,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
200,None,0.25,0.92,0.906,0.933,0.918,0.843,0.92,0.892,0.75,0.956,0.809,0.744,0.853,0.885,0.625,1.0,0.769,0.732,0.812
200,None,0.5,0.926,0.892,0.96,0.923,0.857,0.926,0.877,0.75,0.933,0.79,0.707,0.842,0.962,0.875,1.0,0.933,0.91,0.938
200,None,0.75,0.906,0.906,0.907,0.907,0.819,0.906,0.862,0.75,0.911,0.772,0.674,0.831,0.885,0.625,1.0,0.769,0.732,0.812
200,None,None,0.893,0.892,0.893,0.894,0.788,0.893,0.854,0.725,0.911,0.749,0.654,0.818,0.885,0.625,1.0,0.769,0.732,0.812
400,None,0.25,0.94,0.919,0.96,0.938,0.882,0.94,0.9,0.75,0.967,0.82,0.764,0.858,0.885,0.625,1.0,0.769,0.732,0.812
400,None,0.5,0.92,0.892,0.947,0.917,0.844,0.92,0.877,0.75,0.933,0.788,0.704,0.842,0.885,0.625,1.0,0.769,0.732,0.812
400,None,0.75,0.92,0.892,0.947,0.916,0.848,0.92,0.862,0.725,0.922,0.765,0.67,0.824,0.885,0.625,1.0,0.769,0.732,0.812
400,None,None,0.906,0.892,0.92,0.904,0.818,0.906,0.831,0.725,0.878,0.724,0.608,0.801,0.885,0.625,1.0,0.769,0.732,0.812
600,None,0.25,0.94,0.906,0.973,0.936,0.884,0.94,0.892,0.725,0.967,0.805,0.746,0.846,0.885,0.625,1.0,0.769,0.732,0.812
600,None,0.5,0.926,0.919,0.933,0.927,0.858,0.926,0.885,0.75,0.944,0.798,0.722,0.847,0.885,0.625,1.0,0.769,0.732,0.812
600,None,0.75,0.926,0.892,0.96,0.922,0.864,0.926,0.862,0.725,0.922,0.763,0.669,0.824,0.885,0.625,1.0,0.769,0.732,0.812
600,None,None,0.9,0.892,0.907,0.898,0.804,0.9,0.846,0.7,0.911,0.736,0.635,0.806,0.885,0.625,1.0,0.769,0.732,0.812
800,None,0.25,0.933,0.906,0.96,0.93,0.872,0.933,0.869,0.7,0.944,0.765,0.685,0.822,0.885,0.625,1.0,0.769,0.732,0.812
800,None,0.5,0.926,0.919,0.933,0.927,0.858,0.926,0.892,0.775,0.944,0.815,0.742,0.86,0.885,0.625,1.0,0.769,0.732,0.812
800,None,0.75,0.926,0.892,0.96,0.922,0.864,0.926,0.877,0.75,0.933,0.788,0.704,0.842,0.885,0.625,1.0,0.769,0.732,0.812
800,None,None,0.906,0.892,0.92,0.904,0.818,0.906,0.854,0.725,0.911,0.756,0.656,0.818,0.885,0.625,1.0,0.769,0.732,0.812
1000,None,0.25,0.926,0.906,0.947,0.925,0.86,0.926,0.885,0.725,0.956,0.79,0.72,0.84,0.885,0.625,1.0,0.769,0.732,0.812
1000,None,0.5,0.933,0.919,0.947,0.933,0.872,0.933,0.892,0.775,0.944,0.815,0.742,0.86,0.885,0.625,1.0,0.769,0.732,0.812
1000,None,0.75,0.926,0.892,0.96,0.922,0.864,0.926,0.877,0.75,0.933,0.788,0.704,0.842,0.885,0.625,1.0,0.769,0.732,0.812
1000,None,None,0.9,0.879,0.92,0.897,0.803,0.9,0.862,0.75,0.911,0.772,0.677,0.831,0.885,0.625,1.0,0.769,0.732,0.812
