n_estimators,max_depth,max_features,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
200,None,0.25,0.92,0.906,0.933,0.919,0.841,0.92,0.862,0.675,0.944,0.746,0.663,0.81,0.923,0.75,1.0,0.857,0.822,0.875
200,None,0.5,0.9,0.879,0.92,0.899,0.802,0.9,0.838,0.6,0.944,0.694,0.605,0.772,0.846,0.5,1.0,0.667,0.64,0.75
200,None,0.75,0.886,0.879,0.892,0.885,0.773,0.886,0.854,0.65,0.944,0.731,0.645,0.797,0.885,0.75,0.944,0.8,0.723,0.847
200,None,None,0.866,0.879,0.852,0.867,0.732,0.866,0.838,0.65,0.922,0.708,0.613,0.786,0.885,0.625,1.0,0.769,0.732,0.812
400,None,0.25,0.946,0.906,0.987,0.944,0.896,0.946,0.892,0.725,0.967,0.803,0.742,0.846,0.923,0.75,1.0,0.857,0.822,0.875
400,None,0.5,0.9,0.879,0.92,0.898,0.801,0.9,0.869,0.7,0.944,0.767,0.686,0.822,0.885,0.625,1.0,0.769,0.732,0.812
400,None,0.75,0.886,0.879,0.892,0.885,0.773,0.886,0.862,0.7,0.933,0.757,0.669,0.817,0.885,0.75,0.944,0.8,0.723,0.847
400,None,None,0.886,0.879,0.893,0.886,0.774,0.886,0.823,0.6,0.922,0.658,0.565,0.761,0.808,0.5,0.944,0.615,0.52,0.722
600,None,0.25,0.94,0.892,0.987,0.936,0.883,0.94,0.892,0.75,0.956,0.807,0.74,0.853,0.923,0.75,1.0,0.857,0.822,0.875
600,None,0.5,0.913,0.892,0.933,0.911,0.827,0.913,0.869,0.725,0.933,0.773,0.688,0.829,0.885,0.75,0.944,0.8,0.723,0.847
600,None,0.75,0.893,0.879,0.907,0.892,0.787,0.893,0.846,0.625,0.944,0.705,0.624,0.785,0.885,0.75,0.944,0.8,0.723,0.847
600,None,None,0.886,0.879,0.893,0.887,0.774,0.886,0.831,0.6,0.933,0.668,0.58,0.767,0.846,0.625,0.944,0.714,0.624,0.785
800,None,0.25,0.933,0.892,0.973,0.93,0.869,0.933,0.885,0.725,0.956,0.794,0.726,0.84,0.923,0.75,1.0,0.857,0.822,0.875
800,None,0.5,0.913,0.892,0.933,0.911,0.827,0.913,0.869,0.725,0.933,0.773,0.688,0.829,0.923,0.75,1.0,0.857,0.822,0.875
800,None,0.75,0.886,0.879,0.892,0.885,0.773,0.886,0.854,0.65,0.944,0.723,0.642,0.797,0.923,0.75,1.0,0.857,0.822,0.875
800,None,None,0.879,0.879,0.879,0.88,0.759,0.879,0.831,0.6,0.933,0.668,0.58,0.767,0.846,0.625,0.944,0.714,0.624,0.785
1000,None,0.25,0.933,0.892,0.973,0.93,0.869,0.933,0.892,0.725,0.967,0.803,0.744,0.846,0.923,0.75,1.0,0.857,0.822,0.875
1000,None,0.5,0.893,0.879,0.907,0.893,0.787,0.893,0.854,0.7,0.922,0.746,0.651,0.811,0.923,0.75,1.0,0.857,0.822,0.875
1000,None,0.75,0.886,0.879,0.892,0.885,0.773,0.886,0.846,0.625,0.944,0.708,0.622,0.785,0.885,0.75,0.944,0.8,0.723,0.847
1000,None,None,0.879,0.879,0.879,0.88,0.759,0.879,0.846,0.625,0.944,0.705,0.624,0.785,0.846,0.625,0.944,0.714,0.624,0.785
