n_estimators,max_depth,max_features,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
200,None,0.25,0.926,0.892,0.96,0.923,0.857,0.926,0.877,0.75,0.933,0.791,0.716,0.842,0.923,0.75,1.0,0.857,0.822,0.875
200,None,0.5,0.92,0.906,0.933,0.919,0.842,0.92,0.862,0.775,0.9,0.777,0.686,0.838,0.885,0.75,0.944,0.8,0.723,0.847
200,None,0.75,0.893,0.879,0.907,0.89,0.789,0.893,0.838,0.725,0.889,0.736,0.628,0.807,0.808,0.625,0.889,0.667,0.535,0.757
200,None,None,0.893,0.879,0.907,0.893,0.789,0.893,0.831,0.725,0.878,0.721,0.608,0.801,0.846,0.75,0.889,0.75,0.639,0.819
400,None,0.25,0.926,0.906,0.947,0.925,0.855,0.926,0.892,0.775,0.944,0.816,0.748,0.86,0.962,0.875,1.0,0.933,0.91,0.938
400,None,0.5,0.92,0.906,0.933,0.919,0.842,0.92,0.885,0.8,0.922,0.814,0.736,0.861,0.923,0.75,1.0,0.857,0.822,0.875
400,None,0.75,0.913,0.906,0.92,0.914,0.828,0.913,0.846,0.75,0.889,0.748,0.643,0.819,0.846,0.75,0.889,0.75,0.639,0.819
400,None,None,0.9,0.892,0.907,0.901,0.803,0.9,0.846,0.75,0.889,0.749,0.644,0.819,0.846,0.75,0.889,0.75,0.639,0.819
600,None,0.25,0.92,0.892,0.947,0.917,0.844,0.92,0.892,0.75,0.956,0.808,0.745,0.853,0.962,0.875,1.0,0.933,0.91,0.938
600,None,0.5,0.926,0.906,0.947,0.925,0.854,0.926,0.885,0.8,0.922,0.814,0.736,0.861,0.923,0.75,1.0,0.857,0.822,0.875
600,None,0.75,0.906,0.892,0.92,0.906,0.816,0.906,0.846,0.75,0.889,0.748,0.643,0.819,0.846,0.75,0.889,0.75,0.639,0.819
600,None,None,0.893,0.879,0.907,0.893,0.791,0.893,0.838,0.725,0.889,0.73,0.622,0.807,0.846,0.75,0.889,0.75,0.639,0.819
800,None,0.25,0.92,0.892,0.947,0.917,0.844,0.92,0.908,0.775,0.967,0.836,0.781,0.871,0.962,0.875,1.0,0.933,0.91,0.938
800,None,0.5,0.926,0.906,0.947,0.925,0.854,0.926,0.885,0.8,0.922,0.814,0.736,0.861,0.923,0.75,1.0,0.857,0.822,0.875
800,None,0.75,0.913,0.906,0.92,0.914,0.828,0.913,0.862,0.75,0.911,0.768,0.679,0.831,0.846,0.75,0.889,0.75,0.639,0.819
800,None,None,0.9,0.879,0.92,0.898,0.805,0.9,0.838,0.725,0.889,0.73,0.622,0.807,0.846,0.75,0.889,0.75,0.639,0.819
1000,None,0.25,0.92,0.892,0.947,0.917,0.844,0.92,0.892,0.75,0.956,0.808,0.745,0.853,0.962,0.875,1.0,0.933,0.91,0.938
1000,None,0.5,0.92,0.892,0.947,0.918,0.842,0.92,0.892,0.8,0.933,0.824,0.751,0.867,0.885,0.75,0.944,0.8,0.723,0.847
1000,None,0.75,0.913,0.906,0.92,0.914,0.828,0.913,0.854,0.75,0.9,0.759,0.665,0.825,0.846,0.75,0.889,0.75,0.639,0.819
1000,None,None,0.893,0.879,0.907,0.893,0.791,0.893,0.838,0.7,0.9,0.723,0.616,0.8,0.846,0.75,0.889,0.75,0.639,0.819
