n_estimators,max_depth,max_features,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
200,None,0.25,0.92,0.906,0.933,0.918,0.841,0.92,0.846,0.775,0.878,0.757,0.647,0.826,0.923,0.75,1.0,0.857,0.822,0.875
200,None,0.5,0.913,0.919,0.907,0.915,0.828,0.913,0.854,0.775,0.889,0.761,0.659,0.832,0.808,0.625,0.889,0.667,0.535,0.757
200,None,0.75,0.88,0.892,0.867,0.882,0.768,0.88,0.838,0.725,0.889,0.736,0.622,0.807,0.923,0.75,1.0,0.857,0.822,0.875
200,None,None,0.866,0.879,0.853,0.868,0.742,0.866,0.815,0.7,0.867,0.695,0.567,0.783,0.808,0.625,0.889,0.667,0.535,0.757
400,None,0.25,0.926,0.906,0.947,0.924,0.854,0.926,0.854,0.775,0.889,0.769,0.664,0.832,0.885,0.75,0.944,0.8,0.723,0.847
400,None,0.5,0.906,0.906,0.907,0.905,0.818,0.906,0.862,0.775,0.9,0.773,0.675,0.838,0.808,0.625,0.889,0.667,0.535,0.757
400,None,0.75,0.88,0.892,0.867,0.88,0.77,0.88,0.831,0.725,0.878,0.726,0.605,0.801,0.808,0.625,0.889,0.667,0.535,0.757
400,None,None,0.873,0.879,0.867,0.873,0.753,0.873,0.854,0.775,0.889,0.767,0.664,0.832,0.808,0.625,0.889,0.667,0.535,0.757
600,None,0.25,0.933,0.919,0.947,0.932,0.867,0.933,0.862,0.775,0.9,0.776,0.678,0.838,0.846,0.75,0.889,0.75,0.639,0.819
600,None,0.5,0.906,0.906,0.907,0.905,0.818,0.906,0.854,0.75,0.9,0.758,0.654,0.825,0.808,0.625,0.889,0.667,0.535,0.757
600,None,0.75,0.88,0.892,0.867,0.88,0.77,0.88,0.838,0.75,0.878,0.739,0.625,0.814,0.808,0.625,0.889,0.667,0.535,0.757
600,None,None,0.88,0.879,0.88,0.878,0.766,0.88,0.838,0.75,0.878,0.741,0.624,0.814,0.808,0.625,0.889,0.667,0.535,0.757
800,None,0.25,0.926,0.906,0.947,0.924,0.854,0.926,0.854,0.75,0.9,0.762,0.657,0.825,0.808,0.625,0.889,0.667,0.535,0.757
800,None,0.5,0.893,0.892,0.893,0.891,0.793,0.893,0.846,0.725,0.9,0.742,0.633,0.812,0.808,0.625,0.889,0.667,0.535,0.757
800,None,0.75,0.88,0.892,0.867,0.88,0.77,0.88,0.831,0.725,0.878,0.725,0.603,0.801,0.808,0.625,0.889,0.667,0.535,0.757
800,None,None,0.866,0.879,0.853,0.868,0.739,0.866,0.823,0.725,0.867,0.716,0.589,0.796,0.808,0.625,0.889,0.667,0.535,0.757
1000,None,0.25,0.92,0.906,0.933,0.918,0.842,0.92,0.854,0.75,0.9,0.76,0.657,0.825,0.846,0.75,0.889,0.75,0.639,0.819
1000,None,0.5,0.893,0.892,0.893,0.891,0.793,0.893,0.854,0.75,0.9,0.758,0.654,0.825,0.808,0.625,0.889,0.667,0.535,0.757
1000,None,0.75,0.88,0.892,0.867,0.88,0.77,0.88,0.823,0.725,0.867,0.714,0.588,0.796,0.808,0.625,0.889,0.667,0.535,0.757
1000,None,None,0.86,0.879,0.84,0.863,0.727,0.86,0.823,0.75,0.856,0.725,0.596,0.803,0.808,0.625,0.889,0.667,0.535,0.757
