n_estimators,max_depth,max_features,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
200,None,0.25,0.817,0.433,0.973,0.54,0.512,0.703,0.792,0.35,0.989,0.502,0.491,0.669,0.808,0.375,1.0,0.545,0.542,0.688
200,None,0.5,0.808,0.433,0.96,0.549,0.489,0.697,0.792,0.375,0.978,0.521,0.489,0.676,0.769,0.375,0.944,0.5,0.409,0.66
200,None,0.75,0.808,0.433,0.96,0.55,0.485,0.697,0.8,0.4,0.978,0.546,0.509,0.689,0.846,0.5,1.0,0.667,0.64,0.75
200,None,None,0.798,0.4,0.96,0.519,0.455,0.68,0.792,0.375,0.978,0.515,0.49,0.676,0.769,0.25,1.0,0.4,0.433,0.625
400,None,0.25,0.807,0.433,0.96,0.527,0.483,0.697,0.777,0.3,0.989,0.449,0.45,0.644,0.808,0.375,1.0,0.545,0.542,0.688
400,None,0.5,0.817,0.467,0.96,0.57,0.515,0.713,0.792,0.375,0.978,0.521,0.489,0.676,0.846,0.5,1.0,0.667,0.64,0.75
400,None,0.75,0.808,0.433,0.96,0.55,0.485,0.697,0.8,0.4,0.978,0.539,0.509,0.689,0.846,0.5,1.0,0.667,0.64,0.75
400,None,None,0.808,0.433,0.96,0.55,0.485,0.697,0.8,0.4,0.978,0.539,0.509,0.689,0.846,0.5,1.0,0.667,0.64,0.75
600,None,0.25,0.807,0.433,0.96,0.527,0.483,0.697,0.785,0.325,0.989,0.475,0.466,0.657,0.769,0.25,1.0,0.4,0.433,0.625
600,None,0.5,0.817,0.467,0.96,0.57,0.515,0.713,0.785,0.325,0.989,0.478,0.472,0.657,0.808,0.375,1.0,0.545,0.542,0.688
600,None,0.75,0.817,0.467,0.96,0.575,0.513,0.713,0.8,0.375,0.989,0.527,0.511,0.682,0.846,0.5,1.0,0.667,0.64,0.75
600,None,None,0.817,0.467,0.96,0.575,0.513,0.713,0.8,0.4,0.978,0.539,0.509,0.689,0.846,0.5,1.0,0.667,0.64,0.75
800,None,0.25,0.807,0.433,0.96,0.527,0.483,0.697,0.785,0.325,0.989,0.475,0.466,0.657,0.769,0.25,1.0,0.4,0.433,0.625
800,None,0.5,0.817,0.467,0.96,0.57,0.515,0.713,0.8,0.375,0.989,0.527,0.511,0.682,0.808,0.375,1.0,0.545,0.542,0.688
800,None,0.75,0.817,0.467,0.96,0.575,0.513,0.713,0.8,0.375,0.989,0.527,0.511,0.682,0.846,0.5,1.0,0.667,0.64,0.75
800,None,None,0.817,0.467,0.96,0.575,0.513,0.713,0.8,0.4,0.978,0.539,0.509,0.689,0.808,0.375,1.0,0.545,0.542,0.688
1000,None,0.25,0.807,0.433,0.96,0.527,0.483,0.697,0.785,0.325,0.989,0.475,0.466,0.657,0.769,0.25,1.0,0.4,0.433,0.625
1000,None,0.5,0.817,0.467,0.96,0.57,0.515,0.713,0.8,0.375,0.989,0.527,0.511,0.682,0.808,0.375,1.0,0.545,0.542,0.688
1000,None,0.75,0.817,0.467,0.96,0.575,0.513,0.713,0.8,0.375,0.989,0.527,0.511,0.682,0.808,0.375,1.0,0.545,0.542,0.688
1000,None,None,0.817,0.467,0.96,0.575,0.513,0.713,0.8,0.4,0.978,0.539,0.509,0.689,0.808,0.375,1.0,0.545,0.542,0.688
