n_estimators,max_depth,max_features,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
200,None,0.25,0.817,0.367,1.0,0.508,0.526,0.683,0.846,0.525,0.989,0.664,0.632,0.757,0.885,0.625,1.0,0.769,0.732,0.812
200,None,0.5,0.778,0.367,0.946,0.473,0.411,0.656,0.8,0.45,0.956,0.577,0.513,0.703,0.885,0.625,1.0,0.769,0.732,0.812
200,None,0.75,0.778,0.333,0.959,0.423,0.358,0.646,0.785,0.45,0.933,0.553,0.464,0.692,0.808,0.5,0.944,0.615,0.52,0.722
200,None,None,0.769,0.333,0.946,0.41,0.345,0.64,0.777,0.45,0.922,0.553,0.455,0.686,0.769,0.5,0.889,0.571,0.426,0.694
400,None,0.25,0.798,0.333,0.987,0.463,0.466,0.66,0.846,0.55,0.978,0.682,0.632,0.764,0.885,0.625,1.0,0.769,0.732,0.812
400,None,0.5,0.778,0.367,0.946,0.473,0.411,0.656,0.8,0.45,0.956,0.572,0.511,0.703,0.885,0.625,1.0,0.769,0.732,0.812
400,None,0.75,0.778,0.367,0.946,0.443,0.364,0.656,0.808,0.5,0.944,0.613,0.525,0.722,0.846,0.625,0.944,0.714,0.624,0.785
400,None,None,0.769,0.333,0.946,0.417,0.347,0.64,0.785,0.475,0.922,0.577,0.475,0.699,0.808,0.5,0.944,0.615,0.52,0.722
600,None,0.25,0.798,0.3,1.0,0.417,0.429,0.65,0.846,0.55,0.978,0.682,0.632,0.764,0.885,0.625,1.0,0.769,0.732,0.812
600,None,0.5,0.778,0.333,0.959,0.423,0.358,0.646,0.808,0.475,0.956,0.601,0.533,0.715,0.885,0.625,1.0,0.769,0.732,0.812
600,None,0.75,0.778,0.333,0.959,0.423,0.358,0.646,0.808,0.5,0.944,0.613,0.525,0.722,0.846,0.625,0.944,0.714,0.624,0.785
600,None,None,0.74,0.233,0.946,0.313,0.257,0.59,0.785,0.45,0.933,0.557,0.465,0.692,0.808,0.5,0.944,0.615,0.52,0.722
800,None,0.25,0.807,0.333,1.0,0.474,0.499,0.667,0.854,0.55,0.989,0.693,0.654,0.769,0.885,0.625,1.0,0.769,0.732,0.812
800,None,0.5,0.778,0.333,0.959,0.447,0.402,0.646,0.808,0.475,0.956,0.601,0.533,0.715,0.885,0.625,1.0,0.769,0.732,0.812
800,None,0.75,0.778,0.333,0.959,0.423,0.358,0.646,0.808,0.5,0.944,0.613,0.525,0.722,0.846,0.625,0.944,0.714,0.624,0.785
800,None,None,0.759,0.3,0.946,0.383,0.313,0.623,0.792,0.475,0.933,0.584,0.491,0.704,0.808,0.5,0.944,0.615,0.52,0.722
1000,None,0.25,0.817,0.367,1.0,0.508,0.526,0.683,0.838,0.5,0.989,0.649,0.614,0.744,0.885,0.625,1.0,0.769,0.732,0.812
1000,None,0.5,0.778,0.333,0.959,0.447,0.402,0.646,0.808,0.475,0.956,0.598,0.532,0.715,0.885,0.625,1.0,0.769,0.732,0.812
1000,None,0.75,0.778,0.333,0.959,0.423,0.358,0.646,0.8,0.475,0.944,0.589,0.505,0.71,0.846,0.625,0.944,0.714,0.624,0.785
1000,None,None,0.769,0.333,0.946,0.416,0.34,0.64,0.777,0.45,0.922,0.55,0.449,0.686,0.808,0.5,0.944,0.615,0.52,0.722
