n_estimators,max_depth,max_features,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
200,None,0.25,0.817,0.367,1.0,0.508,0.526,0.683,0.808,0.5,0.944,0.613,0.533,0.722,0.885,0.625,1.0,0.769,0.732,0.812
200,None,0.5,0.798,0.333,0.987,0.47,0.468,0.66,0.808,0.475,0.956,0.589,0.537,0.715,0.885,0.625,1.0,0.769,0.732,0.812
200,None,0.75,0.779,0.333,0.96,0.454,0.427,0.647,0.777,0.475,0.911,0.563,0.452,0.693,0.885,0.625,1.0,0.769,0.732,0.812
200,None,None,0.788,0.333,0.973,0.461,0.445,0.653,0.769,0.45,0.911,0.527,0.429,0.681,0.808,0.625,0.889,0.667,0.535,0.757
400,None,0.25,0.807,0.367,0.987,0.494,0.496,0.677,0.808,0.475,0.956,0.598,0.531,0.715,0.885,0.625,1.0,0.769,0.732,0.812
400,None,0.5,0.798,0.333,0.987,0.47,0.468,0.66,0.808,0.5,0.944,0.611,0.54,0.722,0.885,0.625,1.0,0.769,0.732,0.812
400,None,0.75,0.769,0.3,0.96,0.42,0.401,0.63,0.792,0.525,0.911,0.607,0.498,0.718,0.885,0.625,1.0,0.769,0.732,0.812
400,None,None,0.779,0.3,0.973,0.404,0.374,0.637,0.777,0.475,0.911,0.563,0.452,0.693,0.769,0.5,0.889,0.571,0.426,0.694
600,None,0.25,0.798,0.333,0.987,0.468,0.472,0.66,0.823,0.5,0.967,0.628,0.574,0.733,0.885,0.625,1.0,0.769,0.732,0.812
600,None,0.5,0.788,0.333,0.973,0.457,0.45,0.653,0.808,0.5,0.944,0.611,0.54,0.722,0.885,0.625,1.0,0.769,0.732,0.812
600,None,0.75,0.779,0.333,0.96,0.454,0.427,0.647,0.8,0.525,0.922,0.614,0.514,0.724,0.885,0.625,1.0,0.769,0.732,0.812
600,None,None,0.779,0.3,0.973,0.404,0.374,0.637,0.777,0.475,0.911,0.563,0.452,0.693,0.846,0.625,0.944,0.714,0.624,0.785
800,None,0.25,0.798,0.333,0.987,0.468,0.472,0.66,0.823,0.5,0.967,0.628,0.574,0.733,0.885,0.625,1.0,0.769,0.732,0.812
800,None,0.5,0.788,0.3,0.987,0.437,0.441,0.643,0.815,0.525,0.944,0.636,0.56,0.735,0.885,0.625,1.0,0.769,0.732,0.812
800,None,0.75,0.769,0.3,0.96,0.42,0.401,0.63,0.8,0.525,0.922,0.614,0.514,0.724,0.846,0.625,0.944,0.714,0.624,0.785
800,None,None,0.778,0.333,0.959,0.454,0.404,0.646,0.777,0.475,0.911,0.563,0.452,0.693,0.885,0.625,1.0,0.769,0.732,0.812
1000,None,0.25,0.798,0.333,0.987,0.468,0.472,0.66,0.823,0.5,0.967,0.628,0.574,0.733,0.885,0.625,1.0,0.769,0.732,0.812
1000,None,0.5,0.798,0.333,0.987,0.468,0.472,0.66,0.808,0.5,0.944,0.617,0.537,0.722,0.885,0.625,1.0,0.769,0.732,0.812
1000,None,0.75,0.779,0.3,0.973,0.428,0.419,0.637,0.8,0.525,0.922,0.614,0.514,0.724,0.885,0.625,1.0,0.769,0.732,0.812
1000,None,None,0.759,0.3,0.946,0.413,0.36,0.623,0.762,0.425,0.911,0.515,0.408,0.668,0.885,0.625,1.0,0.769,0.732,0.812
