n_estimators,max_depth,max_features,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
200,None,0.25,0.798,0.3,1.0,0.424,0.431,0.65,0.785,0.375,0.967,0.481,0.465,0.671,0.846,0.5,1.0,0.667,0.64,0.75
200,None,0.5,0.779,0.3,0.973,0.429,0.401,0.637,0.777,0.375,0.956,0.498,0.452,0.665,0.846,0.5,1.0,0.667,0.64,0.75
200,None,0.75,0.75,0.267,0.946,0.363,0.279,0.606,0.785,0.45,0.933,0.544,0.469,0.692,0.846,0.625,0.944,0.714,0.624,0.785
200,None,None,0.73,0.267,0.919,0.343,0.222,0.593,0.762,0.425,0.911,0.512,0.411,0.668,0.846,0.625,0.944,0.714,0.624,0.785
400,None,0.25,0.788,0.267,1.0,0.39,0.404,0.633,0.8,0.45,0.956,0.56,0.515,0.703,0.846,0.5,1.0,0.667,0.64,0.75
400,None,0.5,0.769,0.267,0.973,0.379,0.342,0.62,0.785,0.425,0.944,0.533,0.477,0.685,0.846,0.5,1.0,0.667,0.64,0.75
400,None,0.75,0.769,0.3,0.96,0.404,0.346,0.63,0.777,0.425,0.933,0.526,0.447,0.679,0.846,0.625,0.944,0.714,0.624,0.785
400,None,None,0.759,0.3,0.946,0.397,0.305,0.623,0.762,0.425,0.911,0.506,0.414,0.668,0.808,0.5,0.944,0.615,0.52,0.722
600,None,0.25,0.798,0.3,1.0,0.424,0.431,0.65,0.808,0.45,0.967,0.57,0.533,0.708,0.885,0.625,1.0,0.769,0.732,0.812
600,None,0.5,0.769,0.267,0.973,0.379,0.342,0.62,0.792,0.475,0.933,0.565,0.488,0.704,0.846,0.5,1.0,0.667,0.64,0.75
600,None,0.75,0.769,0.3,0.96,0.404,0.346,0.63,0.769,0.4,0.933,0.491,0.42,0.667,0.846,0.625,0.944,0.714,0.624,0.785
600,None,None,0.759,0.3,0.946,0.397,0.305,0.623,0.777,0.475,0.911,0.561,0.451,0.693,0.846,0.5,1.0,0.667,0.64,0.75
800,None,0.25,0.807,0.333,1.0,0.481,0.502,0.667,0.808,0.45,0.967,0.57,0.533,0.708,0.885,0.625,1.0,0.769,0.732,0.812
800,None,0.5,0.769,0.267,0.973,0.379,0.342,0.62,0.792,0.475,0.933,0.565,0.488,0.704,0.846,0.5,1.0,0.667,0.64,0.75
800,None,0.75,0.769,0.3,0.96,0.404,0.346,0.63,0.777,0.425,0.933,0.526,0.447,0.679,0.846,0.625,0.944,0.714,0.624,0.785
800,None,None,0.759,0.3,0.946,0.397,0.305,0.623,0.769,0.45,0.911,0.541,0.433,0.681,0.846,0.5,1.0,0.667,0.64,0.75
1000,None,0.25,0.788,0.267,1.0,0.39,0.404,0.633,0.792,0.4,0.967,0.526,0.493,0.683,0.885,0.625,1.0,0.769,0.732,0.812
1000,None,0.5,0.769,0.267,0.973,0.379,0.342,0.62,0.792,0.475,0.933,0.565,0.488,0.704,0.885,0.625,1.0,0.769,0.732,0.812
1000,None,0.75,0.769,0.3,0.96,0.404,0.346,0.63,0.777,0.425,0.933,0.526,0.447,0.679,0.846,0.625,0.944,0.714,0.624,0.785
1000,None,None,0.759,0.3,0.946,0.397,0.305,0.623,0.762,0.425,0.911,0.514,0.407,0.668,0.808,0.5,0.944,0.615,0.52,0.722
