n_estimators,max_depth,max_features,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
200,None,0.25,0.916,0.898,0.934,0.914,0.833,0.916,0.875,0.691,0.924,0.696,0.62,0.807,0.849,0.545,0.929,0.6,0.512,0.737
200,None,0.5,0.907,0.898,0.916,0.906,0.814,0.907,0.857,0.655,0.91,0.653,0.563,0.782,0.887,0.636,0.952,0.7,0.636,0.794
200,None,0.75,0.895,0.886,0.904,0.894,0.79,0.895,0.864,0.655,0.919,0.667,0.583,0.787,0.887,0.636,0.952,0.7,0.636,0.794
200,None,None,0.883,0.868,0.898,0.881,0.767,0.883,0.842,0.618,0.9,0.617,0.519,0.759,0.849,0.545,0.929,0.6,0.512,0.737
400,None,0.25,0.925,0.91,0.94,0.923,0.851,0.925,0.875,0.636,0.938,0.681,0.608,0.787,0.868,0.636,0.929,0.667,0.586,0.782
400,None,0.5,0.916,0.91,0.922,0.915,0.832,0.916,0.857,0.655,0.91,0.655,0.565,0.782,0.906,0.727,0.952,0.762,0.704,0.84
400,None,0.75,0.892,0.886,0.898,0.891,0.784,0.892,0.86,0.636,0.919,0.653,0.567,0.778,0.887,0.636,0.952,0.7,0.636,0.794
400,None,None,0.889,0.874,0.904,0.887,0.779,0.889,0.853,0.636,0.91,0.642,0.55,0.773,0.868,0.636,0.929,0.667,0.586,0.782
600,None,0.25,0.928,0.91,0.946,0.926,0.857,0.928,0.883,0.655,0.943,0.7,0.632,0.799,0.887,0.636,0.952,0.7,0.636,0.794
600,None,0.5,0.919,0.91,0.928,0.918,0.838,0.919,0.864,0.655,0.919,0.667,0.582,0.787,0.887,0.636,0.952,0.7,0.636,0.794
600,None,0.75,0.901,0.892,0.91,0.9,0.802,0.901,0.86,0.655,0.914,0.66,0.573,0.784,0.887,0.636,0.952,0.7,0.636,0.794
600,None,None,0.889,0.874,0.904,0.886,0.779,0.889,0.857,0.655,0.91,0.654,0.565,0.782,0.849,0.545,0.929,0.6,0.512,0.737
800,None,0.25,0.925,0.904,0.946,0.923,0.851,0.925,0.883,0.673,0.938,0.706,0.636,0.805,0.887,0.636,0.952,0.7,0.636,0.794
800,None,0.5,0.925,0.91,0.94,0.924,0.851,0.925,0.864,0.655,0.919,0.667,0.582,0.787,0.887,0.636,0.952,0.7,0.636,0.794
800,None,0.75,0.901,0.886,0.916,0.899,0.802,0.901,0.864,0.655,0.919,0.668,0.583,0.787,0.868,0.636,0.929,0.667,0.586,0.782
800,None,None,0.895,0.886,0.904,0.893,0.791,0.895,0.853,0.636,0.91,0.642,0.55,0.773,0.849,0.545,0.929,0.6,0.512,0.737
1000,None,0.25,0.928,0.91,0.946,0.926,0.857,0.928,0.883,0.673,0.938,0.704,0.634,0.805,0.887,0.636,0.952,0.7,0.636,0.794
1000,None,0.5,0.919,0.91,0.928,0.918,0.838,0.919,0.86,0.636,0.919,0.654,0.567,0.778,0.887,0.636,0.952,0.7,0.636,0.794
1000,None,0.75,0.904,0.886,0.922,0.902,0.808,0.904,0.864,0.655,0.919,0.668,0.583,0.787,0.868,0.636,0.929,0.667,0.586,0.782
1000,None,None,0.898,0.886,0.91,0.896,0.797,0.898,0.853,0.655,0.905,0.649,0.557,0.78,0.868,0.636,0.929,0.667,0.586,0.782
