n_estimators,max_depth,max_features,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
200,None,0.25,0.886,0.886,0.886,0.885,0.773,0.886,0.872,0.709,0.914,0.698,0.62,0.812,0.868,0.636,0.929,0.667,0.586,0.782
200,None,0.5,0.868,0.88,0.855,0.869,0.737,0.868,0.849,0.709,0.886,0.664,0.572,0.797,0.83,0.636,0.881,0.609,0.501,0.759
200,None,0.75,0.858,0.874,0.843,0.861,0.719,0.858,0.849,0.745,0.876,0.683,0.597,0.811,0.811,0.727,0.833,0.615,0.505,0.78
200,None,None,0.852,0.868,0.837,0.856,0.707,0.852,0.842,0.745,0.867,0.674,0.581,0.806,0.811,0.818,0.81,0.643,0.545,0.814
400,None,0.25,0.882,0.886,0.88,0.883,0.767,0.883,0.887,0.782,0.914,0.74,0.671,0.848,0.868,0.636,0.929,0.667,0.586,0.782
400,None,0.5,0.871,0.88,0.861,0.872,0.743,0.871,0.857,0.745,0.886,0.686,0.599,0.816,0.906,0.727,0.952,0.762,0.704,0.84
400,None,0.75,0.864,0.88,0.849,0.867,0.731,0.865,0.842,0.727,0.871,0.666,0.572,0.799,0.83,0.818,0.833,0.667,0.576,0.826
400,None,None,0.862,0.88,0.843,0.865,0.726,0.861,0.826,0.745,0.848,0.648,0.546,0.797,0.811,0.727,0.833,0.615,0.505,0.78
600,None,0.25,0.889,0.886,0.892,0.888,0.779,0.889,0.906,0.818,0.929,0.783,0.725,0.873,0.868,0.636,0.929,0.667,0.586,0.782
600,None,0.5,0.871,0.88,0.861,0.872,0.743,0.871,0.86,0.727,0.895,0.688,0.603,0.811,0.849,0.727,0.881,0.667,0.573,0.804
600,None,0.75,0.865,0.874,0.855,0.866,0.731,0.865,0.849,0.764,0.871,0.686,0.597,0.818,0.811,0.818,0.81,0.643,0.545,0.814
600,None,None,0.864,0.88,0.849,0.867,0.731,0.864,0.826,0.745,0.848,0.649,0.547,0.797,0.792,0.727,0.81,0.593,0.474,0.768
800,None,0.25,0.888,0.886,0.891,0.888,0.779,0.889,0.898,0.782,0.929,0.761,0.697,0.855,0.868,0.636,0.929,0.667,0.586,0.782
800,None,0.5,0.88,0.886,0.873,0.88,0.761,0.88,0.86,0.727,0.895,0.691,0.606,0.811,0.849,0.727,0.881,0.667,0.573,0.804
800,None,0.75,0.868,0.88,0.855,0.87,0.737,0.868,0.838,0.745,0.862,0.665,0.569,0.804,0.83,0.818,0.833,0.667,0.576,0.826
800,None,None,0.861,0.88,0.843,0.865,0.725,0.861,0.823,0.727,0.848,0.639,0.534,0.787,0.792,0.727,0.81,0.593,0.474,0.768
1000,None,0.25,0.889,0.886,0.892,0.888,0.779,0.889,0.894,0.782,0.924,0.754,0.688,0.853,0.868,0.636,0.929,0.667,0.586,0.782
1000,None,0.5,0.877,0.886,0.868,0.877,0.756,0.877,0.853,0.709,0.89,0.673,0.584,0.8,0.868,0.727,0.905,0.696,0.612,0.816
1000,None,0.75,0.868,0.88,0.855,0.87,0.737,0.868,0.842,0.745,0.867,0.67,0.575,0.806,0.83,0.818,0.833,0.667,0.576,0.826
1000,None,None,0.858,0.873,0.843,0.861,0.719,0.858,0.815,0.727,0.838,0.628,0.519,0.783,0.792,0.727,0.81,0.593,0.474,0.768
