n_estimators,max_depth,max_features,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
200,None,0.25,0.916,0.934,0.898,0.916,0.835,0.916,0.875,0.655,0.933,0.682,0.61,0.794,0.868,0.636,0.929,0.667,0.586,0.782
200,None,0.5,0.901,0.928,0.874,0.903,0.804,0.901,0.845,0.673,0.89,0.642,0.551,0.782,0.868,0.727,0.905,0.696,0.612,0.816
200,None,0.75,0.886,0.898,0.874,0.886,0.773,0.886,0.83,0.745,0.852,0.643,0.548,0.799,0.849,0.909,0.833,0.714,0.645,0.871
200,None,None,0.862,0.886,0.838,0.864,0.726,0.862,0.804,0.745,0.819,0.612,0.503,0.782,0.811,0.818,0.81,0.643,0.545,0.814
400,None,0.25,0.925,0.934,0.916,0.925,0.851,0.925,0.86,0.6,0.929,0.64,0.558,0.764,0.887,0.636,0.952,0.7,0.636,0.794
400,None,0.5,0.91,0.94,0.88,0.912,0.822,0.91,0.864,0.691,0.91,0.679,0.595,0.8,0.849,0.636,0.905,0.636,0.541,0.771
400,None,0.75,0.889,0.898,0.88,0.889,0.779,0.889,0.826,0.745,0.848,0.636,0.537,0.797,0.83,0.909,0.81,0.69,0.615,0.859
400,None,None,0.859,0.886,0.832,0.862,0.721,0.859,0.804,0.782,0.81,0.622,0.517,0.796,0.811,0.818,0.81,0.643,0.545,0.814
600,None,0.25,0.916,0.928,0.904,0.916,0.834,0.916,0.872,0.618,0.938,0.666,0.591,0.778,0.868,0.545,0.952,0.632,0.564,0.749
600,None,0.5,0.901,0.922,0.88,0.902,0.804,0.901,0.857,0.673,0.905,0.659,0.572,0.789,0.849,0.636,0.905,0.636,0.541,0.771
600,None,0.75,0.883,0.898,0.868,0.883,0.768,0.883,0.819,0.709,0.848,0.616,0.51,0.778,0.811,0.818,0.81,0.643,0.545,0.814
600,None,None,0.856,0.874,0.838,0.857,0.715,0.856,0.796,0.727,0.814,0.595,0.48,0.771,0.811,0.818,0.81,0.643,0.545,0.814
800,None,0.25,0.919,0.934,0.904,0.919,0.841,0.919,0.872,0.618,0.938,0.665,0.59,0.778,0.868,0.545,0.952,0.632,0.564,0.749
800,None,0.5,0.901,0.922,0.88,0.902,0.804,0.901,0.845,0.673,0.89,0.644,0.551,0.782,0.868,0.727,0.905,0.696,0.612,0.816
800,None,0.75,0.88,0.892,0.868,0.88,0.762,0.88,0.823,0.691,0.857,0.615,0.509,0.774,0.811,0.818,0.81,0.643,0.545,0.814
800,None,None,0.868,0.892,0.844,0.87,0.74,0.868,0.8,0.745,0.814,0.606,0.494,0.78,0.811,0.818,0.81,0.643,0.545,0.814
1000,None,0.25,0.919,0.934,0.904,0.919,0.841,0.919,0.875,0.636,0.938,0.679,0.605,0.787,0.887,0.545,0.976,0.667,0.625,0.761
1000,None,0.5,0.904,0.928,0.88,0.905,0.81,0.904,0.842,0.673,0.886,0.639,0.545,0.779,0.83,0.636,0.881,0.609,0.501,0.759
1000,None,0.75,0.886,0.898,0.874,0.886,0.774,0.886,0.808,0.691,0.838,0.596,0.483,0.765,0.811,0.818,0.81,0.643,0.545,0.814
1000,None,None,0.865,0.886,0.844,0.867,0.733,0.865,0.792,0.745,0.805,0.597,0.483,0.775,0.811,0.818,0.81,0.643,0.545,0.814
