n_estimators,max_depth,max_features,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
200,None,0.25,0.91,0.904,0.916,0.909,0.82,0.91,0.875,0.745,0.91,0.714,0.641,0.827,0.887,0.727,0.929,0.727,0.656,0.828
200,None,0.5,0.907,0.904,0.91,0.906,0.814,0.907,0.826,0.8,0.833,0.657,0.565,0.817,0.868,0.818,0.881,0.72,0.643,0.85
200,None,0.75,0.883,0.885,0.88,0.883,0.766,0.882,0.823,0.8,0.829,0.652,0.558,0.814,0.887,0.909,0.881,0.769,0.711,0.895
200,None,None,0.871,0.88,0.862,0.872,0.741,0.871,0.811,0.818,0.81,0.644,0.548,0.814,0.868,0.909,0.857,0.741,0.677,0.883
400,None,0.25,0.919,0.91,0.928,0.918,0.838,0.919,0.872,0.745,0.905,0.706,0.627,0.825,0.906,0.818,0.929,0.783,0.724,0.873
400,None,0.5,0.904,0.898,0.91,0.903,0.808,0.904,0.83,0.764,0.848,0.654,0.557,0.806,0.849,0.818,0.857,0.692,0.608,0.838
400,None,0.75,0.877,0.879,0.874,0.877,0.754,0.876,0.826,0.8,0.833,0.657,0.564,0.817,0.887,0.909,0.881,0.769,0.711,0.895
400,None,None,0.871,0.873,0.868,0.871,0.741,0.87,0.8,0.818,0.795,0.631,0.531,0.807,0.868,0.909,0.857,0.741,0.677,0.883
600,None,0.25,0.919,0.91,0.928,0.918,0.838,0.919,0.875,0.745,0.91,0.712,0.637,0.827,0.887,0.818,0.905,0.75,0.681,0.861
600,None,0.5,0.907,0.904,0.91,0.906,0.814,0.907,0.834,0.764,0.852,0.657,0.565,0.808,0.868,0.818,0.881,0.72,0.643,0.85
600,None,0.75,0.882,0.891,0.873,0.884,0.766,0.882,0.823,0.8,0.829,0.651,0.557,0.814,0.887,0.909,0.881,0.769,0.711,0.895
600,None,None,0.865,0.873,0.856,0.866,0.73,0.865,0.808,0.818,0.805,0.641,0.543,0.811,0.868,0.909,0.857,0.741,0.677,0.883
800,None,0.25,0.922,0.922,0.922,0.922,0.844,0.922,0.879,0.745,0.914,0.72,0.649,0.83,0.868,0.818,0.881,0.72,0.643,0.85
800,None,0.5,0.91,0.904,0.916,0.909,0.82,0.91,0.838,0.764,0.857,0.661,0.57,0.81,0.868,0.818,0.881,0.72,0.643,0.85
800,None,0.75,0.889,0.898,0.88,0.89,0.778,0.889,0.826,0.8,0.833,0.656,0.562,0.817,0.887,0.909,0.881,0.769,0.711,0.895
800,None,None,0.865,0.873,0.856,0.866,0.73,0.865,0.811,0.8,0.814,0.638,0.54,0.807,0.868,0.909,0.857,0.741,0.677,0.883
1000,None,0.25,0.922,0.922,0.922,0.922,0.844,0.922,0.875,0.745,0.91,0.712,0.637,0.827,0.887,0.818,0.905,0.75,0.681,0.861
1000,None,0.5,0.91,0.898,0.922,0.908,0.82,0.91,0.842,0.764,0.862,0.666,0.576,0.813,0.868,0.818,0.881,0.72,0.643,0.85
1000,None,0.75,0.883,0.891,0.874,0.884,0.766,0.883,0.815,0.8,0.819,0.642,0.544,0.81,0.887,0.909,0.881,0.769,0.711,0.895
1000,None,None,0.874,0.885,0.862,0.875,0.748,0.874,0.804,0.8,0.805,0.629,0.527,0.802,0.868,0.909,0.857,0.741,0.677,0.883
