n_estimators,max_depth,max_features,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
200,None,0.25,0.886,0.892,0.88,0.886,0.772,0.886,0.792,0.327,0.914,0.387,0.279,0.621,0.755,0.182,0.905,0.235,0.111,0.543
200,None,0.5,0.88,0.892,0.867,0.881,0.76,0.88,0.755,0.327,0.867,0.358,0.21,0.597,0.774,0.364,0.881,0.4,0.264,0.622
200,None,0.75,0.861,0.88,0.843,0.863,0.726,0.862,0.751,0.382,0.848,0.385,0.233,0.615,0.736,0.364,0.833,0.364,0.197,0.598
200,None,None,0.864,0.868,0.861,0.865,0.73,0.864,0.736,0.418,0.819,0.39,0.227,0.619,0.736,0.273,0.857,0.3,0.14,0.565
400,None,0.25,0.886,0.886,0.886,0.885,0.772,0.886,0.792,0.327,0.914,0.394,0.287,0.621,0.774,0.182,0.929,0.25,0.153,0.555
400,None,0.5,0.877,0.892,0.861,0.878,0.754,0.877,0.762,0.345,0.871,0.376,0.234,0.608,0.755,0.364,0.857,0.381,0.229,0.61
400,None,0.75,0.858,0.88,0.837,0.861,0.719,0.859,0.732,0.364,0.829,0.354,0.189,0.596,0.717,0.273,0.833,0.286,0.11,0.553
400,None,None,0.861,0.868,0.855,0.862,0.724,0.861,0.736,0.364,0.833,0.356,0.194,0.598,0.717,0.273,0.833,0.286,0.11,0.553
600,None,0.25,0.877,0.886,0.868,0.878,0.754,0.877,0.789,0.327,0.91,0.386,0.276,0.618,0.774,0.182,0.929,0.25,0.153,0.555
600,None,0.5,0.873,0.886,0.861,0.875,0.748,0.874,0.747,0.309,0.862,0.335,0.184,0.585,0.736,0.273,0.857,0.3,0.14,0.565
600,None,0.75,0.855,0.886,0.825,0.859,0.713,0.856,0.725,0.364,0.819,0.348,0.176,0.591,0.736,0.273,0.857,0.3,0.14,0.565
600,None,None,0.861,0.868,0.855,0.862,0.724,0.861,0.74,0.382,0.833,0.371,0.211,0.608,0.717,0.273,0.833,0.286,0.11,0.553
800,None,0.25,0.883,0.886,0.88,0.883,0.766,0.883,0.789,0.309,0.914,0.37,0.266,0.612,0.792,0.182,0.952,0.267,0.206,0.567
800,None,0.5,0.861,0.88,0.843,0.864,0.724,0.862,0.743,0.291,0.862,0.32,0.167,0.576,0.717,0.273,0.833,0.286,0.11,0.553
800,None,0.75,0.861,0.886,0.837,0.864,0.725,0.862,0.736,0.364,0.833,0.358,0.195,0.598,0.736,0.273,0.857,0.3,0.14,0.565
800,None,None,0.861,0.868,0.855,0.862,0.724,0.861,0.732,0.364,0.829,0.354,0.189,0.596,0.717,0.273,0.833,0.286,0.11,0.553
1000,None,0.25,0.886,0.892,0.88,0.886,0.772,0.886,0.785,0.309,0.91,0.365,0.255,0.609,0.774,0.182,0.929,0.25,0.153,0.555
1000,None,0.5,0.864,0.886,0.843,0.867,0.731,0.865,0.747,0.291,0.867,0.323,0.174,0.579,0.736,0.273,0.857,0.3,0.14,0.565
1000,None,0.75,0.864,0.886,0.843,0.867,0.731,0.865,0.736,0.364,0.833,0.357,0.194,0.598,0.717,0.273,0.833,0.286,0.11,0.553
1000,None,None,0.861,0.868,0.855,0.862,0.724,0.861,0.732,0.364,0.829,0.352,0.188,0.596,0.717,0.273,0.833,0.286,0.11,0.553
