n_estimators,max_depth,max_features,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
200,None,0.25,0.799,0.022,1.0,0.04,0.06,0.511,0.815,0.127,0.995,0.204,0.229,0.561,0.811,0.091,1.0,0.167,0.271,0.545
200,None,0.5,0.804,0.044,1.0,0.08,0.12,0.522,0.823,0.164,0.995,0.271,0.337,0.579,0.83,0.182,1.0,0.308,0.387,0.591
200,None,0.75,0.809,0.067,1.0,0.113,0.145,0.533,0.815,0.164,0.986,0.267,0.306,0.575,0.83,0.182,1.0,0.308,0.387,0.591
200,None,None,0.794,0.022,0.994,0.04,0.044,0.508,0.819,0.182,0.986,0.295,0.321,0.584,0.83,0.182,1.0,0.308,0.387,0.591
400,None,0.25,0.799,0.022,1.0,0.04,0.06,0.511,0.811,0.109,0.995,0.18,0.21,0.552,0.811,0.091,1.0,0.167,0.271,0.545
400,None,0.5,0.799,0.044,0.994,0.076,0.091,0.519,0.826,0.182,0.995,0.299,0.36,0.589,0.83,0.182,1.0,0.308,0.387,0.591
400,None,0.75,0.799,0.044,0.994,0.076,0.091,0.519,0.823,0.164,0.995,0.275,0.342,0.579,0.83,0.182,1.0,0.308,0.387,0.591
400,None,None,0.794,0.022,0.994,0.036,0.031,0.508,0.83,0.2,0.995,0.323,0.378,0.598,0.83,0.182,1.0,0.308,0.387,0.591
600,None,0.25,0.799,0.022,1.0,0.04,0.06,0.511,0.815,0.127,0.995,0.214,0.264,0.561,0.83,0.182,1.0,0.308,0.387,0.591
600,None,0.5,0.804,0.044,1.0,0.08,0.12,0.522,0.823,0.164,0.995,0.275,0.342,0.579,0.83,0.182,1.0,0.308,0.387,0.591
600,None,0.75,0.804,0.067,0.994,0.109,0.117,0.53,0.823,0.182,0.99,0.299,0.343,0.586,0.83,0.182,1.0,0.308,0.387,0.591
600,None,None,0.804,0.067,0.994,0.109,0.117,0.53,0.823,0.164,0.995,0.275,0.342,0.579,0.83,0.182,1.0,0.308,0.387,0.591
800,None,0.25,0.799,0.022,1.0,0.04,0.06,0.511,0.815,0.127,0.995,0.214,0.264,0.561,0.83,0.182,1.0,0.308,0.387,0.591
800,None,0.5,0.804,0.044,1.0,0.08,0.12,0.522,0.823,0.164,0.995,0.275,0.342,0.579,0.83,0.182,1.0,0.308,0.387,0.591
800,None,0.75,0.804,0.067,0.994,0.109,0.117,0.53,0.819,0.164,0.99,0.271,0.32,0.577,0.83,0.182,1.0,0.308,0.387,0.591
800,None,None,0.799,0.044,0.994,0.076,0.091,0.519,0.83,0.2,0.995,0.327,0.383,0.598,0.83,0.182,1.0,0.308,0.387,0.591
1000,None,0.25,0.799,0.022,1.0,0.04,0.06,0.511,0.815,0.127,0.995,0.214,0.264,0.561,0.83,0.182,1.0,0.308,0.387,0.591
1000,None,0.5,0.804,0.044,1.0,0.08,0.12,0.522,0.823,0.164,0.995,0.275,0.342,0.579,0.83,0.182,1.0,0.308,0.387,0.591
1000,None,0.75,0.799,0.044,0.994,0.076,0.091,0.519,0.823,0.164,0.995,0.275,0.342,0.579,0.83,0.182,1.0,0.308,0.387,0.591
1000,None,None,0.799,0.044,0.994,0.076,0.091,0.519,0.823,0.164,0.995,0.275,0.342,0.579,0.83,0.182,1.0,0.308,0.387,0.591
