n_estimators,max_depth,max_features,Accuracy,Sensitivity,Specificity,F1-score,MCC,BA,Accuracy_bcv,Sensitivity_bcv,Specificity_bcv,F1-score_bcv,MCC_bcv,BA_bcv,Accuracy_blind,Sensitivity_blind,Specificity_blind,F1-score_blind,MCC_blind,BA_blind
200,None,0.25,0.804,0.069,0.994,0.113,0.121,0.532,0.815,0.109,1.0,0.19,0.263,0.555,0.811,0.091,1.0,0.167,0.271,0.545
200,None,0.5,0.804,0.044,1.0,0.073,0.086,0.522,0.826,0.164,1.0,0.275,0.359,0.582,0.83,0.182,1.0,0.308,0.387,0.591
200,None,0.75,0.809,0.067,1.0,0.113,0.145,0.533,0.834,0.2,1.0,0.325,0.398,0.6,0.83,0.182,1.0,0.308,0.387,0.591
200,None,None,0.804,0.069,0.994,0.113,0.121,0.532,0.826,0.164,1.0,0.275,0.359,0.582,0.83,0.182,1.0,0.308,0.387,0.591
400,None,0.25,0.804,0.047,1.0,0.084,0.124,0.524,0.815,0.109,1.0,0.19,0.263,0.555,0.792,0.0,1.0,0.0,0.0,0.5
400,None,0.5,0.809,0.069,1.0,0.117,0.15,0.535,0.83,0.182,1.0,0.304,0.382,0.591,0.83,0.182,1.0,0.308,0.387,0.591
400,None,0.75,0.809,0.069,1.0,0.117,0.15,0.535,0.834,0.2,1.0,0.328,0.4,0.6,0.83,0.182,1.0,0.308,0.387,0.591
400,None,None,0.804,0.069,0.994,0.113,0.121,0.532,0.826,0.182,0.995,0.299,0.36,0.589,0.83,0.182,1.0,0.308,0.387,0.591
600,None,0.25,0.809,0.069,1.0,0.117,0.15,0.535,0.815,0.109,1.0,0.19,0.263,0.555,0.811,0.091,1.0,0.167,0.271,0.545
600,None,0.5,0.804,0.069,0.994,0.113,0.121,0.532,0.83,0.182,1.0,0.304,0.382,0.591,0.811,0.091,1.0,0.167,0.271,0.545
600,None,0.75,0.804,0.044,1.0,0.073,0.086,0.522,0.83,0.182,1.0,0.304,0.382,0.591,0.83,0.182,1.0,0.308,0.387,0.591
600,None,None,0.804,0.069,0.994,0.113,0.121,0.532,0.826,0.182,0.995,0.299,0.36,0.589,0.83,0.182,1.0,0.308,0.387,0.591
800,None,0.25,0.809,0.069,1.0,0.117,0.15,0.535,0.819,0.127,1.0,0.223,0.317,0.564,0.811,0.091,1.0,0.167,0.271,0.545
800,None,0.5,0.809,0.069,1.0,0.117,0.15,0.535,0.834,0.2,1.0,0.328,0.4,0.6,0.83,0.182,1.0,0.308,0.387,0.591
800,None,0.75,0.804,0.044,1.0,0.073,0.086,0.522,0.826,0.164,1.0,0.279,0.364,0.582,0.83,0.182,1.0,0.308,0.387,0.591
800,None,None,0.804,0.069,0.994,0.113,0.121,0.532,0.83,0.182,1.0,0.304,0.382,0.591,0.83,0.182,1.0,0.308,0.387,0.591
1000,None,0.25,0.809,0.069,1.0,0.117,0.15,0.535,0.819,0.127,1.0,0.214,0.282,0.564,0.811,0.091,1.0,0.167,0.271,0.545
1000,None,0.5,0.809,0.069,1.0,0.117,0.15,0.535,0.83,0.182,1.0,0.304,0.382,0.591,0.83,0.182,1.0,0.308,0.387,0.591
1000,None,0.75,0.809,0.069,1.0,0.117,0.15,0.535,0.826,0.164,1.0,0.279,0.364,0.582,0.83,0.182,1.0,0.308,0.387,0.591
1000,None,None,0.799,0.044,0.994,0.073,0.07,0.519,0.83,0.182,1.0,0.304,0.382,0.591,0.83,0.182,1.0,0.308,0.387,0.591
